ADORA2A,ARG1,BTLA,BTN3A1,BTN3A2,C10orf54,CCL5,CD274,CD276,CD27,CD28,CD40LG,CD40,CD70,CD80,CTLA4,CX3CL1,CXCL10,CXCL9,EDNRB,ENTPD1,GZMA,HAVCR2,HLA.A,HLA.B,HLA.C,HLA.DPA1,HLA.DPB1,HLA.DQA1,HLA.DQA2,HLA.DQB1,HLA.DQB2,HLA.DRA,HLA.DRB1,HLA.DRB5,HMGB1,ICAM1,ICOSLG,ICOS,IDO1,IFNA1,IFNA2,IFNG,IL10,IL12A,IL13,IL1A,IL1B,IL2RA,IL2,IL4,ITGB2,KIR2DL1,KIR2DL3,LAG3,MICA,MICB,PDCD1LG2,PDCD1,PRF1,SELP,SLAMF7,TGFB1,TIGIT,TLR4,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9,TNF,VEGFA,VEGFB,VTCN1,Virus_HPV
163.7175,0.5607,23.2685,1148.5649,1080.7219,851.1211,294.6404,43.4532,2609.9925,184.8609,70.3661,26.6326,178.0178,3.3641,24.3898,81.0191,5834.4968,91.3918,174.093,438.176,1874.3699,50.1814,251.7479,23889.1328,15211.3982,12997.546999999999,6394.0612,5318.3854,2788.2906,411.2631,3254.5009,422.4768,19293.7601,3444.1949,726.9292,3484.6624,31977.0343,199.8845,27.4736,136.8073,0.2803,0.0,0.2803,8.971,17.3785,0.2803,3.9248,28.3146,55.5079,1.9624,0.0,2343.8462,0.4205,0.4205,22.1471,26.3522,66.4413,51.5831,32.2394,114.6603,269.9702,326.3192,2343.1061,94.7559,254.271,555.0678,53.2652,84.6636,15.4189,89.149,51.0224,10.9334,4007.2216,1996.3219,365.8475,3.2880000000000003
288.3087,1.7026,140.7491,1854.7106,2073.7798,1366.0613,2116.9126,115.7775,1555.6186,930.0568,242.9058,93.07600000000001,905.7889,14.755999999999998,93.07600000000001,236.0953,724.7446,2093.6436,9889.8978,333.7117,1376.8445,887.0602,820.6583,34719.6368,38716.5267,21509.353,9465.9478,4994.8922,6041.9977,1237.798,3107.8320000000003,196.9353,30111.8048,9321.4642,1233.2577,3629.9659,4706.0159,196.3678,123.723,1343.9274,0.0,0.0,66.4018,30.0795,18.7287,1.1351,5.6754,110.6697,381.3848,0.0,0.5675,5502.7753,93.6436,11.9183,577.7526,159.4779,271.2826,217.9342,262.202,658.9103,384.79,4124.2906,1297.9569,367.7639,855.2781,1304.1373,80.5902,113.5074,119.7503,233.8252,24.9716,29.5119,3147.5596,1513.0533,140.7491,4.7330000000000005
922.2108,0.0,43.5005,1224.6673,1727.7379999999998,627.4309,375.1279,70.6244,2194.4729,210.8291,117.1955,34.8004,1022.0061,26.1003,124.8721,237.4616,538.3828,276.3562,1224.6673,178.0962,1257.9324,72.1597,693.4493,39031.1515,62944.8976,40551.0082,18340.8393,13622.825,7433.9816,1794.7799,4300.9212,5262.5384,43744.6264,19015.1433,2867.4514,4115.1484,12516.3767,289.1505,122.3132,291.7093,0.0,0.0,5.6295,8.7001,8.1883,0.5118,13.8178,55.783,242.0676,1.5353,3.5824,5491.9601,0.0,0.0,66.0184,367.9632,229.2733,105.4248,92.1187,883.3163,127.9427,319.8567,2564.9949,147.9017,376.1515,2101.1822,178.608,241.5558,56.2948,111.0542,39.4063,138.6899,3770.7267,1964.6878,7.6766,2.113
66.7219,0.4478,18.8088,430.8106,304.5231,590.6852,1320.6449,18.8088,1813.2557,109.588,112.8527,25.974,445.5889,4.9261,73.4438,109.7179,1385.5799,696.3726,1394.0887,300.9404,720.5553,320.197,567.8459,17347.0667,19040.1702,13018.9431,8535.1545,4342.5884,1613.0766,575.9069,2268.249,479.176,17325.1232,3735.3963,558.4416,4569.6373,20637.2593,146.8876,37.6176,327.8101,0.0,0.0,5.8218,12.5392,5.3739,0.8957,2.2391,82.8482,106.1352,0.4478,0.8957,2656.9637,8.7595,5.1232,355.5755,553.9633,180.9225,55.5307,93.5961,324.2275,100.7613,257.5011,3102.5526,92.2526,284.3708,1585.4098,111.95700000000001,54.635,32.2436,65.3829,61.3524,21.9436,13227.0488,1989.2521,32.6914,2.153
192.1749,1.1507,116.2255,1721.519,2361.9102,1562.1404,2017.2612,202.5316,2318.1818,702.0138,233.0265,131.7606,945.9148,19.5627,158.8032,257.1922,4020.7135,1229.5742,4465.4776,302.6467,1238.2048,322.7848,1125.4315,83196.1277,91943.8435,49532.5662,21980.5006,16945.2762,9023.015,2064.4419,11739.3556,2404.4879,60893.5558,28373.8377,6632.9114,4382.0483,17415.42,328.5386,120.8285,897.5834,0.0,0.0,12.0829,13.2336,32.7963,3.4522,123.13,95.5121,429.22900000000004,1.7261,0.0,10208.5558,1.4499,3.7284,221.519,262.3705,150.748,184.1197,214.0391,420.5984,150.748,1627.1577,3042.0023,303.2221,623.7054,2321.1623,212.313,171.4614,64.4419,94.3613,131.7606,14.3843,6280.7825,1393.5558,29.9194,0.9990000000000001
111.8654,0.0,43.7537,1996.6077,2571.4978,1572.9170000000001,3166.8801,63.6921,3421.6484,234.3425,130.7072,43.7537,620.3053,14.3999,71.4459,173.3532,2743.1894,3394.51,12803.2123,125.7226,1451.0713,331.1987,855.1352,93338.2201,93148.9162,69346.1511,10364.6924,6924.1026,7744.401,143.9994,9980.2693,105.2304,23334.0026,16116.5399,7614.2476,4161.0301,4970.1963,236.4914,63.1382,1150.8879,1.1077,0.0,29.3537,15.5076,4.9846,1.1077,45.4152,110.215,203.8146,1.6615,0.0,8115.5374,25.4768,21.0461,291.322,183.3224,222.0915,170.584,202.1531,883.9351,66.4613,1169.1647,2718.2665,235.3837,335.6295,2157.732,100.2458,112.9842,33.2306,113.538,43.1998,8.3077,2060.2998,773.1663,566.0286,3.178
232.8865,0.4695,40.8499,1695.9737,1247.0947,875.2201,454.983,43.1976,2076.3,726.1744,86.3951,30.0505,734.3585,10.7994,16.9034,96.2554,6512.971,305.2001,1565.9115,167.1558,990.2571,67.6136,187.8155,38172.4944,43728.555,31494.3585,6332.1986,4558.751,1572.9546,496.3024,2546.3083,693.0391,16517.4316,4385.4537,1191.0788,3058.575,6573.071999999999,180.3029,66.205,1191.2196,0.0,0.0,5.1649,9.8603,35.6849,0.9391,7.9822,112.2197,63.3877,0.4695,0.4695,3341.5565,0.4695,0.0,123.0191,385.4913,63.8573,37.0936,98.6031,122.5496,111.7502,1054.5839,1366.3576,144.6179,144.6179,3142.3547,246.9773,127.245,21.1292,64.7963,18.312,99.5422,13958.9154,1269.6326,1850.4519,1.806
44.2145,0.9975,8.9772,433.5672,790.9942,538.9666,364.0768,8.6447,1251.8256,114.3234,14.6296,11.3047,168.905,3.6574,8.9772,11.3047,333.1552,70.8204,145.9632,378.3738,294.5863,49.541000000000004,86.7799,27977.6666,23792.6325,18092.4871,8433.6138,5094.7472,348.7822,742.1181,1791.7897,290.2639,22732.022,4363.7742,2993.7417,7179.4608,2932.2309999999998,75.8078,4.6549,173.2274,0.0,0.0,0.665,3.6574,19.2844,0.3325,0.0,14.6296,8.3123,0.3325,0.0,455.5116,0.0,0.665,19.2844,283.2816,39.8988,22.9418,17.2895,85.7825,27.9292,130.0037,395.3308,21.6119,46.8811,1139.0516,87.1124,17.9545,4.6549,14.2971,31.9191,1.9949,4535.4987,1945.7326,7.9798,2.198
232.519,0.0,123.8416,973.8837,1728.7279,1424.5998,3618.3656,58.1297,2339.5114,746.8324,222.4094,69.0817,909.0143,32.0135,41.2805,165.9646,533.2772,819.7136,4854.2544,235.0463,1654.5914,549.2839,470.9351,32225.7709,41536.4785,32569.6714,12121.3142,8257.7928,5969.6714,1439.7641,7069.9242,421.23,28861.8366,7927.7338,2518.096,6670.5981,15388.3741,145.7456,87.6158,690.8172,0.0,0.0,33.6984,9.2671,10.952,0.0,4.2123,98.5678,188.71099999999998,2.5274,0.0,4163.5046,0.0,1.6849,292.3336,235.8888,394.2713,115.417,144.0607,470.9351,160.9099,1721.1457,1191.2384,363.1003,303.2856,1016.2174,129.7388,172.7043,74.1365,214.8273,44.6504,42.9655,3710.1938,1359.7304,50.5476,1.234
310.4018,0.0,19.0791,993.5792,1322.3262,646.4869,1367.0886,101.2658,1574.7569,252.9664,55.0358,13.9424,463.7681,57.2372,41.0934,33.0215,7964.7771,1152.0822,2177.2152,136.4887,629.6092,190.0569,421.2071,91473.0508,86142.594,50579.4753,7484.1314,5712.7133,3521.5557,1241.607,6317.3730000000005,1033.9387,30974.867000000002,13906.1824,6334.1552,6871.3997,32089.5249,322.1427,43.2948,603.1921,0.0,0.0,9.5395,8.0719,8.8057,0.7338,5.8705,295.7256,83.6544,0.0,0.0,6040.7999,4.4029,0.7338,77.0501,1091.1759,716.9327,45.4962,55.0358,220.8769,21.2805,647.9545,2452.3941,85.12200000000001,170.24400000000003,1049.8037,164.3735,103.4673,779.3065,47.6977,259.7688,165.8411,4978.903,1689.2313,31.5538,1.298
408.9006,0.7003,18.9076,2247.1989,3072.1289,4443.2773,2175.07,133.7535,952.3810000000001,91.4776,43.4174,29.4118,989.4958,5.6022,72.1289,18.9076,4937.6751,592.437,1064.4258,7178.5714,1772.4089999999999,822.1289,919.4678,50069.2507,74555.2801,39233.9426,24990.9594,17375.9874,2935.5742,3144.2577,6905.4622,856.4426,112269.6078,23124.8459,7695.2591,11001.4006,7135.8543,117.6471,100.1401,385.8543,0.0,0.0,10.5042,16.1064,7.0028,8.4034,107.1429,217.0868,28.0112,1.4006,0.0,3348.9706,10.9244,17.0868,56.7227,514.0056,149.8599,412.465,29.4118,1616.9468,887.2549,460.7843,1579.8319,68.6275,1803.2213,1167.472,17.507,55.3221,11.2045,58.8235,23.8095,15.4062,2754.2017,1853.6415,8.4034,2.115
100.1591,0.0,8.4246,544.7908,1853.412,1254.3293,692.6893,10.2967,2214.7337,107.6945,32.7623,34.6345,198.4461,2.8082,9.3607,194.7019,11093.3258,185.3412,515.7727,247.1216,1078.3488,64.5886,234.9527,66474.7449,73621.1364,26849.7051,9243.6581,5030.4222,1228.1194,1623.1396,6577.7403,19238.0417,24897.5007,8211.4855,3280.9136,4294.6738,6236.076,248.0577,17.7853,440.8874,0.0,0.0,0.9361,2.8082,7.4885,0.0,13.1049,38.3787,14.9771,0.9361,0.0,8108.3029,0.0,0.0,44.9312,420.2939,182.533,17.7853,41.1869,201.2543,100.1591,278.0118,2224.0944,87.9903,148.8346,1465.6183,306.0938,136.6657,15.9131,160.0674,67.3968,11.2328,3644.1075,1959.1875,2502.1061,1.172
91.6817,0.0,7.9506,537.5169,1194.8605,643.4301,1048.6264,67.86399999999999,3836.4449,154.9116,33.2221,6.2469,292.1843,16.1851,29.8147,51.3949,3768.0131,2798.3247,1286.8602,219.4931,640.3038,398.9494,599.9858,49915.2069,76939.5102,31693.6977,11044.5091,6938.8798,2424.0789,757.5779,5442.1807,1314.4034,40869.7381,10372.1474,5716.0588,7644.210999999999,11971.605,92.2837,46.5678,467.9492,0.0,0.0,9.0864,6.2469,8.2345,0.0,79.222,72.9751,40.0369,0.0,1.1358,2835.8061,0.0,0.8518,136.8638,503.7268,174.3451,93.1355,49.9752,204.1599,39.753,598.85,1285.1565,50.827,119.8268,951.3225,563.0723,93.1355,124.086,56.222,234.8264,20.1604,8118.1231,2187.5488,29.8147,1.8969999999999998
150.3276,0.5284,39.1017,1368.0317,1155.6143,1105.1519,1042.2721,64.465,1987.5826,413.0304,128.4016,54.1612,1075.8256,38.3091,40.9511,26.6843,1872.391,256.8032,842.2721,337.3844,1824.5707,218.7583,507.0013,63564.0581,78392.9009,67535.7675,17423.7781,9433.0251,1801.3210000000001,1832.4967,2951.1229,990.4888,53463.9366,19621.4478,3765.5905,5165.1255,16285.0727,256.8032,41.7437,1183.0911,0.0,0.0,3.963,21.6645,2.3778,1.321,7.1334,79.7886,127.0806,1.321,2.3778,3274.4465,1.0568,0.5284,43.3289,699.0753,258.6526,121.7966,47.0277,517.8336,174.1083,444.9141,3174.6367,132.1004,424.0423,1727.3501,535.535,95.1123,52.0476,69.4848,197.358,13.4742,1207.6618,1953.7649,42.8005,2.5869999999999997
250.0702,0.5613,28.0662,1713.1631,2306.2026,1369.0710000000001,1449.3404,92.8992,2915.24,332.1471,99.6351,15.9978,1855.1782,13.4718,79.4274,94.5832,19249.7895,1715.9697,3563.2894,352.5119,1307.8585,246.1409,922.5372,119513.5869,148028.1111,79356.1156,23321.7345,17120.3087,5953.6907,5175.9753,4901.2068,31223.1266,94735.8967,26801.1619,4679.1356,5297.5021,21661.8019,363.1771,115.0716,921.9759,0.0,0.0,14.5944,33.9601,3.6486,9.8232,11.7878,251.4735,166.9941,1.9646,0.2807,8276.8734,1.1058,0.8588,152.6803,326.9717,220.8813,146.5058,127.7014,714.847,129.666,736.1774,3048.8353,206.2868,512.4895,2269.5004,481.6166,189.4471,87.286,75.4982,90.3733,35.3635,7156.3289,2586.865,137.2439,2.184
122.5749,1.1939,41.3889,1741.5183,1693.3638,788.7772,3530.7929999999997,37.8072,2306.2382,361.365,74.0225,13.530999999999999,360.5611,31.0417,43.3788,74.4205,220.0776,691.6725,1728.3852,235.9964,1456.1735,842.1053,544.4234,27624.6184,70942.7122,47061.4665,6517.1625,4973.4355,2154.6115,805.89,1882.0018,448.9106,25740.7223,6681.2616,1930.5542,6386.6282,1911.0536,72.8286,70.0428,746.9903,0.0,0.0,77.6042,15.5208,5.9696,0.7959,178.2907,155.2084,136.9018,0.0,0.0,1951.2486,0.0,0.0,287.3346,748.1843,101.0845,147.64700000000002,114.6155,775.6442,75.6144,1238.0858,623.2216,108.6459,220.8735,1884.4493,119.3911,107.054,28.6539,105.4621,398.3683,9.5513,2183.6633,726.2959,3.9797,2.265
140.0899,0.0,20.7541,1257.6963,3327.5683,1169.4915,11646.1432,22.1377,2322.7257,462.4317,41.1622,17.641,1573.504,33.5524,24.2131,79.2113,148.0457,942.9263,4662.0547,111.726,781.0446,1939.1214,702.5251,57044.5832,52893.5835,22949.3774,14279.5054,10095.1055,7814.597,477.3435,10539.6057,525.4237,52780.3528,36682.3106,4446.9042,5169.4915,3867.5199,67.4507,60.5327,503.2861,0.0,0.0,103.4244,9.6852,4.4967,0.3459,371.4978,128.3293,55.3442,0.0,0.0,2814.0886,6.6067,29.7129,886.8903,536.1467,416.4649,176.7554,347.2847,1097.5441,15.5655,974.4033,1197.8554,241.4389,171.22099999999998,1518.6129,423.037,183.3276,27.6721,61.5704,65.7212,8.6475,4177.1013,1921.4805,32.5147,1.653
115.9004,0.0,9.5785,531.2899,533.5249,825.3512,386.3346,30.0128,1544.0613,396.0473,32.567,10.2171,521.3921,4.1507,15.0064,15.0064,2129.6296,123.5632,317.3691,882.8225,967.433,104.4061,269.4764,42793.6622,30714.5051,34059.4413,7393.3589,6649.4253,2255.7471,168.9017,7638.5696,241.06,38233.0779,14511.0185,784.802,2175.2874,11868.1354,152.6181,9.5785,119.7318,0.0,0.0,0.9579,10.8557,5.4278,0.9579,3.1928,27.4585,76.6284,0.3193,1.2771,1173.3716,12.4521,1.5964,87.484,372.9246,122.2861,47.8927,22.6692,164.1124,80.1405,576.6284,1281.2899,27.7778,252.5543,1508.6303,140.4853,86.2069,5.4278,25.8621,45.977,7.3436,6152.9374,1771.0728,16.2835,1.1520000000000001
181.6624,0.0,44.5587,1556.1268,2976.0069,2858.6118,2701.7995,53.9846,1260.497,205.4327,47.1294,83.1191,1177.3779,9.4259,61.6967,23.1362,1616.1097,1172.2365,2268.2091,4701.7995,1814.036,524.4216,1214.2245,64484.9272,100823.6332,49629.6658,43455.0643,33251.8766,18533.8475,3219.3659,32678.6632,2650.3856,161444.7301,53862.4764,26472.5536,12045.4156,7144.8158,123.3933,50.556999999999995,569.8372,0.0,0.0,15.4242,11.1397,12.8535,5.9983,26.5638,47.9863,16.2811,3.4276,0.8569,4820.0514,1.7138,4.2845,43.7018,381.3196,105.3985,238.2177,11.9966,568.1234,510.7112,932.3051,1296.4867,41.1311,1102.8278,1471.9623,68.5518,63.4105,18.8518,36.8466,79.6915,28.2776,2571.551,1844.9015,49.7001,1.151
184.4658,2.3059,9.9923,691.0069,1299.7694,1230.5919,409.6849,17.6787,2499.6157,138.4166,39.9693,28.4397,1539.5849,20.7533,41.5065,33.8201,2970.0231,100.6918,235.2037,127.5942,1368.1706,58.4166,548.04,23946.9331,37472.1522,19870.661,21790.9301,13748.6549,3542.6595,1355.1115,7707.1483,1186.7794,41162.1829,13792.9516,8318.1168,3412.7594,15888.5473,260.5688,23.0592,2349.731,0.0,0.0,0.0,6.9178,6.1491,0.7686,16.9101,72.2521,33.0515,0.7686,0.0,7317.4404,0.0,0.0,40.7379,276.7102,105.3036,44.5811,16.9101,47.6556,28.4397,169.8693,1989.239,40.7379,359.7233,1625.5573,258.2629,169.8693,20.7533,135.2806,295.1576,24.5965,3094.5427,2685.6264,18.4473,0.9520000000000001
137.7192,0.0,30.6043,420.0435,1308.3322,925.7789,2163.7213,9.1813,1359.5943,355.2543,48.2017,24.4834,286.915,16.8323,11.4766,53.5575,1660.2812,446.0571,2076.4992,98.6987,905.1210000000001,293.8009,243.3039,41913.302,27059.9059,14853.396,5104.0258,3333.5692,2188.9698,88.7524,5045.1126,45.1413,15496.4681,10262.9786,892.1142,8422.2929,1804.8864,137.7192,36.7251,384.0835,0.0,0.0,45.9064,6.1209,6.886,0.0,6.1209,45.9064,74.9804,0.0,0.0,1032.1287,0.7651,2.2953,405.5065,182.8605,77.2758,41.3158,112.4707,299.9218,156.8468,608.2597,825.55,142.3098,151.4911,1104.3012,345.8282,116.2962,51.2621,91.0477,73.4502,24.4834,1680.174,1343.5271,26.0136,1.4380000000000002
112.1206,0.0,6.0286,725.2449,1621.7031,2020.1959,378.5983,67.5207,1867.0686,87.2766,12.0573,6.0286,810.8515,3.6172,51.8463,12.0573,1773.0219,95.2524,184.4763,1133.9864,1312.4341,39.789,837.9804,29744.4461,44062.3964,29506.2547,29371.6775,17419.581000000002,2586.2849,5498.1161,11606.9329,1097.2118,85445.0641,16283.9186,12435.3338,5279.2766,14911.2283,158.5531,16.2773,52.4491,0.0,0.0,0.0,14.4687,16.2773,1.2057,30.1432,135.0414,28.3346,0.0,1.2057,2747.8523,0.0,0.6029,57.272,356.2924,180.2562,168.1989,6.6315,125.3956,476.2622,329.1635,2209.4951,16.2773,1172.5697,882.1884,13.8659,25.9231,7.2344,28.3346,143.4815,27.7317,2959.4574,1796.5335,110.324,3.13
65.6227,0.7457,5.22,821.7748,2166.2938,959.7315,432.51300000000003,21.6257,2245.3393,39.135,5.9657,7.4571,392.2446,2.2371,4.4743,5.22,297.5391,60.4027,89.4855,288.5906,634.601,57.4198,170.7681,45362.2073,32695.6823,22601.1111,3868.0089,2739.0007,328.8591,724.8322,1235.645,102.9083,8750.9321,1588.3967,1232.6622,8449.6644,3427.2931,174.4966,8.9485,88.7397,0.0,0.0,0.7457,4.4743,14.1685,2.2371,7.4571,66.3684,18.6428,0.0,0.0,649.6943,0.0,0.0,44.7427,194.6309,73.8255,24.6085,17.1514,94.7054,126.0254,57.4198,828.4862,35.7942,145.4139,930.5742,551.827,49.217,15.66,13.4228,98.434,1.4914,1347.5019,1305.742,665.921,1.168
148.4594,0.0,16.8067,996.4986,1571.4286,2389.3557,1121.1485,135.1541,1177.1709,125.7283,71.4286,38.5154,889.3557,11.9048,49.7199,62.3249,2686.9748,137.9552,240.8964,2228.2913,2133.0532,163.1653,872.549,24143.4944,35946.0364,24922.3109,21157.6611,12981.6947,2380.2521,612.0448,3805.3221,719.888,53357.8431,19047.6471,3715.6863,6385.8543,16964.986,217.7871,200.2801,299.0196,0.0,0.0,0.7003,27.3109,0.7003,37.8151,103.6415,208.6835,35.7143,4.902,0.0,3288.5154,1.6176,2.5839999999999996,46.2185,390.7563,120.4482,266.8067,35.7143,271.7087,969.1877,214.2857,1911.7647,39.2157,1470.5882,808.0672,7.0028,67.2269,6.3025,42.7171,53.2213,64.4258,3282.2129,1820.7283,2.8011,0.54
165.49099999999999,0.0,32.013000000000005,757.4607,1013.5648,1004.3407,754.7477,143.7873,2347.2599,234.4113,93.8687,15.1926,604.4493,30.3852,25.5019,59.1427,338.5784,371.6766,1352.6858,215.9523,1207.8133,121.541,426.4786,12168.1063,17921.2642,13505.2143,6373.847,3773.7385,1897.4498,418.8823,1010.8519,143.7873,14326.0988,4256.6413,871.4053,3282.6913,7497.0157,94.4113,35.8112,363.5377,0.5426,0.0,8.6815,8.1389,13.0222,0.0,20.076,146.5003,149.2132,0.0,0.0,3884.4493,2.4362,8.9582,91.6983,335.8654,97.1243,117.7428,39.6093,243.0819,161.1503,1020.6186,1163.3207,125.3391,412.3711,645.3228,27.1297,67.2816,32.5556,174.7151,228.4319,73.7927,2801.9533,898.535,31.4704,1.429
225.5909,0.652,14.3439,1264.8737,2421.5159,2381.7441,1056.2347,316.8704,991.687,93.1508,44.3358,47.5958,608.965,1.304,37.1638,18.2559,3615.9739,52.1597,296.0065,5343.1133,2394.132,126.4874,614.8329,24221.6593,34785.5648,27519.8957,16647.4328,9283.1296,11677.9136,480.5216,9650.2037,46.2918,41769.5192,23443.7685,12864.9193,5342.4613,6042.0538,185.8191,70.4156,1244.0098,0.0,0.0,0.0,7.172000000000001,3.912,0.652,95.8435,205.37900000000002,47.5958,1.956,0.0,3603.586,2.6210000000000004,9.1149,37.8158,287.5306,137.5713,289.4866,25.4279,527.4654,1031.4588,200.16299999999998,1373.1051,31.2958,1657.3757,883.6838,6.52,20.2119,3.26,42.3798,56.7237,11.0839,3438.6308,1370.4971,9.78,1.9580000000000002
214.3585,0.0,91.6497,1511.2016,2465.3768,1591.6497,2170.5703,68.7373,2664.9695,739.165,171.0794,75.3564,667.0061,17.3116,90.6314,124.2363,2951.6293,832.4847,1224.5418,476.0692,1718.9409,342.1589,903.2587,53132.8462,68885.5804,42099.1446,18177.2454,12241.2882,23767.8208,1302.9532,16898.6762,2317.2098,56168.0244,33355.9725,18363.554,4148.6762,13887.4745,250.0,146.1303,1278.0041,0.0,0.0,5.6008,8.1466,3.5642,0.0,17.8208,73.8289,323.8289,0.0,0.0,6389.9796,2.5458,2.0367,289.2057,228.1059,186.8635,159.8778,127.8004,438.9002,378.3096,1029.5316,1938.9002,290.224,832.9939,1177.7342,126.2729,137.4745,43.278999999999996,169.0428,87.5764,37.6782,1181.2627,1483.7067,42.2607,179.30900000000003
351.2915,1.476,17.7122,2302.583,2999.262,2615.4982,1274.5387,164.5756,1008.1181,39.6753,25.8303,47.2325,1202.214,5.9041,98.155,38.3764,3325.4613,1401.476,2469.3727,3322.5092,1298.893,439.8524,1107.0111,38738.6125,70852.9373,49243.7417,19738.7454,14646.4945,2259.7786,2988.1919,3446.4945,1356.4576,112096.6642,9394.1255,3404.428,9225.0923,7673.8007,134.3173,136.5314,811.0701,0.0,0.0,19.9262,12.5461,15.4982,3.69,25.0923,106.2731,26.5683,0.738,0.0,3959.4096,21.8672,3.2251,64.2066,357.1956,139.4834,535.0554,19.9262,964.5756,761.6236,519.5572,1464.9446,31.7343,1746.1255,1493.9852,19.1882,80.4428,3.69,36.1624,59.7786,33.9483,3150.5535,1572.6937,53.8745,190.852
115.4791,0.4914,27.026999999999997,987.2236,1883.0467,829.4839999999999,1159.2138,847.1744,3809.3366,229.5627,96.8059,43.2432,614.2506,143.9803,61.4251,63.3907,6696.8059,675.6757,1849.14,667.3219,1200.0,273.7101,823.0958,32516.9337,47004.9828,21809.2678,11700.4079,6520.7224,1365.1106,1772.4816,1866.8305,674.2015,36860.9337,4193.2727,1362.4767,3584.7666,6948.8943,218.6732,82.0639,381.3268,0.0,0.0,20.6388,12.285,27.5184,1.4742,13.7592,95.8231,212.7764,0.4914,0.0,5138.7174,6.0442,1.3268,140.5405,140.5405,301.7199,214.2506,94.8403,332.1867,212.7764,1203.9312,1750.86,214.2506,659.9509,722.6093,47.1744,40.7862,168.05900000000003,137.5921,159.2138,8.8452,2309.5823,908.1081,220.1474,152.313
566.39,0.0,11.4108,1615.1452,2654.5643,3356.8465,1682.5726,119.2946,1300.8299,33.1017,21.7842,47.7178,1179.4606,6.2241,32.1577,0.0,8630.7054,188.7967,382.7801,5120.332,1426.3485,316.39,686.722,47255.9855,55441.6598,38041.7427,21033.195,14356.8465,5806.0166,266.5975,11758.2988,478.2158,44871.3693,29579.1598,20180.4979,5659.751,11526.971000000001,134.8548,68.4647,1750.0,0.0,0.0,3.112,4.1494,15.5602,1.0373,50.8299,190.8714,16.5975,0.0,0.0,7343.361,22.666,6.3797,38.3817,190.8714,228.2158,260.3734,15.5602,2177.3859,604.7718,313.278,2072.6141,60.166000000000004,736.5145,1382.8734,13.4855,81.9502,6.2241,34.2324,86.0996,12.4481,4158.7137,1752.0747,15.5602,189.71400000000003
276.4436,0.7333,24.198,944.4546,1011.1824,719.3401,2654.4455,334.3721,3385.5179,198.4895,37.3969,16.132,524.2896,59.3951,57.9285,79.9267,5711.4574,1279.56,3268.9276,98.9918,813.9322,330.7058,621.8148,51658.7131,25187.2557,18336.1173,5808.2493,4942.9881,3279.1934,262.5115,4713.4739,388.6343,16898.2585,10414.6801,5195.8863,6744.6379,42446.1962,134.9221,69.6609,619.615,0.0,0.0,44.7296,8.066,8.066,0.0,13.9322,156.9203,136.3886,0.0,0.0,3364.9863,3.2191,1.1806,479.56,112.1907,387.901,107.791,188.451,669.4775,38.1302,1445.2796,3271.8607,332.9056,279.3767,919.0247,476.6269,94.5921,145.1879,137.1219,236.8469,27.8643,16909.9908,916.5903,8.7993,0.47
111.8343,0.0,17.7515,775.1479,2288.7574,466.2722,2890.5325,208.28400000000002,2394.0828,147.7101,40.2367,8.283999999999999,2273.9645,45.5621,30.1775,68.0473,1810.6509,2600.0,6368.0473,9.4675,582.2485,397.6331,416.56800000000004,47972.7811,62936.8166,41492.7692,7751.4793,4502.9586,5008.284000000001,139.645,6141.4201,487.574,20358.5799,12539.9467,5895.2663,5113.0178,7046.7456,268.0473,53.2544,16968.0473,0.0,0.0,80.4734,4.7337,7.1006,2.9586,6.5089,112.426,53.8462,1.1834,0.0,3699.8343,0.7988,3.3432,231.3609,311.2426,523.0769,233.7278,57.3964,339.645,13.0178,551.4793,1357.9882,165.0888,170.4142,1156.1657,398.2249,49.7041,109.4675,89.9408,123.0769,75.7396,1927.2189,1264.497,176.9231,642.561
150.2074,0.6561,25.5862,741.0159,989.3333,809.5738,858.7781,83.3192,1734.9417,328.1825,92.50399999999999,44.9399,823.6791,105.6251,35.4271,81.679,1675.2405,242.7409,755.4492,58.7171,1052.6395,98.4085,264.7188,48724.6506,76773.0938,44573.7576,8805.5916,6428.6985,2705.9054,1160.2361,6974.5376,767.9142,27382.162,15627.2549,11401.473,2842.3652,6415.2494,183.3678,45.5959,2550.748,0.0,0.0,3.9363,3.6083,3.9363,0.32799999999999996,14.1052,45.2679,79.0548,2.2962,0.0,3204.6495,1.2334,0.4068,78.7268,353.2865,257.8302,55.4368,99.7206,119.0743,35.7551,286.3687,1234.3705,139.084,116.45,1785.8418,261.4386,177.7913,143.0203,31.8187,222.0752,27.5544,6384.4147,1504.3378,162.702,395.68199999999996
