Signature.1,Signature.10,Signature.11,Signature.12,Signature.13,Signature.14,Signature.15,Signature.16,Signature.17,Signature.18,Signature.19,Signature.2,Signature.20,Signature.21,Signature.22,Signature.23,Signature.24,Signature.25,Signature.26,Signature.27,Signature.28,Signature.29,Signature.3,Signature.30,Signature.4,Signature.5,Signature.6,Signature.7,Signature.8,Signature.9,Virus_HPV
0.11966219638043199,0.0807433676496185,0.0,0.0,0.43485644210704794,0.0,0.0,0.0,0.0,0.0,0.0,0.299765499592108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188680276322985,0.0,0.0,0.0,0.0,0.0378779136952215,0.0,0.0,6.69
0.44593338090320295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195811469881494,0.0,0.0,0.0,0.0,0.0,0.102911271651181,0.15749193536530498,0.0,0.0,0.20997739404339,0.0,0.0641048710487723,0.0,0.0,10.715
0.20205972551223103,0.0471033612862782,0.0,0.0,0.0760111422374696,0.0,0.0,0.0,0.0,0.101421474433388,0.0896904802550642,0.0874438851911431,0.0,0.0283521394317328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344533767106186,0.023384024546507006,0.0,0.0,5.459
0.369804563866505,0.138621383143474,0.0,0.0,0.0,0.0,0.114218933641199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19073907303180102,0.0,0.0,0.0,0.0,0.18661604631702103,0.0,0.0,0.0,6.812
0.0672022926782582,0.0,0.0,0.0,0.244362330620528,0.0,0.0177654917976033,0.0,0.0,0.0,0.0,0.373311206896445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433093187614365,0.0,0.0,0.0,0.0,0.25404935924572897,0.0,0.0,12.435
0.34907758478745604,0.0,0.0,0.0,0.0,0.135022513356957,0.0,0.0,0.0,0.0230770508902201,0.0,0.0,0.0,0.0,0.0,0.0,0.265053082614091,0.0,0.0,0.0,0.0,0.19502148095733898,0.0,0.0,0.0,0.0,0.0,0.0327482873939368,0.0,0.0,14.742
0.7672283621062149,0.0,0.0,0.0,0.0,0.0,0.0,0.16260703628165898,0.0,0.0,0.0,0.0140839180532417,0.0,0.0,0.0560806835588835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.587
0.11961322186668198,0.0,0.0257289995070233,0.0,0.0,0.0,0.0296509909859026,0.103778627877854,0.0,0.0,0.0,0.0952980728377416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11151666272608399,0.32524087416062897,0.0,0.18917255003808398,0.0,0.0,7.393
0.0,0.0157666030464799,0.0,0.0,0.0,0.0,0.0771392665771974,0.0,0.0114262814351467,0.0,0.0,0.597600837574605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192983828887649,0.105083182478922,0.0,0.0,5.02
0.6504954964888361,0.0,0.0,0.0,0.0686893066378223,0.0,0.0,0.16668234656933897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114132850304002,0.0,0.0,20.781999999999996
