B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils,Neoantigen_num,numberOfBindingExpressedPMHC,Treg_cluster
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.057999999999999996,0.0,0.031,0.08900000000000001,0.0,0.136,0.0,0.08800000000000001,0.028999999999999998,0.0,0.0,0.081,0.027999999999999997,0.03,0.095,0.259,0.0,0.038,0.04,0.0,0.0,0.0,5.0,5.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.011000000000000001,0.026000000000000002,0.0,0.0,0.0,0.044000000000000004,0.0,0.023,0.039,0.0,0.016,0.004,0.022000000000000002,0.228,0.002,0.498,0.0,0.0,0.087,0.0,0.0,0.0,5.0,198.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.005,0.006999999999999999,0.023,0.077,0.0,0.038,0.003,0.054000000000000006,0.0,0.0,0.0,0.0,0.043,0.07400000000000001,0.062,0.509,0.0,0.0,0.055,0.0,0.0,0.051,20.0,221.0,0
0.085,0.0,0.289,0.129,0.0,0.011000000000000001,0.018000000000000002,0.064,0.039,0.0,0.0,0.033,0.0,0.040999999999999995,0.106,0.133,0.027000000000000003,0.0,0.026000000000000002,0.0,0.0,0.0,48.0,181.0,0
0.128,0.0,0.051,0.11800000000000001,0.0,0.10400000000000001,0.0,0.10400000000000001,0.055,0.0,0.0,0.025,0.011000000000000001,0.062,0.128,0.163,0.016,0.0,0.035,0.0,0.0,0.0,10.0,201.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.099,0.0,0.121,0.09699999999999999,0.0,0.068,0.0,0.077,0.0,0.0,0.02,0.019,0.033,0.11699999999999999,0.042,0.23,0.0,0.001,0.0,0.052000000000000005,0.0,0.025,9.0,198.0,1
0.049,0.0,0.08,0.168,0.0,0.052000000000000005,0.025,0.114,0.013999999999999999,0.0,0.032,0.012,0.019,0.095,0.083,0.218,0.001,0.012,0.0,0.009000000000000001,0.0,0.018000000000000002,2.0,417.0,0
0.045,0.033,0.061,0.11800000000000001,0.0,0.0,0.0,0.105,0.043,0.0,0.048,0.0,0.071,0.024,0.043,0.284,0.0,0.038,0.065,0.0,0.0,0.023,44.0,189.0,0
0.027999999999999997,0.018000000000000002,0.1,0.18600000000000003,0.0,0.0,0.071,0.098,0.0,0.0,0.08900000000000001,0.0,0.008,0.006,0.10300000000000001,0.198,0.0,0.06,0.02,0.013000000000000001,0.0,0.002,5.0,21.0,0
0.073,0.0,0.05,0.159,0.0,0.154,0.001,0.091,0.0,0.0,0.0,0.047,0.011000000000000001,0.046,0.12300000000000001,0.191,0.032,0.0,0.021,0.0,0.0,0.0,0.0,369.0,0
0.057999999999999996,0.0,0.039,0.163,0.0,0.0,0.062,0.07,0.0,0.0,0.0,0.091,0.02,0.021,0.135,0.309,0.006999999999999999,0.0,0.024,0.0,0.0,0.0,64.0,424.0,0
0.013999999999999999,0.0,0.10300000000000001,0.128,0.0,0.099,0.0,0.057,0.0,0.0,0.052000000000000005,0.021,0.043,0.013000000000000001,0.021,0.163,0.038,0.057,0.19,0.0,0.0,0.0,18.0,197.0,1
0.08800000000000001,0.0,0.161,0.009000000000000001,0.0,0.08800000000000001,0.0,0.08900000000000001,0.0,0.0,0.022000000000000002,0.001,0.019,0.086,0.063,0.34,0.0,0.022000000000000002,0.0,0.0,0.0,0.011000000000000001,5.0,53.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.0,0.012,0.109,0.065,0.0,0.161,0.0,0.055,0.053,0.0,0.0,0.064,0.042,0.064,0.039,0.315,0.0,0.0,0.0,0.015,0.0,0.004,5.0,87.0,0
0.046,0.039,0.133,0.08199999999999999,0.0,0.033,0.0,0.095,0.062,0.0,0.0,0.11,0.017,0.076,0.129,0.141,0.0,0.027000000000000003,0.0,0.008,0.0,0.002,5.0,191.0,0
0.121,0.0,0.044000000000000004,0.053,0.0,0.22899999999999998,0.0,0.068,0.044000000000000004,0.0,0.012,0.036000000000000004,0.015,0.04,0.073,0.253,0.004,0.0,0.008,0.0,0.0,0.0,5.0,109.0,0
0.052000000000000005,0.0,0.005,0.071,0.0,0.247,0.0,0.068,0.057999999999999996,0.0,0.0,0.052000000000000005,0.033,0.0,0.125,0.289,0.0,0.0,0.001,0.0,0.0,0.0,5.0,30.0,0
0.0,0.17,0.028999999999999998,0.069,0.0,0.063,0.0,0.11900000000000001,0.0,0.0,0.0,0.109,0.065,0.015,0.023,0.245,0.0,0.073,0.0,0.0,0.0,0.021,5.0,112.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.008,0.08199999999999999,0.0,0.028999999999999998,0.0,0.159,0.0,0.071,0.034,0.0,0.0,0.038,0.0,0.374,0.046,0.147,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,5.0,173.0,1
0.122,0.0,0.096,0.069,0.0,0.031,0.0,0.11,0.018000000000000002,0.0,0.0,0.061,0.0,0.062,0.055,0.248,0.0,0.095,0.033,0.0,0.0,0.0,5.0,73.0,1
0.044000000000000004,0.0,0.03,0.034,0.0,0.162,0.0,0.028999999999999998,0.0,0.0,0.0,0.055,0.023,0.0,0.021,0.428,0.0,0.0,0.175,0.0,0.0,0.0,2.0,119.0,1
0.006999999999999999,0.027000000000000003,0.0,0.188,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.032,0.052000000000000005,0.084,0.066,0.091,0.006,0.0,0.16399999999999998,0.0,0.0,0.003,17.0,134.0,1
0.002,0.021,0.096,0.168,0.0,0.043,0.0,0.11,0.06,0.0,0.0,0.059000000000000004,0.023,0.06,0.098,0.225,0.017,0.0,0.009000000000000001,0.0,0.0,0.006999999999999999,1.0,64.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,6.0,0
0.0,0.012,0.002,0.297,0.193,0.0,0.0,0.264,0.043,0.0,0.0,0.017,0.015,0.005,0.016,0.005,0.11599999999999999,0.0,0.015,0.0,0.0,0.0,2.0,8.0,0
0.033,0.0,0.036000000000000004,0.13,0.0,0.159,0.0,0.102,0.02,0.006,0.0,0.049,0.0,0.0,0.09699999999999999,0.228,0.009000000000000001,0.0,0.12300000000000001,0.0,0.0,0.009000000000000001,1.0,251.0,0
0.0,0.07400000000000001,0.1,0.19,0.0,0.0,0.0,0.132,0.0,0.0,0.006999999999999999,0.0,0.034,0.1,0.006,0.184,0.0,0.013000000000000001,0.0,0.139,0.013999999999999999,0.009000000000000001,15.0,208.0,1
0.263,0.0,0.311,0.045,0.0,0.07,0.051,0.084,0.0,0.0,0.012,0.0,0.006,0.022000000000000002,0.0,0.09,0.004,0.006999999999999999,0.0,0.034,0.0,0.0,3.0,30.0,1
0.057999999999999996,0.0,0.047,0.145,0.0,0.047,0.023,0.132,0.01,0.0,0.0,0.021,0.005,0.10099999999999999,0.11900000000000001,0.271,0.006999999999999999,0.0,0.013999999999999999,0.0,0.0,0.0,521.0,2001.0,0
0.002,0.079,0.002,0.185,0.0,0.172,0.0,0.07400000000000001,0.025,0.0,0.0,0.0,0.039,0.031,0.013999999999999999,0.128,0.006,0.028999999999999998,0.0,0.204,0.013000000000000001,0.0,7.0,193.0,0
0.038,0.01,0.152,0.076,0.0,0.172,0.0,0.10300000000000001,0.0,0.0,0.063,0.0,0.012,0.09300000000000001,0.017,0.20800000000000002,0.002,0.004,0.0,0.05,0.0,0.0,8.0,236.0,1
0.0,0.099,0.051,0.08199999999999999,0.0,0.002,0.0,0.06,0.036000000000000004,0.0,0.0,0.044000000000000004,0.0,0.154,0.024,0.308,0.003,0.027000000000000003,0.073,0.0,0.0,0.036000000000000004,18.0,156.0,1
0.008,0.0,0.129,0.282,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.054000000000000006,0.024,0.04,0.032,0.195,0.001,0.005,0.16899999999999998,0.0,0.005,0.006,5.0,184.0,1
0.0,0.036000000000000004,0.0,0.055999999999999994,0.0,0.14300000000000002,0.0,0.003,0.001,0.0,0.033,0.12300000000000001,0.11,0.0,0.003,0.364,0.002,0.0,0.114,0.0,0.0,0.013999999999999999,15.0,73.0,1
0.0,0.02,0.077,0.141,0.0,0.0,0.0,0.073,0.0,0.0,0.047,0.033,0.027000000000000003,0.034,0.02,0.512,0.0,0.0,0.015,0.0,0.0,0.0,15.0,37.0,0
0.002,0.027999999999999997,0.004,0.141,0.0,0.035,0.0,0.0,0.027999999999999997,0.001,0.0,0.005,0.02,0.0,0.006999999999999999,0.674,0.0,0.0,0.052000000000000005,0.0,0.0,0.002,28.0,93.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,57.0,151.0,1
0.0,0.03,0.0,0.084,0.0,0.068,0.0,0.0,0.002,0.019,0.0,0.036000000000000004,0.013000000000000001,0.0,0.0,0.684,0.0,0.0,0.063,0.0,0.0,0.0,17.0,42.0,1
0.005,0.016,0.0,0.09300000000000001,0.0,0.07400000000000001,0.0,0.005,0.021,0.0,0.0,0.02,0.042,0.0,0.0,0.632,0.0,0.0,0.09300000000000001,0.0,0.0,0.0,57.0,106.0,1
0.022000000000000002,0.004,0.0,0.069,0.0,0.102,0.0,0.018000000000000002,0.046,0.0,0.047,0.0,0.061,0.163,0.002,0.361,0.0,0.0,0.105,0.0,0.0,0.0,18.0,110.0,1
0.0,0.141,0.0,0.127,0.0,0.035,0.0,0.0,0.003,0.0,0.0,0.025,0.149,0.0,0.027999999999999997,0.368,0.0,0.057999999999999996,0.044000000000000004,0.0,0.022000000000000002,0.0,8.0,101.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.0,0.061,0.018000000000000002,0.109,0.0,0.083,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.032,0.0,0.004,0.637,0.0,0.0,0.046,0.0,0.0,0.0,8.0,45.0,0
0.0,0.053,0.011000000000000001,0.04,0.0,0.18,0.0,0.02,0.018000000000000002,0.0,0.0,0.036000000000000004,0.027000000000000003,0.0,0.0,0.467,0.0,0.0,0.14,0.0,0.0,0.008,13.0,22.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,10.0,82.0,0
0.004,0.034,0.0,0.028999999999999998,0.0,0.159,0.0,0.0,0.006,0.0,0.0,0.11599999999999999,0.033,0.0,0.001,0.493,0.0,0.0,0.114,0.0,0.0,0.011000000000000001,20.0,58.0,1
0.0,0.018000000000000002,0.064,0.076,0.0,0.042,0.0,0.032,0.0,0.0,0.0,0.028999999999999998,0.003,0.095,0.0,0.599,0.0,0.0,0.043,0.0,0.0,0.0,25.0,124.0,1
0.006,0.019,0.008,0.057,0.0,0.027999999999999997,0.0,0.009000000000000001,0.02,0.0,0.042,0.015,0.11800000000000001,0.027999999999999997,0.003,0.484,0.0,0.0,0.162,0.0,0.0,0.0,0.0,15.0,1
0.005,0.0,0.005,0.193,0.0,0.045,0.0,0.045,0.013999999999999999,0.0,0.013000000000000001,0.068,0.026000000000000002,0.0,0.105,0.353,0.0,0.0,0.128,0.0,0.0,0.0,1.0,32.0,1
0.040999999999999995,0.0,0.033,0.068,0.0,0.258,0.0,0.0,0.018000000000000002,0.0,0.0,0.055,0.038,0.052000000000000005,0.021,0.34600000000000003,0.004,0.0,0.064,0.0,0.0,0.0,5.0,10.0,0
0.14,0.0,0.031,0.11900000000000001,0.0,0.145,0.0,0.004,0.003,0.0,0.0,0.033,0.08199999999999999,0.004,0.08199999999999999,0.327,0.006999999999999999,0.0,0.0,0.025,0.0,0.0,13.0,87.0,1
0.0,0.16,0.027000000000000003,0.106,0.0,0.0,0.0,0.198,0.0,0.0,0.068,0.043,0.021,0.258,0.024,0.09,0.0,0.002,0.0,0.003,0.0,0.0,5.0,35.0,1
0.0,0.07,0.023,0.066,0.136,0.0,0.0,0.003,0.042,0.0,0.027000000000000003,0.0,0.0,0.28300000000000003,0.011000000000000001,0.303,0.006999999999999999,0.0,0.03,0.0,0.0,0.0,0.0,56.0,1
0.0,0.068,0.01,0.295,0.015,0.0,0.034,0.044000000000000004,0.114,0.0,0.0,0.105,0.025,0.016,0.06,0.16,0.019,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,46.0,0
0.0,0.022000000000000002,0.006999999999999999,0.262,0.11800000000000001,0.0,0.0,0.24,0.12,0.0,0.0,0.076,0.0,0.0,0.021,0.006999999999999999,0.091,0.0,0.027000000000000003,0.0,0.0,0.006999999999999999,6.0,15.0,0
0.0,0.018000000000000002,0.001,0.32,0.111,0.0,0.0,0.22399999999999998,0.107,0.0,0.0,0.03,0.017,0.009000000000000001,0.008,0.03,0.107,0.0,0.018000000000000002,0.0,0.0,0.0,4.0,13.0,0
0.0,0.035,0.036000000000000004,0.40399999999999997,0.004,0.0,0.0,0.195,0.139,0.0,0.025,0.01,0.024,0.006,0.013000000000000001,0.009000000000000001,0.094,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,19.0,0
0.004,0.0,0.0,0.0,0.0,0.264,0.0,0.128,0.008,0.0,0.01,0.027000000000000003,0.0,0.43,0.0,0.051,0.0,0.008,0.069,0.0,0.0,0.0,5.0,65.0,1
0.013000000000000001,0.035,0.077,0.267,0.0,0.094,0.008,0.069,0.016,0.0,0.043,0.013000000000000001,0.055,0.015,0.071,0.179,0.004,0.005,0.032,0.0,0.003,0.0,13.0,179.0,0
0.077,0.081,0.17600000000000002,0.084,0.0,0.233,0.0,0.066,0.015,0.0,0.0,0.015,0.024,0.026000000000000002,0.03,0.109,0.0,0.011000000000000001,0.054000000000000006,0.0,0.0,0.0,5.0,14.0,0
0.040999999999999995,0.0,0.009000000000000001,0.231,0.0,0.107,0.032,0.034,0.034,0.0,0.015,0.0,0.055,0.03,0.025,0.293,0.034,0.013000000000000001,0.018000000000000002,0.001,0.0,0.026000000000000002,125.0,2069.0,0
0.0,0.057,0.139,0.048,0.0,0.213,0.0,0.0,0.0,0.0,0.07400000000000001,0.0,0.002,0.23,0.009000000000000001,0.09,0.0,0.065,0.0,0.068,0.0,0.004,30.0,352.0,1
0.107,0.0,0.08900000000000001,0.045,0.0,0.187,0.051,0.0,0.0,0.0,0.037000000000000005,0.0,0.011000000000000001,0.08199999999999999,0.048,0.301,0.0,0.0,0.011000000000000001,0.013999999999999999,0.002,0.016,15.0,225.0,0
0.011000000000000001,0.01,0.001,0.122,0.0,0.078,0.033,0.068,0.016,0.0,0.061,0.0,0.036000000000000004,0.042,0.092,0.34,0.011000000000000001,0.0,0.07400000000000001,0.0,0.0,0.005,5.0,8.0,0
0.111,0.0,0.081,0.023,0.0,0.13,0.0,0.024,0.012,0.0,0.084,0.0,0.016,0.08900000000000001,0.002,0.23600000000000002,0.0,0.035,0.0,0.081,0.0,0.075,1.0,110.0,0
0.01,0.0,0.005,0.035,0.040999999999999995,0.196,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.20800000000000002,0.0,0.379,0.0,0.027999999999999997,0.0,0.075,0.0,0.016,35.0,157.0,1
0.057999999999999996,0.0,0.106,0.083,0.0,0.066,0.005,0.03,0.023,0.0,0.0,0.01,0.0,0.248,0.028999999999999998,0.326,0.0,0.0,0.013999999999999999,0.0,0.0,0.002,16.0,221.0,0
0.11599999999999999,0.0,0.07200000000000001,0.08,0.0,0.11599999999999999,0.0,0.016,0.037000000000000005,0.0,0.017,0.0,0.01,0.13699999999999998,0.062,0.267,0.027000000000000003,0.005,0.036000000000000004,0.0,0.0,0.002,9.0,172.0,0
0.067,0.0,0.192,0.212,0.0,0.023,0.017,0.08800000000000001,0.022000000000000002,0.0,0.0,0.048,0.012,0.006,0.067,0.147,0.002,0.02,0.077,0.0,0.0,0.0,6.0,170.0,0
0.07,0.0,0.068,0.09,0.0,0.14300000000000002,0.013999999999999999,0.005,0.0,0.0,0.045,0.0,0.013000000000000001,0.165,0.036000000000000004,0.331,0.0,0.0,0.009000000000000001,0.009000000000000001,0.0,0.002,3.0,198.0,0
0.0,0.08900000000000001,0.049,0.098,0.0,0.0,0.031,0.131,0.021,0.0,0.028999999999999998,0.018000000000000002,0.045,0.001,0.085,0.315,0.0,0.038,0.049,0.0,0.0,0.0,7.0,476.0,0
0.053,0.0,0.10099999999999999,0.131,0.0,0.059000000000000004,0.0,0.055,0.008,0.0,0.0,0.045,0.027999999999999997,0.028999999999999998,0.021,0.332,0.024,0.051,0.044000000000000004,0.0,0.0,0.018000000000000002,3.0,10.0,1
0.064,0.0,0.057,0.09,0.0,0.156,0.0,0.027000000000000003,0.003,0.0,0.032,0.0,0.052000000000000005,0.065,0.065,0.36700000000000005,0.0,0.0,0.016,0.0,0.0,0.005,10.0,120.0,0
0.125,0.0,0.168,0.1,0.0,0.011000000000000001,0.037000000000000005,0.046,0.045,0.008,0.0,0.0,0.0,0.18600000000000003,0.065,0.14400000000000002,0.015,0.0,0.038,0.0,0.0,0.012,19.0,377.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,6.0,168.0,0
0.038,0.0,0.091,0.092,0.0,0.065,0.0,0.073,0.0,0.0,0.016,0.0,0.002,0.071,0.075,0.43,0.01,0.01,0.0,0.013000000000000001,0.0,0.015,18.0,188.0,1
0.013000000000000001,0.0,0.07,0.212,0.0,0.106,0.028999999999999998,0.061,0.0,0.0,0.046,0.064,0.035,0.0,0.067,0.214,0.035,0.011000000000000001,0.033,0.003,0.0,0.001,20.0,271.0,0
0.0,0.0,0.004,0.01,0.0,0.121,0.0,0.013999999999999999,0.0,0.0,0.025,0.0,0.006999999999999999,0.265,0.0,0.374,0.0,0.068,0.0,0.043,0.0,0.067,19.0,302.0,1
0.087,0.0,0.065,0.14300000000000002,0.0,0.171,0.016,0.066,0.0,0.0,0.021,0.003,0.051,0.033,0.064,0.212,0.013999999999999999,0.013000000000000001,0.009000000000000001,0.006999999999999999,0.0,0.025,18.0,182.0,0
0.06,0.032,0.076,0.214,0.0,0.12,0.0,0.13,0.0,0.0,0.0,0.032,0.028999999999999998,0.04,0.131,0.122,0.001,0.002,0.01,0.0,0.0,0.0,13.0,352.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.0,0.052000000000000005,0.0,0.0,0.0,0.01,0.0,0.086,0.012,0.071,0.0,0.051,0.023,0.37,0.054000000000000006,0.243,0.006,0.0,0.0,0.023,0.0,0.0,5.0,35.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,104.0,1
0.057999999999999996,0.005,0.042,0.039,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.039,0.073,0.0,0.064,0.365,0.0,0.161,0.0,0.043,0.0,0.026000000000000002,5.0,83.0,1
0.012,0.04,0.039,0.145,0.0,0.109,0.0,0.105,0.048,0.0,0.003,0.013999999999999999,0.034,0.048,0.147,0.23800000000000002,0.003,0.0,0.0,0.016,0.0,0.0,5.0,384.0,0
0.078,0.0,0.079,0.055999999999999994,0.0,0.141,0.001,0.078,0.046,0.0,0.008,0.0,0.013999999999999999,0.067,0.077,0.35200000000000004,0.0,0.0,0.0,0.004,0.0,0.0,5.0,61.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.024,0.0,0.013999999999999999,0.11800000000000001,0.0,0.21100000000000002,0.0,0.061,0.10300000000000001,0.0,0.0,0.063,0.038,0.013000000000000001,0.062,0.28600000000000003,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,5.0,167.0,0
0.002,0.003,0.0,0.0,0.027999999999999997,0.061,0.0,0.067,0.0,0.013000000000000001,0.0,0.022000000000000002,0.034,0.21600000000000003,0.025,0.377,0.0,0.015,0.0,0.13699999999999998,0.0,0.0,5.0,126.0,1
0.071,0.0,0.062,0.223,0.0,0.066,0.006999999999999999,0.067,0.10099999999999999,0.0,0.0,0.08199999999999999,0.028999999999999998,0.0,0.102,0.174,0.016,0.0,0.0,0.0,0.0,0.0,5.0,59.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.004,0.031,0.015,0.077,0.0,0.076,0.0,0.078,0.016,0.024,0.0,0.158,0.064,0.06,0.099,0.175,0.005,0.0,0.0,0.10400000000000001,0.012,0.0,5.0,83.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.0,0.057,0.008,0.043,0.0,0.08,0.0,0.035,0.037000000000000005,0.015,0.0,0.10099999999999999,0.0,0.193,0.063,0.262,0.024,0.0,0.0,0.065,0.0,0.016,5.0,56.0,0
0.0,0.028999999999999998,0.0,0.06,0.0,0.19699999999999998,0.0,0.036000000000000004,0.131,0.0,0.0,0.028999999999999998,0.027000000000000003,0.053,0.037000000000000005,0.389,0.0,0.0,0.013999999999999999,0.0,0.0,0.0,5.0,45.0,0
0.01,0.002,0.0,0.006999999999999999,0.0,0.087,0.0,0.022000000000000002,0.013999999999999999,0.0,0.0,0.028999999999999998,0.067,0.26899999999999996,0.023,0.46299999999999997,0.0,0.0,0.0,0.001,0.0,0.006,5.0,268.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.008,0.027999999999999997,0.0,0.158,0.0,0.133,0.0,0.023,0.122,0.0,0.0,0.161,0.051,0.032,0.109,0.11699999999999999,0.022000000000000002,0.0,0.036000000000000004,0.0,0.0,0.0,5.0,52.0,0
0.009000000000000001,0.013000000000000001,0.002,0.099,0.0,0.122,0.0,0.015,0.022000000000000002,0.0,0.0,0.042,0.081,0.27399999999999997,0.036000000000000004,0.265,0.005,0.0,0.015,0.0,0.0,0.0,5.0,90.0,0
