B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils,Neoantigen_num,numberOfBindingExpressedPMHC,Treg_cluster
0.11699999999999999,0.0,0.027000000000000003,0.061,0.0,0.226,0.0,0.040999999999999995,0.0,0.0,0.0,0.013999999999999999,0.01,0.0,0.096,0.251,0.07400000000000001,0.0,0.084,0.0,0.0,0.0,5.0,264.0,0
0.07400000000000001,0.0,0.17800000000000002,0.086,0.0,0.099,0.0,0.02,0.027999999999999997,0.0,0.0,0.021,0.001,0.07,0.049,0.299,0.017,0.0,0.045,0.0,0.0,0.012,0.0,94.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.012,0.006,0.076,0.102,0.0,0.1,0.0,0.032,0.006999999999999999,0.0,0.0,0.0,0.031,0.11199999999999999,0.04,0.249,0.0,0.0,0.233,0.0,0.0,0.0,3.0,42.0,1
0.069,0.01,0.063,0.145,0.0,0.09,0.0,0.142,0.003,0.0,0.053,0.006,0.03,0.0,0.045,0.18100000000000002,0.0,0.0,0.158,0.003,0.0,0.0,5.0,48.0,0
0.0,0.022000000000000002,0.049,0.222,0.0,0.218,0.0,0.069,0.033,0.0,0.006,0.016,0.008,0.08199999999999999,0.061,0.184,0.0,0.001,0.027999999999999997,0.0,0.0,0.0,8.0,148.0,0
0.013000000000000001,0.015,0.0,0.08,0.0,0.028999999999999998,0.0,0.06,0.05,0.0,0.015,0.0,0.03,0.244,0.047,0.386,0.0,0.0,0.03,0.0,0.0,0.0,1.0,25.0,1
0.035,0.0,0.055,0.057999999999999996,0.0,0.0,0.0,0.057999999999999996,0.019,0.0,0.0,0.008,0.0,0.217,0.013999999999999999,0.40299999999999997,0.0,0.0,0.135,0.0,0.0,0.0,3.0,39.0,1
0.054000000000000006,0.0,0.035,0.17,0.0,0.064,0.004,0.077,0.039,0.0,0.044000000000000004,0.013000000000000001,0.022000000000000002,0.008,0.09300000000000001,0.32299999999999995,0.015,0.0,0.04,0.0,0.0,0.0,1.0,104.0,0
0.0,0.221,0.0,0.07,0.018000000000000002,0.0,0.0,0.022000000000000002,0.0,0.0,0.013000000000000001,0.0,0.034,0.126,0.012,0.34600000000000003,0.006999999999999999,0.0,0.132,0.0,0.0,0.0,5.0,73.0,-1
0.0,0.06,0.0,0.182,0.0,0.0,0.0,0.155,0.016,0.0,0.01,0.011000000000000001,0.039,0.0,0.023,0.39,0.0,0.006999999999999999,0.107,0.0,0.0,0.0,8.0,805.0,1
0.0,0.019,0.0,0.046,0.0,0.05,0.0,0.003,0.0,0.0,0.027000000000000003,0.0,0.047,0.061,0.0,0.6970000000000001,0.0,0.0,0.049,0.0,0.0,0.0,0.0,92.0,1
0.0,0.08900000000000001,0.003,0.037000000000000005,0.09699999999999999,0.0,0.0,0.095,0.0,0.0,0.085,0.013999999999999999,0.08199999999999999,0.063,0.033,0.28600000000000003,0.008,0.0,0.109,0.0,0.0,0.0,4.0,576.0,1
0.0,0.031,0.0,0.027999999999999997,0.0,0.04,0.0,0.021,0.0,0.0,0.0,0.032,0.20600000000000002,0.0,0.016,0.445,0.0,0.0,0.0,0.182,0.0,0.0,4.0,8.0,1
0.01,0.0,0.0,0.022000000000000002,0.0,0.106,0.0,0.006999999999999999,0.002,0.0,0.001,0.006999999999999999,0.132,0.0,0.015,0.621,0.0,0.0,0.0,0.068,0.0,0.009000000000000001,5.0,13.0,1
0.0,0.035,0.0,0.11699999999999999,0.0,0.004,0.0,0.028999999999999998,0.0,0.0,0.0,0.077,0.154,0.0,0.015,0.507,0.0,0.0,0.0,0.053,0.0,0.009000000000000001,74.0,38.0,1
0.0,0.013000000000000001,0.0,0.005,0.035,0.008,0.0,0.049,0.0,0.0,0.0,0.037000000000000005,0.293,0.0,0.008,0.40299999999999997,0.0,0.0,0.0,0.149,0.0,0.0,9.0,19.0,1
0.006999999999999999,0.0,0.0,0.0,0.0,0.172,0.0,0.013999999999999999,0.001,0.0,0.0,0.1,0.053,0.0,0.0,0.39299999999999996,0.0,0.0,0.0,0.235,0.006,0.02,15.0,11.0,1
0.017,0.0,0.002,0.085,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.032,0.054000000000000006,0.0,0.004,0.618,0.0,0.0,0.151,0.0,0.0,0.0,2.0,35.0,1
0.009000000000000001,0.024,0.0,0.17,0.0,0.085,0.0,0.0,0.0,0.0,0.11,0.0,0.14800000000000002,0.0,0.0,0.41,0.0,0.016,0.0,0.0,0.008,0.019,5.0,25.0,1
0.0,0.044000000000000004,0.0,0.095,0.0,0.027000000000000003,0.0,0.026000000000000002,0.0,0.0,0.051,0.0,0.171,0.0,0.0,0.285,0.0,0.003,0.0,0.183,0.0,0.115,2.0,60.0,1
0.0,0.043,0.0,0.04,0.0,0.14,0.0,0.003,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.637,0.0,0.0,0.094,0.0,0.0,0.01,0.0,16.0,1
0.006999999999999999,0.0,0.0,0.121,0.0,0.242,0.0,0.06,0.0,0.0,0.0,0.013999999999999999,0.146,0.0,0.024,0.369,0.0,0.0,0.011000000000000001,0.0,0.003,0.004,13.0,34.0,1
0.0,0.098,0.0,0.0,0.105,0.0,0.0,0.046,0.0,0.0,0.0,0.006999999999999999,0.382,0.0,0.0,0.19899999999999998,0.0,0.001,0.0,0.162,0.0,0.0,23.0,6.0,1
0.0,0.008,0.0,0.063,0.061,0.0,0.0,0.002,0.002,0.0,0.006,0.026000000000000002,0.016,0.0,0.02,0.659,0.005,0.0,0.128,0.0,0.0,0.004,0.0,29.0,1
0.0,0.08900000000000001,0.0,0.009000000000000001,0.0,0.059000000000000004,0.0,0.045,0.0,0.0,0.0,0.046,0.19699999999999998,0.0,0.009000000000000001,0.401,0.0,0.0,0.0,0.14300000000000002,0.002,0.0,1.0,52.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,4.0,49.0,1
0.005,0.001,0.0,0.022000000000000002,0.040999999999999995,0.083,0.0,0.0,0.0,0.0,0.077,0.001,0.08199999999999999,0.0,0.0,0.5429999999999999,0.0,0.019,0.121,0.0,0.0,0.003,16.0,14.0,1
0.0,0.025,0.0,0.027999999999999997,0.028999999999999998,0.152,0.0,0.0,0.0,0.0,0.145,0.0,0.231,0.0,0.0,0.335,0.0,0.0,0.05,0.0,0.0,0.004,3.0,42.0,1
0.002,0.0,0.0,0.055,0.0,0.158,0.0,0.027999999999999997,0.001,0.0,0.0,0.016,0.04,0.0,0.006,0.595,0.0,0.0,0.09699999999999999,0.0,0.0,0.002,5.0,29.0,1
0.0,0.034,0.0,0.0,0.11,0.0,0.0,0.177,0.0,0.0,0.0,0.057,0.185,0.0,0.0,0.434,0.0,0.003,0.0,0.0,0.0,0.0,3.0,20.0,1
0.0,0.114,0.011000000000000001,0.059000000000000004,0.098,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.033,0.085,0.0,0.018000000000000002,0.384,0.0,0.0,0.0,0.174,0.013999999999999999,0.0,2.0,36.0,1
0.002,0.08,0.01,0.048,0.015,0.0,0.0,0.033,0.0,0.0,0.002,0.049,0.098,0.0,0.0,0.34,0.0,0.003,0.0,0.22,0.0,0.099,0.0,131.0,1
0.017,0.0,0.0,0.052000000000000005,0.018000000000000002,0.14400000000000002,0.0,0.019,0.0,0.0,0.013999999999999999,0.0,0.05,0.0,0.001,0.518,0.0,0.002,0.155,0.0,0.0,0.009000000000000001,4.0,25.0,1
0.0,0.04,0.0,0.04,0.02,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.023,0.166,0.0,0.013000000000000001,0.563,0.0,0.0,0.0,0.07,0.009000000000000001,0.0,2.0,48.0,1
0.0,0.006,0.0,0.023,0.096,0.19699999999999998,0.0,0.037000000000000005,0.0,0.0,0.076,0.0,0.07,0.0,0.001,0.267,0.0,0.0,0.214,0.0,0.001,0.01,2.0,14.0,1
0.0,0.043,0.0,0.0,0.1,0.065,0.0,0.0,0.0,0.0,0.046,0.0,0.245,0.0,0.0,0.413,0.0,0.004,0.0,0.083,0.0,0.0,5.0,11.0,1
0.0,0.017,0.003,0.002,0.015,0.013000000000000001,0.0,0.02,0.0,0.0,0.0,0.013999999999999999,0.273,0.0,0.006999999999999999,0.507,0.0,0.0,0.0,0.08900000000000001,0.039,0.0,2.0,3.0,1
0.0,0.022000000000000002,0.0,0.0,0.07,0.027000000000000003,0.0,0.07,0.0,0.0,0.006999999999999999,0.035,0.364,0.0,0.0,0.28300000000000003,0.0,0.001,0.0,0.114,0.006,0.0,3.0,4.0,1
0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.033,0.105,0.0,0.01,0.7040000000000001,0.0,0.0,0.0,0.001,0.0,0.0,8.0,18.0,1
0.0,0.1,0.0,0.003,0.32299999999999995,0.0,0.0,0.061,0.0,0.0,0.076,0.073,0.06,0.016,0.0,0.27699999999999997,0.0,0.0,0.01,0.0,0.0,0.0,6.0,29.0,1
0.0,0.011000000000000001,0.0,0.076,0.0,0.113,0.0,0.031,0.0,0.0,0.151,0.0,0.069,0.0,0.003,0.523,0.0,0.0,0.023,0.0,0.0,0.0,0.0,52.0,1
0.0,0.0,0.0,0.0,0.038,0.008,0.0,0.07400000000000001,0.0,0.0,0.013999999999999999,0.046,0.292,0.0,0.0,0.29600000000000004,0.0,0.006,0.0,0.205,0.02,0.002,7.0,66.0,1
0.0,0.04,0.0,0.016,0.037000000000000005,0.073,0.0,0.009000000000000001,0.0,0.0,0.034,0.0,0.22699999999999998,0.0,0.0,0.547,0.0,0.0,0.016,0.0,0.0,0.0,2.0,48.0,1
0.006999999999999999,0.004,0.0,0.016,0.021,0.099,0.0,0.01,0.0,0.0,0.05,0.012,0.057999999999999996,0.0,0.0,0.655,0.0,0.0,0.061,0.0,0.0,0.006999999999999999,5.0,33.0,1
0.01,0.0,0.0,0.017,0.0,0.135,0.0,0.017,0.0,0.0,0.08,0.0,0.111,0.0,0.0,0.518,0.0,0.0,0.102,0.0,0.0,0.01,5.0,19.0,1
0.019,0.0,0.0,0.28800000000000003,0.0,0.032,0.0,0.02,0.0,0.0,0.0,0.031,0.033,0.0,0.005,0.37200000000000005,0.0,0.0,0.198,0.0,0.002,0.001,5.0,1.0,1
0.087,0.0,0.040999999999999995,0.04,0.0,0.331,0.006,0.025,0.016,0.0,0.0,0.001,0.0,0.09699999999999999,0.031,0.254,0.022000000000000002,0.009000000000000001,0.0,0.018000000000000002,0.013000000000000001,0.009000000000000001,2.0,81.0,0
0.02,0.066,0.06,0.066,0.0,0.191,0.011000000000000001,0.068,0.015,0.0,0.078,0.023,0.047,0.193,0.036000000000000004,0.039,0.018000000000000002,0.0,0.0,0.07200000000000001,0.0,0.0,3.0,36.0,1
0.012,0.0,0.025,0.035,0.0,0.34600000000000003,0.079,0.09699999999999999,0.005,0.0,0.036000000000000004,0.0,0.011000000000000001,0.004,0.075,0.139,0.02,0.008,0.0,0.10800000000000001,0.0,0.0,6.0,125.0,0
0.019,0.042,0.008,0.07,0.0,0.209,0.02,0.081,0.037000000000000005,0.0,0.017,0.0,0.02,0.057,0.049,0.10300000000000001,0.142,0.027000000000000003,0.0,0.036000000000000004,0.062,0.0,2.0,72.0,0
0.013999999999999999,0.015,0.042,0.068,0.0,0.128,0.036000000000000004,0.025,0.013999999999999999,0.0,0.062,0.022000000000000002,0.053,0.18600000000000003,0.011000000000000001,0.312,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,53.0,1
0.0,0.135,0.031,0.126,0.027999999999999997,0.022000000000000002,0.0,0.036000000000000004,0.033,0.0,0.016,0.028999999999999998,0.0,0.282,0.02,0.11,0.0,0.0,0.0,0.11900000000000001,0.0,0.013000000000000001,5.0,59.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.0,0.01,0.061,0.054000000000000006,0.0,0.192,0.0,0.11800000000000001,0.0,0.0,0.0,0.024,0.005,0.063,0.131,0.278,0.021,0.0,0.043,0.0,0.0,0.0,2.0,84.0,1
0.059000000000000004,0.0,0.006999999999999999,0.09,0.0,0.131,0.10400000000000001,0.048,0.019,0.0,0.045,0.0,0.021,0.111,0.065,0.223,0.002,0.0,0.0,0.076,0.0,0.0,6.0,123.0,0
0.002,0.002,0.10400000000000001,0.06,0.0,0.23,0.028999999999999998,0.131,0.013000000000000001,0.0,0.034,0.0,0.004,0.12300000000000001,0.044000000000000004,0.145,0.028999999999999998,0.006999999999999999,0.0,0.042,0.0,0.0,20.0,78.0,0
0.033,0.0,0.11900000000000001,0.057,0.0,0.24,0.0,0.035,0.053,0.0,0.0,0.005,0.0,0.183,0.044000000000000004,0.21600000000000003,0.0,0.0,0.015,0.001,0.0,0.0,1.0,145.0,0
0.098,0.0,0.004,0.165,0.0,0.057,0.0,0.115,0.07,0.0,0.0,0.062,0.0,0.21899999999999997,0.08,0.11599999999999999,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,5.0,105.0,1
0.099,0.0,0.001,0.012,0.0,0.159,0.0,0.07400000000000001,0.036000000000000004,0.0,0.003,0.001,0.0,0.268,0.063,0.266,0.0,0.0,0.017,0.0,0.0,0.0,23.0,45.0,1
0.0,0.028999999999999998,0.016,0.163,0.0,0.036000000000000004,0.0,0.035,0.09300000000000001,0.0,0.0,0.105,0.013000000000000001,0.114,0.038,0.302,0.0,0.0,0.055,0.0,0.0,0.001,7.0,166.0,1
0.046,0.0,0.013999999999999999,0.157,0.0,0.127,0.0,0.059000000000000004,0.07,0.0,0.0,0.04,0.057999999999999996,0.052000000000000005,0.134,0.14,0.044000000000000004,0.0,0.059000000000000004,0.0,0.0,0.0,42.0,136.0,0
0.028999999999999998,0.0,0.0,0.139,0.0,0.183,0.0,0.037000000000000005,0.003,0.0,0.006999999999999999,0.038,0.07,0.075,0.057999999999999996,0.24600000000000002,0.0,0.0,0.115,0.0,0.0,0.0,3.0,30.0,1
0.017,0.0,0.063,0.078,0.086,0.0,0.0,0.0,0.055,0.012,0.0,0.055999999999999994,0.027000000000000003,0.031,0.038,0.389,0.0,0.0,0.14800000000000002,0.0,0.0,0.0,31.0,129.0,0
0.001,0.018000000000000002,0.0,0.0,0.049,0.11800000000000001,0.0,0.006999999999999999,0.009000000000000001,0.0,0.043,0.051,0.068,0.015,0.013000000000000001,0.402,0.003,0.0,0.20199999999999999,0.0,0.0,0.0,0.0,111.0,1
0.003,0.011000000000000001,0.051,0.10800000000000001,0.0,0.161,0.0,0.005,0.043,0.0,0.0,0.10099999999999999,0.0,0.195,0.028999999999999998,0.278,0.001,0.0,0.013000000000000001,0.0,0.0,0.0,1.0,71.0,1
0.034,0.0,0.0,0.1,0.0,0.19399999999999998,0.0,0.09300000000000001,0.0,0.0,0.105,0.009000000000000001,0.20600000000000002,0.027000000000000003,0.019,0.182,0.0,0.0,0.0,0.021,0.0,0.01,3.0,240.0,0
0.001,0.008,0.01,0.122,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.086,0.061,0.0,0.024,0.345,0.0,0.011000000000000001,0.14300000000000002,0.0,0.0,0.005,3.0,59.0,1
0.052000000000000005,0.016,0.0,0.06,0.0,0.276,0.0,0.027000000000000003,0.0,0.0,0.0,0.09300000000000001,0.04,0.0,0.042,0.27,0.0,0.0,0.125,0.0,0.0,0.0,5.0,127.0,1
0.009000000000000001,0.003,0.0,0.068,0.0,0.379,0.0,0.0,0.0,0.0,0.0,0.068,0.111,0.07,0.057999999999999996,0.13,0.013999999999999999,0.0,0.091,0.0,0.0,0.0,23.0,118.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.033,0.0,0.01,0.22399999999999998,0.0,0.136,0.0,0.037000000000000005,0.053,0.0,0.0,0.102,0.08199999999999999,0.0,0.047,0.26,0.0,0.0,0.017,0.0,0.0,0.0,9.0,268.0,1
0.012,0.0,0.009000000000000001,0.247,0.0,0.134,0.02,0.057999999999999996,0.07400000000000001,0.02,0.0,0.062,0.011000000000000001,0.024,0.109,0.2,0.013999999999999999,0.0,0.006,0.0,0.0,0.0,5.0,16.0,1
0.018000000000000002,0.006999999999999999,0.013000000000000001,0.146,0.0,0.124,0.0,0.005,0.0,0.0,0.0,0.10099999999999999,0.078,0.0,0.021,0.209,0.001,0.0,0.168,0.09699999999999999,0.0,0.012,6.0,20.0,0
0.021,0.0,0.0,0.027999999999999997,0.0,0.146,0.0,0.001,0.013999999999999999,0.0,0.016,0.013000000000000001,0.067,0.184,0.027999999999999997,0.322,0.002,0.0,0.152,0.0,0.005,0.002,41.0,921.0,1
0.053,0.043,0.06,0.111,0.0,0.195,0.0,0.053,0.091,0.0,0.0,0.052000000000000005,0.013999999999999999,0.042,0.043,0.19899999999999998,0.028999999999999998,0.0,0.016,0.0,0.0,0.0,81.0,155.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,0
0.019,0.0,0.032,0.07200000000000001,0.0,0.248,0.0,0.024,0.015,0.0,0.0,0.077,0.018000000000000002,0.12,0.13,0.20199999999999999,0.004,0.0,0.036000000000000004,0.0,0.0,0.003,5.0,51.0,1
0.01,0.035,0.02,0.054000000000000006,0.0,0.17300000000000001,0.0,0.012,0.095,0.0,0.0,0.075,0.019,0.085,0.036000000000000004,0.315,0.0,0.0,0.064,0.0,0.0,0.008,11.0,124.0,0
0.005,0.011000000000000001,0.0,0.114,0.0,0.13699999999999998,0.0,0.033,0.081,0.0,0.0,0.08,0.133,0.038,0.011000000000000001,0.267,0.002,0.0,0.086,0.0,0.0,0.003,9.0,130.0,1
0.001,0.009000000000000001,0.001,0.053,0.0,0.18600000000000003,0.0,0.0,0.024,0.0,0.0,0.053,0.053,0.001,0.006999999999999999,0.516,0.0,0.0,0.068,0.0,0.0,0.027999999999999997,0.0,101.0,1
0.009000000000000001,0.0,0.003,0.02,0.0,0.102,0.0,0.018000000000000002,0.03,0.012,0.0,0.062,0.037000000000000005,0.114,0.035,0.426,0.131,0.0,0.0,0.0,0.002,0.0,1.0,47.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,2.0,135.0,0
0.113,0.0,0.071,0.07200000000000001,0.0,0.084,0.0,0.016,0.024,0.0,0.02,0.038,0.086,0.008,0.135,0.27399999999999997,0.0,0.0,0.06,0.0,0.0,0.0,10.0,46.0,1
0.064,0.052000000000000005,0.024,0.08,0.0,0.121,0.0,0.08,0.043,0.0,0.0,0.051,0.013999999999999999,0.057999999999999996,0.031,0.325,0.040999999999999995,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,123.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.034,0.0,0.0,0.161,0.0,0.24100000000000002,0.0,0.0,0.042,0.0,0.0,0.22899999999999998,0.054000000000000006,0.027999999999999997,0.031,0.059000000000000004,0.003,0.006999999999999999,0.09699999999999999,0.0,0.0,0.013999999999999999,8.0,121.0,1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,-1
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.078,0.0,0.003,0.081,0.0,0.207,0.0,0.027999999999999997,0.0,0.0,0.044000000000000004,0.028999999999999998,0.038,0.0,0.028999999999999998,0.336,0.0,0.0,0.11699999999999999,0.0,0.0,0.009000000000000001,12.0,131.0,1
0.0,0.034,0.036000000000000004,0.077,0.0,0.09300000000000001,0.0,0.001,0.0,0.0,0.136,0.0,0.068,0.11900000000000001,0.031,0.204,0.01,0.0,0.187,0.0,0.0,0.003,0.0,1.0,1
0.001,0.013999999999999999,0.0,0.006,0.098,0.08900000000000001,0.0,0.002,0.0,0.0,0.10300000000000001,0.023,0.076,0.0,0.009000000000000001,0.42,0.0,0.019,0.121,0.0,0.0,0.019,2.0,69.0,0
0.027000000000000003,0.0,0.0,0.341,0.0,0.047,0.0,0.0,0.022000000000000002,0.0,0.0,0.12300000000000001,0.054000000000000006,0.02,0.047,0.20600000000000002,0.0,0.0,0.107,0.0,0.0,0.004,2.0,67.0,1
0.0,0.0,0.16399999999999998,0.055,0.0,0.105,0.0,0.094,0.043,0.024,0.0,0.215,0.032,0.0,0.002,0.23,0.0,0.002,0.034,0.0,0.0,0.0,8.0,23.0,1
0.002,0.049,0.0,0.23,0.038,0.0,0.0,0.053,0.009000000000000001,0.0,0.087,0.01,0.031,0.10300000000000001,0.054000000000000006,0.21899999999999997,0.0,0.008,0.107,0.0,0.0,0.0,11.0,82.0,1
0.0,0.042,0.0,0.049,0.043,0.08800000000000001,0.0,0.022000000000000002,0.0,0.0,0.0,0.153,0.09699999999999999,0.079,0.13,0.08900000000000001,0.012,0.0,0.19699999999999998,0.0,0.0,0.0,19.0,211.0,1
0.0,0.003,0.08,0.22399999999999998,0.0,0.11599999999999999,0.0,0.045,0.09300000000000001,0.0,0.0,0.086,0.024,0.0,0.023,0.20600000000000002,0.045,0.0,0.055,0.0,0.0,0.0,15.0,341.0,0
0.0,0.0,0.068,0.040999999999999995,0.0,0.121,0.0,0.009000000000000001,0.033,0.0,0.0,0.091,0.016,0.061,0.06,0.43799999999999994,0.001,0.0,0.055,0.0,0.0,0.006999999999999999,27.0,40.0,1
0.0,0.0,0.012,0.145,0.0,0.28300000000000003,0.0,0.02,0.005,0.0,0.0,0.113,0.013999999999999999,0.018000000000000002,0.035,0.33899999999999997,0.005,0.0,0.0,0.012,0.0,0.0,5.0,34.0,0
0.031,0.0,0.044000000000000004,0.146,0.0,0.261,0.0,0.03,0.009000000000000001,0.0,0.0,0.025,0.02,0.05,0.083,0.27399999999999997,0.015,0.0,0.001,0.005,0.0,0.008,13.0,60.0,0
0.03,0.0,0.0,0.073,0.124,0.0,0.0,0.011000000000000001,0.0,0.016,0.0,0.07,0.084,0.0,0.0,0.295,0.0,0.008,0.28800000000000003,0.0,0.0,0.0,6.0,226.0,1
0.0,0.023,0.017,0.02,0.0,0.102,0.0,0.012,0.069,0.0,0.0,0.084,0.0,0.29600000000000004,0.01,0.055,0.054000000000000006,0.0,0.044000000000000004,0.0,0.0,0.214,5.0,31.0,0
0.02,0.0,0.027000000000000003,0.248,0.0,0.2,0.0,0.03,0.042,0.0,0.0,0.027999999999999997,0.071,0.0,0.11900000000000001,0.19,0.006,0.0,0.018000000000000002,0.0,0.0,0.0,14.0,115.0,0
0.01,0.0,0.0,0.078,0.0,0.08900000000000001,0.0,0.003,0.001,0.0,0.087,0.038,0.054000000000000006,0.0,0.043,0.435,0.004,0.0,0.16,0.0,0.0,0.0,12.0,82.0,1
0.028999999999999998,0.0,0.001,0.092,0.0,0.23399999999999999,0.0,0.006999999999999999,0.008,0.0,0.015,0.0,0.022000000000000002,0.0,0.006,0.499,0.0,0.012,0.07400000000000001,0.0,0.0,0.002,3.0,58.0,1
0.02,0.0,0.002,0.06,0.03,0.045,0.0,0.0,0.035,0.0,0.11199999999999999,0.0,0.085,0.059000000000000004,0.019,0.39,0.043,0.0,0.085,0.0,0.015,0.0,27.0,58.0,1
0.022000000000000002,0.0,0.0,0.1,0.0,0.223,0.0,0.0,0.02,0.0,0.071,0.0,0.03,0.04,0.085,0.24600000000000002,0.02,0.0,0.141,0.0,0.0,0.002,3.0,71.0,1
0.032,0.0,0.036000000000000004,0.067,0.0,0.024,0.0,0.040999999999999995,0.006,0.0,0.039,0.071,0.026000000000000002,0.0,0.008,0.331,0.0,0.0,0.315,0.0,0.0,0.004,4.0,47.0,1
0.0,0.019,0.002,0.037000000000000005,0.0,0.125,0.0,0.042,0.02,0.0,0.013999999999999999,0.051,0.124,0.147,0.063,0.27399999999999997,0.001,0.0,0.04,0.0,0.0,0.040999999999999995,12.0,27.0,1
0.0,0.0,0.042,0.218,0.0,0.131,0.006,0.07,0.055999999999999994,0.0,0.0,0.07,0.019,0.068,0.038,0.266,0.0,0.0,0.0,0.01,0.0,0.006999999999999999,4.0,91.0,-1
0.039,0.0,0.061,0.175,0.0,0.19899999999999998,0.0,0.042,0.040999999999999995,0.0,0.0,0.061,0.043,0.049,0.048,0.22699999999999998,0.0,0.0,0.013999999999999999,0.0,0.0,0.003,4.0,119.0,0
0.043,0.0,0.03,0.087,0.0,0.20600000000000002,0.0,0.04,0.003,0.0,0.039,0.035,0.062,0.038,0.054000000000000006,0.336,0.003,0.0,0.027000000000000003,0.0,0.0,0.0,0.0,162.0,1
0.0,0.005,0.0,0.17,0.0,0.293,0.0,0.027000000000000003,0.027000000000000003,0.0,0.0,0.094,0.016,0.07,0.03,0.201,0.044000000000000004,0.0,0.02,0.0,0.0,0.001,5.0,147.0,0
0.015,0.001,0.024,0.099,0.0,0.091,0.0,0.055,0.015,0.0,0.0,0.028999999999999998,0.023,0.034,0.035,0.243,0.0,0.0,0.024,0.0,0.0,0.0,5.0,63.0,1
0.008,0.0,0.0,0.237,0.0,0.0,0.0,0.013999999999999999,0.002,0.0,0.009000000000000001,0.073,0.065,0.0,0.01,0.419,0.003,0.0,0.153,0.0,0.0,0.006,14.0,94.0,1
0.009000000000000001,0.0,0.0,0.044000000000000004,0.0,0.20199999999999999,0.0,0.048,0.002,0.0,0.037000000000000005,0.03,0.09,0.12,0.061,0.062,0.0,0.0,0.289,0.0,0.006,0.0,15.0,93.0,1
0.037000000000000005,0.0,0.009000000000000001,0.03,0.098,0.009000000000000001,0.0,0.001,0.0,0.012,0.0,0.07200000000000001,0.040999999999999995,0.0,0.012,0.292,0.0,0.016,0.369,0.0,0.0,0.0,8.0,138.0,1
0.013999999999999999,0.0,0.017,0.319,0.0,0.06,0.0,0.10400000000000001,0.076,0.0,0.0,0.07400000000000001,0.047,0.0,0.053,0.231,0.0,0.0,0.0,0.005,0.0,0.0,0.0,44.0,0
0.0,0.023,0.031,0.08199999999999999,0.0,0.028999999999999998,0.0,0.033,0.057,0.0,0.0,0.068,0.027000000000000003,0.0,0.01,0.563,0.0,0.0,0.077,0.0,0.0,0.0,4.0,151.0,1
