Signature.1,Signature.10,Signature.11,Signature.12,Signature.13,Signature.14,Signature.15,Signature.16,Signature.17,Signature.18,Signature.19,Signature.2,Signature.20,Signature.21,Signature.22,Signature.23,Signature.24,Signature.25,Signature.26,Signature.27,Signature.28,Signature.29,Signature.3,Signature.30,Signature.4,Signature.5,Signature.6,Signature.7,Signature.8,Signature.9,Virus_HPV
0.107502605777555,0.0,0.0,0.0,0.0,0.0,0.0201766726728631,0.0,0.0,0.0154392457864393,0.0,0.0340747785159561,0.0595692133913012,0.0241939930973378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212972694406029,0.0,0.0,0.0,0.0,0.0,2.013
0.10043811440455999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392297162435942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761836187120103,0.0,0.753848058720912,0.0,0.0,0.0214689035695742,0.0,0.0,1.98
0.0,0.0,0.0,0.0540764279122124,0.0472994054394139,0.0,0.0,0.0,0.0,0.0194506242596086,0.0,0.0567393225771761,0.054167995248638,0.0,0.0,0.0,0.0249706780861961,0.0,0.0,0.0,0.0,0.0,0.0264793152532854,0.0,0.5871615978585301,0.0,0.0901674172864508,0.0394872160784888,0.0,0.0,3.37
0.0,0.0,0.0,0.0,0.0318177563032906,0.0,0.0,0.0,0.0,0.0183983331414307,0.0,0.0509009373430118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8758309495793891,0.0,0.0197733736518431,0.0,0.0,0.0,3.248
0.0,0.0,0.0,0.0,0.0181287334471261,0.0184892622533943,0.0890707374109503,0.0,0.0,0.0,0.0,0.0422691472904162,0.0268904474877577,0.0,0.0363923208052193,0.0,0.0,0.0,0.0,0.0,0.0,0.0277737690239971,0.0,0.0580886940539252,0.6086689884692199,0.0,0.034343589372056,0.0398843103859378,0.0,0.0,4.275
0.19952276553348702,0.0,0.0,0.0,0.088924403462469,0.0,0.0269792691715565,0.0,0.0,0.104272848645144,0.0,0.17085499909528698,0.0,0.0,0.0,0.0,0.0,0.0,0.028783722629456998,0.0,0.0,0.0,0.19385217304186197,0.0,0.172118392484119,0.0,0.0,0.0,0.0,0.0,2.2430000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215222551924233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907067137810408,0.0,0.0598375046923689,0.0115731023048002,0.0,0.0,1.5019999999999998
0.0933043289017478,0.0,0.0,0.0112334184041836,0.14162309670873402,0.0,0.0186159810027791,0.0,0.0,0.0,0.0,0.106096924677931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509073186607683,0.0,0.0,0.0768320252950179,0.0,0.036089749239962006,1.6269999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495801391033419,0.0,0.0,0.17591552602302898,0.0,0.0,0.0,0.32828308294355196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.993
0.0524581269415073,0.011849135751785,0.0,0.0573461670793512,0.0687590617799898,0.0,0.0,0.0591741075631573,0.0,0.0,0.0,0.0594031293856986,0.01023470309787,0.0,0.0,0.0,0.0288766687374757,0.0,0.0,0.0192916586782276,0.0,0.0,0.024899016199267005,0.0,0.5931007106376429,0.0,0.0,0.0146075141480276,0.0,0.0,2.7769999999999997
