AS,LOH_n_seg,LOH_frac_altered,MutationsSilent,MutationsNonSilent,CNV_segs,CNV_frac,HRD,purity,Treg_cluster
10,31,0.2902943440912599,0.6128765558,1.9676563107,155.0,0.9309543099295828,40,0.69,1
6,97,0.34506061056029563,0.8854173781999999,2.0238111501,620.0,0.6469862999121785,48,0.58,-1
16,54,0.18625615921687333,0.2234002294,1.0531725098,393.0,0.5729855776989574,39,0.88,-1
22,33,0.3231659849340415,1.0484742406,2.4901263215,199.0,0.888338613782939,49,0.64,-1
7,154,0.4223304188066744,0.7946373548000001,3.1467639251999997,685.0,0.7082469016292308,80,0.92,-1
1,12,0.06945748845233474,0.18904302829999997,0.18904302829999997,130.0,0.16364042066389595,17,0.73,-1
24,102,0.1431163696116483,0.4049207955,1.0572931881999998,462.0,0.9879027435293916,32,0.86,0
22,66,0.06785344726496083,0.3485102378,1.9168063079,426.0,0.6491914188037597,35,0.9,0
21,54,0.2430925837108568,1.2601013608,3.6923900339999998,450.0,0.8977883083649677,73,0.59,1
17,55,0.2581236110097608,0.4491327919,1.1976874452,304.0,0.945959953434245,23,1.0,0
15,72,0.36410188626735696,1.2644369345,3.4320431079000002,349.0,0.8723231086179742,68,0.7,1
21,257,0.9821597228482468,0.38105535799999996,1.7000931358000002,662.0,0.5972736316442077,65,0.89,-1
8,48,0.35580091124504737,0.6518373868,2.8867084273000003,322.0,0.6881879310601676,58,0.71,1
17,75,0.24928730402253546,0.2198619656,1.2877629416,290.0,0.9468066032610244,32,0.73,1
7,92,0.4677025909966121,0.6019718443,2.1544255481,329.0,0.9881744605633834,72,0.78,1
20,62,0.3446836632557849,0.7274116409,1.7882202837999999,236.0,0.6636021987187882,27,0.48,1
16,80,0.14804247422732647,0.3554099586,1.569727317,673.0,0.8873211000509608,39,0.64,1
12,103,0.5827597068328674,0.6243381458,1.7540928859,316.0,0.9701180337950972,66,0.66,1
7,85,0.3069886736564933,0.5552852079,2.0578216527,508.0,0.6831374948102591,73,0.95,-1
11,91,0.2453296269157796,0.4132374055,1.2079247237000001,476.0,0.7004125286692171,29,0.86,-1
14,50,0.27644399705781525,0.9186360445999999,2.8215249942000002,262.0,0.7676956354913971,63,0.73,-1
4,126,0.4025060505731071,1.1475787189,3.9208939562,477.0,0.8775536514372348,75,0.91,-1
4,52,0.2315550775078064,0.550253539,1.1328749332999999,282.0,0.7522322938079757,47,0.81,-1
8,69,0.4186236146885246,0.3171036011,1.3318351245,301.0,0.9987583661025359,69,0.71,-1
3,8,0.07767650915451206,0.0634956555,0.1587391388,188.0,0.07390964567372216,7,0.72,-1
8,64,0.3197827984760906,0.6549145739,2.2922010087,429.0,0.7512956764425259,50,0.75,-1
23,163,0.4530392860538917,0.547392326,1.9641724638999998,487.0,0.8657526928304445,64,0.58,-1
3,118,0.3224676892183983,0.447924462,1.7916978481,577.0,0.4774153642423226,67,0.91,-1
4,49,0.31037297716608697,0.6032079040999999,1.8731192811000001,270.0,0.8614344129663164,73,0.78,-1
9,153,0.4228145512684403,1.0830654415,4.332261765899999,698.0,0.7392277450901511,91,0.8,-1
23,56,0.3188579268797516,0.3830819395,1.6600217380000002,554.0,0.7084714399362534,26,0.81,-1
25,56,0.13556563254220602,0.5432339272,0.7669184854000001,484.0,0.7807688837384286,54,0.78,-1
21,49,0.283516440469216,0.7445467293000001,1.5538366525,366.0,0.9085955224954152,46,0.93,-1
11,149,0.33763097081484544,0.7231892065000001,2.3277652586,371.0,0.9350849709621368,41,0.85,0
3,40,0.1410766336932882,0.5816875642,3.2315975787,392.0,0.4166176350205285,50,0.75,-1
18,51,0.16666871771654912,1.1184912716,3.9626547908,1205.0,0.5833732504946382,80,0.6,-1
5,81,0.1764340674048556,0.3208238242,0.9945538552,699.0,0.4349911035660705,47,0.57,-1
6,112,0.4105935206833991,0.7607335284000001,2.8114065179,494.0,0.987838873375788,70,0.85,-1
3,37,0.2565503014246762,0.4109549072,1.5173719649000001,249.0,0.4218924145640508,54,0.76,-1
7,120,0.4950757432992956,0.8742424568000001,1.7808642637999998,450.0,0.9961575870504592,86,0.91,-1
18,96,0.22038034312006624,0.3725116108,1.1175348323999998,1024.0,0.5590279114029151,38,0.84,-1
25,77,0.25369305968426165,0.09963843539999999,0.1660640589,404.0,0.9999188756860417,41,0.84,0
16,61,0.5166334492539755,1.0841838002,3.8548757342,262.0,0.9475525491373624,40,0.87,-1
19,34,0.05206257946798526,0.69836872,2.489836306,460.0,0.662043998563521,28,0.82,0
13,45,0.2612021217305809,0.4357740018,1.9777435468,313.0,0.6914569410164589,49,0.75,1
11,54,0.24752469635504545,1.0426041876999999,2.7802778338,482.0,0.6789549439938972,61,0.63,0
14,33,0.3537226709780507,0.43600628329999996,0.9965857905,201.0,0.936503073957017,15,0.84,0
16,39,0.3285834694790117,0.8401346904000001,3.1427260641,216.0,0.7107763377039656,58,0.5,1
18,50,0.20928723188901588,0.7968441783,2.3598846819,366.0,0.8686757302646945,41,0.67,1
9,60,0.33390331591669553,1.0683388054,1.7596168559999998,298.0,0.7517104801789642,53,0.64,1
10,38,0.27181608912074084,0.1890903682,0.7878765340999999,192.0,0.5654881311329165,30,0.79,1
12,104,0.5016956459204206,0.8228670708,2.2787088114,491.0,0.9481588475407836,55,0.92,0
20,56,0.3149481351607565,0.7373687215000001,2.436522732,293.0,0.6650351391615793,44,0.97,-1
16,259,0.5315090597359583,1.0071172097,2.6710499911000003,447.0,0.9251292540110468,86,0.67,0
11,77,0.3740662056248341,0.6208530894,2.2294270028,302.0,0.7198227864432589,44,0.55,-1
6,38,0.3268606408262351,0.48607188560000003,2.0739067117,212.0,0.854837593160049,56,0.83,1
11,70,0.2500096056216708,0.9691255654,3.9411106327999996,341.0,0.8975164693965965,76,0.56,-1
19,45,0.14737022799158386,0.6297415981000001,1.619335538,351.0,0.6172846642731895,33,0.86,0
25,20,0.17051276142502025,0.5231275457,1.72324368,132.0,0.9101515236848404,17,0.8,-1
25,32,0.1640529865246959,0.5147397078,1.332267479,165.0,0.9470126359247854,17,0.84,0
10,70,0.2819897189928586,0.38954889649999996,1.428345954,414.0,0.9484571424536904,23,0.81,0
10,43,0.35124110485269555,0.8911308420999999,3.1486623086,206.0,0.8638215268836753,64,0.76,0
3,68,0.13881223926533728,0.4566936663,1.4557110613,511.0,0.6658721108461587,31,0.93,0
7,112,0.5414051250123036,1.5948954838,4.7567058289999995,312.0,0.9018587520392816,80,0.81,1
20,34,0.2842819878370625,0.261876507,0.9311164692,244.0,0.8005504373908289,33,0.82,1
6,59,0.4362104643632836,0.3898336424,2.0991042283000003,231.0,0.9977489871292002,80,0.65,-1
21,41,0.2334559056617477,0.5974358591,1.5234614406,317.0,0.7769661746724588,34,0.78,-1
9,82,0.3811603401921592,0.6254792176,2.1742848993,338.0,0.5085593586335138,84,0.9,0
4,39,0.2998946147462013,0.46086581020000006,1.4133218178,149.0,0.9132654332880942,50,0.83,-1
7,62,0.34093499312974385,0.20357219769999998,1.5122506113,333.0,0.8365550112603812,59,0.86,-1
27,39,0.3357191784017612,1.4299494146,3.7536172133999997,141.0,0.6731856346266195,26,0.58,-1
29,53,0.4507559165640677,0.4910867325,1.5021476523,229.0,0.8966537653846496,30,0.79,-1
15,49,0.3493834733553419,0.8765330709,2.804905827,222.0,0.7311420600462206,64,0.76,1
6,92,0.2520320753785268,1.2477611266,2.5891043377000003,509.0,0.4175938857901317,58,0.97,0
7,63,0.3919291241825963,0.47517834630000005,0.9503566926000001,340.0,0.5643758355875462,29,0.72,1
5,82,0.3677418147456071,0.4067990261,1.1891048456,297.0,0.9472844583447162,58,0.89,-1
9,43,0.3224864473387044,0.7526861269,3.0107445076,187.0,0.7207677215645533,51,0.76,1
16,18,0.1921184005794448,0.8119997556,2.2039993366,185.0,0.6868124414978761,54,0.77,-1
20,44,0.17506168965907362,0.4238246576,1.8583081141,396.0,0.851192107326132,43,0.66,1
14,13,0.3229667461506455,0.2096617077,1.327857482,84.0,0.9456860032563256,1,0.83,1
9,30,0.2496904286625549,2.597526559,6.8228364283000005,239.0,0.4032577155052292,44,0.72,0
8,118,0.2432190458426545,0.6667485656000001,2.0002456968,846.0,0.3820557292010288,43,0.92,1
6,57,0.3395492256154621,0.422213853,1.3315975364000001,260.0,0.7135119855411216,71,0.69,1
26,40,0.3084040187068357,0.8879985516,2.8942175014,204.0,0.8782055675463085,25,0.47,1
12,33,0.1994131337568854,0.6529831224,2.2201426161,318.0,0.7492013829824001,68,0.78,0
27,28,0.2448162215624889,0.3927867218,2.9637543555000003,119.0,0.8400365212113909,17,0.57,1
19,77,0.3251615956608894,1.3115839026,4.062711113,313.0,0.7315561510895179,35,0.58,1
10,45,0.3527776197599647,0.23903248940000002,0.8878349605,174.0,0.8938112561793409,34,0.88,1
5,71,0.3812734119010097,0.8073292318999999,3.0032647425,272.0,0.9292379167405644,81,0.75,-1
7,77,0.3755968291531653,0.7773634106999999,2.3320902321,381.0,0.984304641583818,56,0.93,-1
22,18,0.15738626333522454,0.20201659019999998,0.5050414755,201.0,0.6884362942323301,16,0.93,0
1,15,0.02883732325215588,0.6057751478,1.7854425409,365.0,0.28275452996375045,9,0.93,0
10,35,0.30951244470033235,0.5104880079999999,2.0100465316,220.0,0.8746689778301658,28,0.6,1
2,11,0.025586426540715485,2.2343376738,6.4321842123,88.0,0.02447805129775442,6,0.62,1
7,101,0.35787987329987314,0.7553444158,3.3361045032,440.0,0.9163840992114825,56,0.91,-1
20,50,0.4552262988580342,0.0,0.0,192.0,0.8370856471296707,55,0.61,0
22,38,0.3970015904522097,0.5463892158,1.2534811420999998,204.0,0.6642747020219144,20,0.82,0
18,94,0.28241030132671063,0.7132417855,2.1736892509,357.0,0.886245140593812,34,0.92,0
12,38,0.2737809479046118,0.7682607052,1.9707557219999998,261.0,0.7113758254087711,65,0.75,1
9,70,0.41661561370564704,0.4611413327,2.4703999966,302.0,0.9668337264355692,64,0.91,0
16,21,0.3123306029584511,0.5856612364,2.5704020932,139.0,0.9362364043776495,10,0.86,0
28,20,0.13544469684757365,2.7887305626,7.0538478937,213.0,0.7324496529031354,28,0.49,1
24,32,0.2844515923249475,0.3771489621,0.9573781347,246.0,0.7886191251303022,36,0.54,-1
8,66,0.32861569048273537,0.6968413137,2.567310103,344.0,0.7088285120258149,34,0.73,-1
28,46,0.30342478464658296,0.39089926799999997,1.7768148547,228.0,0.9591309115647992,26,0.61,-1
28,61,0.16879153233949645,0.3488265579,1.0697347776000001,181.0,0.7690838692278188,19,0.98,0
8,178,0.3132713506975615,0.40886465829999996,1.4764557104,476.0,0.503988159501552,59,0.93,0
20,18,0.04057615457929068,0.3314372826,0.6373793897,236.0,0.7377493754462149,26,0.95,0
