AS,LOH_n_seg,LOH_frac_altered,MutationsSilent,MutationsNonSilent,CNV_segs,CNV_frac,HRD,purity,Treg_cluster
4,76,0.3347959530607667,0.7320003034999999,2.1960009105,308.0,0.8748078227257602,92,0.94,1
13,61,0.3650922971018146,0.427894203,1.6504490688999998,337.0,0.9476976546955344,24,0.77,-1
22,52,0.3731404167462434,0.24687129719999998,1.0697756211,237.0,0.6530325528988272,29,0.6,1
8,51,0.1975661307396371,0.4145219842,1.0955223868000001,227.0,0.9607088717002574,22,0.94,-1
5,81,0.3950892566627153,1.0014916833,2.3881724757,335.0,0.9541008901674042,71,0.95,1
9,93,0.5023427697407692,0.6001269869,2.1433106674,293.0,1.0,66,0.91,1
17,84,0.15687980081539687,1.2857875389,2.4001367391999997,454.0,0.7885347001851895,32,0.84,-1
8,67,0.31290480347794297,0.7221223754,6.0176864619,364.0,0.7530868887866196,67,0.78,1
10,65,0.2817270118385736,0.5068576574,1.7740018009,294.0,0.4483395418514835,51,0.93,0
9,68,0.3831590662438753,0.4310453875,1.6247095375999998,293.0,0.9799207546734175,64,0.88,0
13,109,0.34582007256426983,0.36747483880000004,1.4086535486000002,455.0,0.9502624623318584,15,0.68,1
24,30,0.2833262487905926,0.6321318193,1.7300449791999999,178.0,0.643359554328076,29,0.39,1
6,39,0.2543670741560338,0.7710985815000001,1.5421971629,202.0,0.494805672055975,62,0.69,-1
4,8,0.05803583996017751,1.7413758047,3.9893336616000004,92.0,0.18248076296903204,10,0.91,0
7,73,0.3821614076634281,1.380431615,6.5953954937,280.0,0.6293539732272111,62,0.65,1
4,52,0.3369704137951204,0.4953404868,1.6717741431,262.0,0.8568717843464397,51,0.86,0
8,47,0.28318882714015065,0.5143328375,2.0270764774,202.0,0.6345903458589818,54,0.77,0
28,36,0.37936855536144654,0.4185712155,1.1660198147,170.0,0.7894101321064303,22,0.49,-1
20,121,0.2521869513711812,0.5155010743,1.8042537602000002,514.0,0.9470414119720943,29,0.85,0
14,43,0.1260840706234923,1.2023223318,4.254371328,370.0,0.679700013080846,54,0.73,1
19,96,0.4966393948975485,0.5265966126,2.1874013138,451.0,0.9555906224841276,77,0.88,1
14,67,0.5055208197325267,0.3334942797,1.4249301041,263.0,0.9476150515970344,31,0.9,-1
14,38,0.3280091319488971,0.42838558270000004,1.285156748,220.0,0.9474868781140052,23,0.99,0
6,92,0.4977788741247781,0.7695108439,1.8941805387000001,362.0,0.9772785051044074,81,0.63,-1
17,80,0.2681644762376237,0.40888982079999997,1.4720033549,549.0,0.8499066760204864,34,0.82,0
20,47,0.1943743236351092,0.6016763727000001,1.8952805738999998,364.0,0.6204166374220988,36,0.8,1
7,129,0.4621851987780129,1.1527623006,3.791981252,569.0,0.8856776542222384,82,0.85,1
5,111,0.3177098279111723,1.3234305437,3.6394339951999997,463.0,0.8623547120815197,69,0.89,1
16,43,0.27536870983703604,0.6882887696,1.945163914,213.0,0.7072673648289004,53,0.42,1
10,31,0.2461437005217036,0.6886905512999999,1.9163563168000002,185.0,0.8121054942089037,25,0.74,-1
7,83,0.3511238928031743,0.5563957131,2.3183154712,454.0,0.5427691682466299,66,0.65,0
23,56,0.2327383575338516,0.3260280331,1.1559175718,374.0,0.7442696209181395,41,0.49,-1
8,52,0.2927519890726724,0.7166210458,1.9707078759,320.0,0.8337962247037807,44,0.87,1
16,55,0.11620484548742292,0.09159826800000001,0.7327861435999999,597.0,0.5463802911378959,34,0.94,0
19,45,0.1999616184265363,0.6039812815,2.355526998,324.0,0.5350898083418074,32,0.73,1
7,111,0.389574675971052,0.6896601148,2.4587882354,427.0,0.8807580428582655,65,0.78,1
8,118,0.3818302919348512,0.6777021425,3.6426490157,482.0,0.8038484621420734,73,0.89,1
5,116,0.21050602055221465,0.44695522039999996,1.7878208813999998,719.0,0.3213805325500049,36,0.89,0
7,89,0.5071130248802271,0.5696371696,1.6789306052000001,343.0,0.9473837299793376,72,0.85,1
28,60,0.2701834891815305,1.7988829001,4.7863134307,554.0,0.8506661018512874,59,0.71,-1
13,137,0.43226486135242825,0.9995811109999999,2.3860968457,1071.0,0.8320469586104231,85,0.73,-1
20,68,0.2604346857273208,0.5707684913000001,1.9342709982,500.0,0.7658689631437801,52,0.65,1
10,127,0.4301830259984093,0.8566601631,3.0141746481,562.0,0.7593161138356852,79,0.82,-1
19,47,0.4365542830293575,0.4442111983,1.3643629662,401.0,0.8155721229720958,65,0.71,-1
6,81,0.3662836148185849,0.6314541920000001,1.4839173511000001,315.0,0.5462997700200005,79,0.66,-1
6,103,0.2363546729616477,0.29850066399999997,0.9552021248,825.0,0.5418646030487081,36,0.48,1
10,70,0.5102320277338259,0.6648811183,2.4781932593000002,274.0,0.9581018706361624,58,0.82,1
19,73,0.3186777834881909,0.7998661676000001,2.3107244841,388.0,0.7254960384836817,33,0.89,0
14,130,0.23063775213863635,0.3631816805,0.8660486226999999,1052.0,0.8095099404646275,29,0.96,0
13,53,0.28150616238785825,0.6703981842,1.6150501711,269.0,0.6594608500387111,58,0.74,1
20,57,0.15555585223919252,0.6965581787999999,2.453096195,353.0,0.7966686041633418,35,0.82,0
13,37,0.225722967051441,0.6389462571,1.8559867469,268.0,0.951541529683158,71,0.76,0
12,70,0.2729678828277434,1.4526013897,5.5985678561,437.0,0.8514266563866654,86,0.89,0
7,49,0.3692987413051193,0.2731788705,1.6390732231,450.0,0.9637527531186864,65,0.8,0
7,30,0.2917832927180797,0.7990374381,1.894014668,175.0,0.7343704684585284,44,0.83,0
17,44,0.13603496700901166,0.3928654189,1.2088166736,390.0,0.6532448353183212,24,0.87,0
14,84,0.21613672448345872,2.1553309281999997,4.6100133741,523.0,0.8907484886766021,47,0.59,0
13,56,0.2900377620221768,1.0132938774,3.5781940044,375.0,0.6674250194662287,59,0.97,0
25,25,0.13208777158770352,0.5261655861,1.5200339155000002,290.0,0.6865633174619534,22,0.83,0
15,26,0.3667712154704941,0.3129409436,1.5334106235,177.0,0.9475927389800872,7,0.93,0
23,39,0.14216473830379964,1.0334697139,3.5137970274,344.0,0.8719392278018181,47,0.76,0
19,24,0.10182877104838003,2.1041628696,4.9200278863,278.0,0.634504887078319,32,0.34,1
11,96,0.37626856723664176,1.4235070068,4.2705210204,451.0,0.7108345933162842,83,0.69,-1
6,96,0.31121034304526163,0.6537863085,2.8642066845999996,458.0,0.7657569542838736,66,0.79,0
15,168,0.3279101284973606,2.278677231,10.113581135,920.0,0.9468114659553843,79,0.96,-1
19,49,0.20625741946523435,0.4284918327,2.6368728165,399.0,0.9040335045349372,38,0.8,1
9,98,0.3295752750426407,1.1081924137,4.3061190933999995,515.0,0.7617635754776114,78,0.76,-1
22,56,0.363917131926318,0.3378823769,1.4129626669,382.0,0.9994281931522851,54,0.8,0
21,90,0.2991224203999749,0.5048978797,1.5483534977000002,407.0,0.9151351477378906,25,0.81,-1
15,48,0.3169713342178958,0.8980830642000001,3.0149931439,282.0,0.8961550416429128,73,0.47,0
7,77,0.3440740175366185,1.5567485439,5.2540263355,435.0,0.4810798991947525,57,0.6,1
20,47,0.3565093434139037,0.4281430268,1.7455061861,220.0,0.9810007355319368,71,0.79,-1
7,53,0.2915351769798604,0.6366216019,2.1088090565,212.0,0.9937845569513803,57,0.91,0
19,43,0.3134247311007901,1.2967881152,4.5886348692,229.0,0.7561357483650333,56,0.69,0
8,57,0.40221939203993456,0.9339364287,2.4475575372,252.0,0.9372195702104392,65,0.92,-1
27,54,0.2637611837292607,0.35455036869999995,1.4504333266,531.0,0.8372044067329667,28,0.84,-1
15,104,0.3510979149680585,1.2045365255,3.7474469681,440.0,0.7110462608451432,77,0.74,-1
16,111,0.4300732384960119,0.2715733084,0.8448947371,515.0,0.8608717428345697,32,0.68,0
6,25,0.2220588284468386,0.41371745229999995,1.3889085897,140.0,0.7160592230774226,30,0.73,-1
4,53,0.35018762653135715,0.611578153,1.9264711818,325.0,0.9409595362922328,65,0.96,0
8,48,0.3508683022138327,0.7578793686,2.4252139797,212.0,0.6396513852834156,62,0.72,1
12,29,0.34080702003392443,0.2638302376,1.3191511878,143.0,0.8482777831263163,31,0.93,0
12,21,0.19815616990155926,0.2684526523,0.5070772322,109.0,0.9477104294845712,15,0.82,0
15,60,0.3714075022430123,0.8507736358,2.3396274985,290.0,0.7278175204123201,68,0.69,1
20,45,0.2556473521954609,0.39412451299999995,1.7584016734999999,295.0,0.7886611504522735,35,0.77,1
7,27,0.2616944935342025,0.2380723236,1.1903616181999999,139.0,0.957207675368338,28,0.98,0
12,73,0.33013633807512216,1.2246135008,4.5101619175,425.0,0.7673345835886997,78,0.64,1
14,56,0.3094661633288452,0.6891411990999999,2.3071248840000003,299.0,0.7128272570753028,55,0.93,0
24,37,0.1630674857453566,0.5981620037,1.8842103116,398.0,0.7674232170003772,48,0.76,0
10,51,0.3967630974366041,0.8651571961,2.1181434801,258.0,0.9139940658447958,59,0.66,1
14,84,0.41371392485222935,1.362087831,4.1496164155,562.0,0.9357825492630041,22,0.94,0
17,72,0.3059723389209983,0.5633056865,1.6602693918,417.0,0.6888421173271834,63,0.57,1
12,101,0.5587058814077323,0.6049726819,2.3291448250999998,412.0,0.8568293179374011,84,0.82,1
6,50,0.404859845881857,0.1518553627,1.3970693372999998,190.0,0.9287417026418184,68,0.97,0
21,58,0.152298465049198,0.7640764983,2.9898645585000003,324.0,0.9445371199802146,29,0.9,0
19,42,0.2314659185606088,0.476241743,1.6966112096000001,306.0,0.899648966324362,26,0.63,1
8,61,0.266192151791978,0.5694119114,2.727183365,390.0,0.9310188925020978,69,0.71,1
26,52,0.3028710784730805,0.7909954211,2.2599869175,369.0,0.8687960245238804,41,0.78,0
13,46,0.3953341619853335,0.417741194,1.7903194028,212.0,0.9470800025709084,54,0.84,0
9,42,0.2792763295148955,0.5001930009000001,1.4123096497,210.0,0.7246735943806782,25,0.85,1
17,169,0.2672854113519537,0.40232347380000005,1.8878255308,974.0,0.7583344162770174,44,0.85,-1
13,31,0.1746502354891408,0.1649850293,0.8249251462999999,245.0,0.44993870351055376,27,0.77,0
12,150,0.4273120595840492,2.0724330363999997,6.0671228022,607.0,0.5843112914520311,54,0.87,0
5,80,0.3964438145259413,0.6896603178,1.9435881685,394.0,0.5883342414429565,69,0.84,1
25,12,0.2204279648952292,0.24052524460000002,1.202626223,173.0,0.9170230870629305,8,0.89,0
27,64,0.1468739728189687,0.4578717541,2.1977844196,431.0,0.9549966058398308,36,0.79,0
13,81,0.2320955498933199,0.0,0.0,445.0,0.8335417812949747,31,0.85,1
6,105,0.439982175910584,0.7984333673,5.5003187523,458.0,0.9241440053239424,64,0.77,1
11,151,0.2346966534997764,0.3614784251,1.1145584773000001,1108.0,0.3956523655497401,33,0.78,1
18,26,0.1977269821371961,0.2630250671,1.4320253652000001,359.0,0.9457341092057324,27,0.91,0
14,44,0.2872792975990138,0.2741786415,0.8530002181,204.0,0.9460393480434356,29,0.84,1
7,44,0.26405065212826684,0.0,0.0,313.0,0.6695913431975062,57,0.85,1
20,48,0.3010342543386469,0.3307895119,1.4133733688999999,195.0,0.6282556933338879,29,0.41,1
7,11,0.1203090007923026,0.4097471711,1.0243679277,110.0,0.19043791772248936,17,0.78,1
10,45,0.3196058675868593,0.206288377,1.0903814213,194.0,0.93259729391388,31,0.96,0
18,27,0.1888328249407935,0.44544178149999997,1.749949856,272.0,0.6830734632588871,28,0.8,0
16,109,0.2497815794353952,0.2882145552,1.3546084095,573.0,0.8696563022146585,39,0.68,1
17,68,0.17556290519800316,0.5787918129,2.2847045246,452.0,0.7666522516382562,21,0.77,1
19,18,0.09305056410588856,0.9900572626,4.2223030316,202.0,0.8158940768787308,44,0.86,0
12,59,0.3438382121769569,1.2148762939,5.1024804342,303.0,0.7792769734683125,83,0.86,0
10,56,0.4776177341167022,0.7038202218,2.8739325723,242.0,0.9914678221967252,58,0.9,1
13,43,0.23609375292490364,0.902348045,2.5566527941,392.0,0.7089610660037934,67,0.54,-1
3,31,0.3215286629859501,0.7065787454000001,2.8806671930000003,161.0,0.426385845435794,57,0.51,1
22,121,0.3705958537972998,0.5466966734,2.3993909556,501.0,0.9099647275707582,53,0.77,1
7,72,0.3018498206351615,1.0011045217,3.003313565,388.0,0.9371901396512102,58,0.82,-1
21,71,0.2706910195446036,0.5083015999,1.5249047996,425.0,0.7852839451743279,33,0.85,1
5,46,0.3052525624846709,0.9251359436,2.9467293018,313.0,0.9471369286476786,59,0.91,0
9,80,0.28507686215955785,0.660628619,2.1286922165999997,623.0,0.6553917993194084,56,0.86,-1
13,36,0.17434600551578147,0.9386210757,3.1718919109,280.0,0.6867224037281131,40,0.82,0
5,60,0.2871164663803009,1.2819699028,4.3586976695,241.0,0.3683812257252014,58,0.61,1
7,3,0.0007370543296436568,0.12800373980000002,0.3520102843,66.0,0.8571615472917256,1,0.97,0
12,65,0.4730300209481198,0.6543651157,2.3865080691,274.0,0.9476925775580859,59,0.81,0
20,115,0.4066046846184788,0.6722544908,2.1848270950999997,428.0,0.7152707938236071,47,0.84,-1
16,64,0.4138229320031979,0.542790957,1.4687284719999998,268.0,0.8390110475373688,32,0.74,1
6,103,0.2676345608321926,0.8422595428,2.5891682241,569.0,0.3875138878496691,38,0.7,1
10,59,0.2142053862452487,0.9434425381999999,3.5221854757999997,354.0,0.7944044457463025,70,0.57,1
10,32,0.4401874339620461,0.4727839701,1.3553140477,180.0,0.8743082736124387,20,0.68,1
12,50,0.17795830728180154,1.7050170790999999,5.4939439214,449.0,0.9580209195560618,68,0.59,1
11,33,0.15541775680314185,0.6305614933,2.427661749,342.0,0.6347949431959532,31,0.5,1
19,121,0.42569712488961137,1.3187719972,4.9610946561,521.0,0.7344843495890419,75,0.52,1
15,186,0.5282188979029588,1.2103932934000001,4.9036446246,764.0,0.9520826159675386,75,0.61,1
7,73,0.3692137009118231,0.6708876361,1.6612455751,362.0,0.9602833428372126,72,0.81,0
23,66,0.4346753530339625,0.8259120634,3.5260091939,261.0,0.6543812122366988,40,0.39,1
22,36,0.08952377034287874,0.7229573861,2.6717990354,291.0,0.6909736378015252,37,0.89,-1
14,166,0.5046789953475024,1.1889298367,3.6293647648,717.0,0.9288160167370104,72,0.72,0
26,54,0.2818689590240175,0.6411581001,1.2823162001000001,311.0,0.7112369115946575,25,0.82,0
12,68,0.3162813340949679,1.5979282828,5.1697679739,232.0,0.7978725955925864,76,0.56,0
10,51,0.2988869147811574,0.6404656069,2.0669571856999998,353.0,0.7153641032169225,59,0.83,1
6,56,0.277938433623025,0.2936482225,2.1534202987,451.0,0.9003251639338578,52,0.94,0
19,2,0.028808082762372938,0.120448126,0.4817925042,72.0,0.9471947240324236,1,1.0,1
18,34,0.06782205734676802,0.30580568420000004,1.7430923999999999,320.0,0.7332897544050999,19,0.89,0
25,25,0.07442991234899568,0.9855996803,3.1107989909,325.0,0.7832227725619209,29,0.57,0
17,86,0.3350266224005385,0.0,0.0,498.0,0.8542873367138578,28,0.75,0
24,63,0.3440616343071689,0.6507988436,2.7059530864999997,398.0,0.7936240818867509,42,0.73,0
20,13,0.08910525208469211,0.3077529398,1.6926411687,221.0,0.7518001826027232,18,0.81,0
7,48,0.35522777711219544,1.2552984185,3.2951583485000002,204.0,0.4395329887490661,51,0.5,1
5,56,0.31744891130548875,0.4789019583,2.1710222108000004,280.0,0.916487523272977,49,0.88,0
22,53,0.1959372853462636,1.0702107345999998,3.2106322037,694.0,0.854676739851422,55,0.59,1
13,73,0.17573702116687864,0.5009257845,1.9153044702000002,503.0,0.8355825102537259,33,0.84,0
14,53,0.2746504709976097,0.4386927086,0.7896468755,355.0,0.6271316470762469,29,0.86,1
4,115,0.4259700213350187,0.31635400059999996,1.9556429127000001,569.0,0.8172755946377469,75,0.91,0
19,25,0.1154425596858,0.6637833457,1.5873080007,320.0,0.7477910636660902,32,0.6,0
8,52,0.17882645227431573,0.4093309703,1.3854278993,242.0,0.6857250083210539,21,0.84,1
22,54,0.27913391815821365,0.8483260562999999,2.544978169,487.0,0.7885412407282396,37,0.83,0
8,64,0.27624012552929256,0.722366528,2.1356923437,308.0,0.4222827471384265,60,0.62,1
15,28,0.2458303909095021,0.2790175025,1.7051069597,213.0,0.583560030147232,42,0.63,1
6,4,0.1054389870485118,0.1546493215,0.4948778289,98.0,0.18535366834496955,10,0.79,-1
5,38,0.2945369536812702,0.4744586457,1.512336933,277.0,0.8287745795685256,62,0.84,1
4,3,0.04739310406113522,0.0,0.0,84.0,0.16187807692979386,4,0.79,1
8,85,0.3694884437835961,1.365453244,5.7349036248,444.0,0.8207863929674094,95,0.91,0
13,71,0.33957021203322524,0.7619350652,2.7734436370999997,381.0,0.9487448931752158,45,0.77,0
8,48,0.30591309902492964,0.41275372689999995,1.3208119262,296.0,0.8950874044662328,49,0.79,0
26,52,0.1741002486179032,0.5915902721,1.5085551940000002,398.0,0.7305186917832156,29,0.66,0
2,37,0.238847372134323,0.42159455490000003,1.4454670455,177.0,0.9747256739454399,52,0.95,0
12,78,0.4782337877128724,0.3066544757,0.858632532,551.0,0.9110442152688888,29,0.98,0
24,36,0.2561986738019022,0.5579451924000001,2.261146306,375.0,0.7803604152774786,48,0.6,1
18,42,0.14002359973987713,0.5088957665999999,1.724591209,353.0,0.7657214506258806,40,0.61,1
22,47,0.2571946320257761,0.49568702719999996,2.1376503047,379.0,0.7120783332513535,43,0.71,1
20,102,0.19963023502565053,0.5014690832,1.29791998,795.0,0.8547149976218567,45,0.97,0
17,32,0.1573253751292259,0.6186190549,1.8558571647,349.0,0.9653637557865128,30,0.93,0
6,66,0.3561528154184436,0.683732277,1.1069951152,325.0,0.7941646291119049,57,0.79,1
8,61,0.35620300766313584,0.4157792996,1.2176393774,325.0,0.890389013377024,53,0.88,1
11,59,0.3646489261674965,0.4428374758,1.1218549387,176.0,0.4822361835343595,21,0.47,1
4,117,0.3417771897677792,0.4338517389,1.5618662601,562.0,0.943250162663677,76,0.84,1
18,113,0.31063209343022763,1.6570300016,5.2078085763,684.0,0.7943640488688173,49,0.81,1
14,42,0.407644587092634,0.506408978,1.817114568,231.0,0.9415377778312112,46,0.89,0
17,66,0.49924900501667796,1.6132296783000002,4.033074195899999,554.0,0.8553701845979207,69,0.74,0
16,30,0.3167826862459899,0.6820524453,2.5502830562,142.0,0.8271122394129728,56,0.58,-1
22,44,0.39030576293868463,0.8285638859000001,2.039541873,289.0,0.7089154700638131,36,0.55,1
7,36,0.3213008916164236,0.3742617474,1.3949756040999999,184.0,0.5552963082948671,54,0.54,1
8,87,0.4387933678993435,0.5625353194,2.0724985453,326.0,0.837457801129928,59,0.88,1
15,38,0.3423510034173668,1.426165058,3.8031068213,256.0,0.8153350946879551,60,0.73,0
5,15,0.13839244760251873,0.0875551119,0.5545157089,109.0,0.7075878560231785,8,0.87,-1
14,44,0.3648382456333305,0.3648748706,1.2466558078,181.0,0.5129717917899196,25,0.86,0
15,58,0.2879996493056153,0.9918411765,3.3474639706000002,291.0,0.7750073507408157,56,0.91,-1
7,28,0.2927846383417203,0.2069801085,1.4784293462,222.0,0.9546902138663628,48,0.88,0
7,106,0.4218575676094362,1.0514833275,3.4849161712,396.0,0.89639352256697,74,0.81,1
23,76,0.2557604395163776,0.552414337,1.1339031129000001,435.0,0.9637393535408584,34,0.7,1
9,126,0.4616291844447602,0.6655426539,2.9949419424,510.0,0.9434394072960623,72,0.75,1
25,31,0.1942840701936044,0.5511082024,2.2368509392,275.0,0.7257831198638435,22,0.71,1
12,55,0.3014078767327438,0.7646409141,3.7276244563,349.0,0.7178781516495494,75,0.72,1
2,60,0.19480472141958846,0.6040527895000001,1.8121583685,426.0,0.4406516185195311,42,0.88,1
