AS,LOH_n_seg,LOH_frac_altered,MutationsSilent,MutationsNonSilent,CNV_segs,CNV_frac,HRD,purity,Neoantigen_num,numberOfBindingExpressedPMHC
13,78,0.4492002972117666,1.6154324435,6.2855007801,81.0,0.6355110698978924,37,0.54,0.0,47.0
18,46,0.3150116740250733,3.3172839418,9.7169998648,218.0,0.6717473229193056,32,0.41,16.0,707.0
26,28,0.21604272986975945,3.1022176188,11.204125769000001,108.0,0.8113480192953446,20,0.52,25.0,491.0
17,34,0.28846104505411024,3.0820370519,9.3376568108,202.0,0.6108591099683756,38,0.44,29.0,517.0
12,20,0.2798246734022134,0.7956080964,3.6108367453,72.0,0.3493220244319638,20,0.31,8.0,156.0
17,474,0.4886438816590303,1.2245265723999998,3.9868307007999997,1123.0,0.10231697853778993,47,0.22,41.0,63.0
27,115,0.4626777894640712,1.8091429517,6.228197047,86.0,0.7135915191416573,35,0.35,8.0,151.0
8,42,0.15990694133934544,2.1005123955,5.380764629700001,141.0,0.2568539712303949,22,0.47,36.0,219.0
0,12,0.05246774249169375,0.47189158924999997,1.4233924138499998,37.0,0.000115087806716018,0,0.96,5.0,63.0
18,33,0.17398446477925428,0.9313565484999999,3.0269087825,46.0,0.4763882424350298,19,0.28,14.0,138.0
6,107,0.3418717021934802,4.2889154449,11.427315809000001,198.0,0.3555956587646859,46,0.37,11.0,683.0
14,85,0.24248794685934946,2.0818890228,5.9889958190999995,159.0,0.3657247146498746,29,0.4,5.0,202.0
16,140,0.28388236088012897,2.671879494,10.572598428,145.0,0.39222173238011626,24,0.41,5.0,63.0
22,104,0.4620258961503842,1.6497148338,5.701646004400001,191.0,0.7574550589061614,55,0.62,25.0,200.0
18,228,0.6217201992500331,2.4858739473,7.4280281045,191.0,0.8597673773201256,52,0.56,19.0,238.0
16,148,0.32202817569911785,1.8535614135,6.0091265178999995,198.0,0.4895070365039619,41,0.58,13.0,264.0
17,55,0.32122159279502177,0.47189158924999997,1.4233924138499998,129.0,0.7213885309274098,31,0.87,5.0,63.0
15,69,0.2079262879048504,1.4167452138999999,3.6958570797,151.0,0.4732999975460018,34,0.45,10.0,141.0
9,52,0.25428686401946576,0.846356097,2.7083395106,75.0,0.29122776647899723,27,0.16,5.0,63.0
12,23,0.1987266817434352,1.6545041743,5.0796180789,46.0,0.3253495230506366,16,0.32,16.0,138.0
25,152,0.4214221841961551,3.7777153869999998,13.655512178,210.0,0.7144338650851892,22,0.51,46.0,827.0
15,76,0.3377340047457766,0.47189158924999997,1.4233924138499998,429.0,0.7602119668913646,72,0.82,5.0,63.0
17,71,0.2305853887994303,0.47189158924999997,1.4233924138499998,613.0,0.6256547045032671,39,0.92,5.0,63.0
10,20,0.3128075240708111,0.47189158924999997,1.4233924138499998,187.0,1.0,39,0.84,5.0,63.0
21,68,0.2392637607287075,0.47189158924999997,1.4233924138499998,461.0,0.7813977278305633,74,0.48,5.0,63.0
25,77,0.25369305968426165,0.09963843539999999,0.1660640589,404.0,0.9999188756860417,41,0.84,5.0,5.0
16,61,0.5166334492539755,1.0841838002,3.8548757342,262.0,0.9475525491373624,40,0.87,5.0,63.0
19,34,0.05206257946798526,0.69836872,2.489836306,460.0,0.662043998563521,28,0.82,5.0,198.0
13,45,0.2612021217305809,0.4357740018,1.9777435468,313.0,0.6914569410164589,49,0.75,5.0,63.0
20,43,0.3743189152143517,2.0173276753000002,6.4612958874,210.0,0.5977296628190191,48,0.35,20.0,221.0
10,43,0.3147778231630812,1.6608594419999998,4.1818068092,172.0,0.4086585616671361,43,0.38,48.0,181.0
11,54,0.2555151987780108,1.3262001066,4.5263786247,100.0,0.43468494487904985,21,0.71,10.0,201.0
15,71,0.3629549630992854,0.47189158924999997,1.4233924138499998,141.0,0.9067141825303762,34,0.82,5.0,63.0
14,104,0.2942506472194702,2.5324953690000003,8.460836800900001,220.0,0.6453707820270831,56,0.62,9.0,198.0
21,86,0.4150985213544122,2.2289926445,6.6584011047,74.0,0.5876623290531288,21,0.3,2.0,417.0
11,2,4.4918916808254774e-05,1.4418087779,4.5657277968,111.0,0.3799065096481908,13,0.51,44.0,189.0
20,143,0.5790564752873422,1.180670755,3.2173278074000002,151.0,0.8408101558927129,41,0.61,5.0,21.0
10,179,0.4450056825146012,1.506899205,6.1162379499,256.0,0.4466341212870088,57,0.58,0.0,369.0
19,210,0.5032199551342436,3.874628154,10.026709497999999,268.0,0.7258424688646649,72,0.55,64.0,424.0
15,176,0.5899161895429382,1.8281315399,5.0947928161,205.0,0.9464852747781594,30,0.89,18.0,197.0
11,54,0.24752469635504545,1.0426041876999999,2.7802778338,482.0,0.6789549439938972,61,0.63,5.0,53.0
14,33,0.3537226709780507,0.43600628329999996,0.9965857905,201.0,0.936503073957017,15,0.84,5.0,63.0
16,39,0.3285834694790117,0.8401346904000001,3.1427260641,216.0,0.7107763377039656,58,0.5,5.0,87.0
18,50,0.20928723188901588,0.7968441783,2.3598846819,366.0,0.8686757302646945,41,0.67,5.0,191.0
9,60,0.33390331591669553,1.0683388054,1.7596168559999998,298.0,0.7517104801789642,53,0.64,5.0,109.0
10,38,0.27181608912074084,0.1890903682,0.7878765340999999,192.0,0.5654881311329165,30,0.79,5.0,30.0
12,104,0.5016956459204206,0.8228670708,2.2787088114,491.0,0.9481588475407836,55,0.92,5.0,112.0
20,56,0.3149481351607565,0.7373687215000001,2.436522732,293.0,0.6650351391615793,44,0.97,5.0,63.0
16,259,0.5315090597359583,1.0071172097,2.6710499911000003,447.0,0.9251292540110468,86,0.67,5.0,173.0
20,131,0.20069045500976085,0.3436331175,0.9392638545,540.0,0.7290030244030743,42,0.83,5.0,73.0
21,9,0.02583538591221009,1.4209488808000001,2.8178138822000003,83.0,0.6521566204327435,13,0.46,2.0,119.0
6,37,0.11753874981069855,0.538963932,2.2048524491,82.0,0.3419375599945554,12,0.8,17.0,134.0
12,88,0.3448808028591112,0.48280524140000003,1.4484157241,146.0,0.8167825838068269,28,0.58,1.0,64.0
6,30,0.08500107421870501,0.0445415391,0.1558953867,68.0,0.13561970016897532,7,0.39,5.0,6.0
0,34,0.015299811652813074,0.1118597136,0.3355791408,79.0,0.012119008025741786,4,0.45,2.0,8.0
3,44,0.04412667577147755,1.3638421297999999,2.8156740745,101.0,0.07022695216972101,9,0.53,1.0,251.0
18,121,0.22396506729952426,1.1277348289,3.8870860061,352.0,0.65964424598174,33,0.68,15.0,208.0
10,78,0.2420517878755097,0.7438642953,1.727684815,133.0,0.765041665179184,19,0.83,3.0,30.0
3,14,0.05565553992616728,15.015352122000001,43.252821637,52.0,0.08268154536905185,4,0.25,521.0,2001.0
14,45,0.10503250557949673,0.7939373214,1.5878746428,125.0,0.3529639807076904,24,0.43,7.0,193.0
20,49,0.1177720434461341,1.2040900048,2.5526708101,159.0,0.7222567226539336,29,0.65,8.0,236.0
19,34,0.12993995700221472,1.6621150816999999,4.5388527231,129.0,0.9134489021005959,31,0.58,18.0,156.0
6,93,0.16707425180023353,2.3568154964,5.796492166799999,182.0,0.3430998151557931,34,0.72,5.0,184.0
7,65,0.2006830386230743,0.4387453375,1.7062318681,51.0,0.2332876173597138,7,0.82,15.0,73.0
2,18,0.052872159945960895,0.4345145636,0.9897276170999999,51.0,0.06409799445163174,0,0.48,15.0,37.0
4,15,0.028692424119385832,0.45873850000000005,1.7625216054,45.0,0.05702412176803021,0,0.64,28.0,93.0
11,13,0.0181983060618484,0.6979875503,2.3827850854,68.0,0.3334803393904618,0,0.85,57.0,151.0
2,18,0.033647262223679614,0.3125646693,0.937694008,176.0,0.048566336444596264,0,0.76,17.0,42.0
10,10,0.0013464902829774033,0.6265900192,1.7795156544,85.0,0.2443625598655952,0,0.79,57.0,106.0
10,6,0.0003663077296336576,0.3980445861,1.5921783443000002,45.0,0.2942761291859847,0,0.83,18.0,110.0
10,74,0.2132546526018851,0.316442832,1.4605053787,92.0,0.7723970404230485,16,0.76,8.0,101.0
10,8,0.0003132062654674331,0.0,0.0,66.0,0.8725091100125641,3,0.82,5.0,63.0
8,4,0.00026767499248034685,0.389803643,1.0232345629000001,67.0,0.15440835116909918,0,0.64,8.0,45.0
6,30,0.182232807203401,0.1487131701,0.37178292520000006,39.0,0.9452206540728224,4,0.8,13.0,22.0
16,120,0.4703829922530655,0.0,0.0,97.0,0.8270174755129382,20,0.78,5.0,63.0
2,6,0.0010181586717743383,0.6359002319,1.8098698907,57.0,0.04563571246787481,0,0.62,10.0,82.0
6,15,0.027579753326189355,0.295151335,1.8200998994,69.0,0.14921204888126294,6,0.56,20.0,58.0
6,5,9.299181963086375e-05,0.5981131474,1.8192608234,57.0,0.11243575141876444,0,0.6,25.0,124.0
10,93,0.3149431872800958,0.16978958219999998,0.3880904736,129.0,0.9477260454668288,0,0.85,0.0,15.0
11,32,0.060181184281777336,0.47189158924999997,1.4233924138499998,106.0,0.8201823845149293,7,0.85,1.0,32.0
4,12,0.05238025753743274,0.1460596431,0.2677760124,45.0,0.1090285630002092,1,0.35,5.0,10.0
4,33,0.07277409501950527,0.5061092447,1.7834325765,105.0,0.16448548961610865,12,0.6,13.0,87.0
1,9,0.02623230862692288,0.2218975023,1.0651080113,49.0,0.05806193238969583,5,0.94,5.0,35.0
14,64,0.1501605830871488,0.3158998154,0.5866710857,216.0,0.41386592140718975,15,0.83,0.0,56.0
22,48,0.09774717828106637,0.27894301050000003,1.2087530457,172.0,0.9498600027725632,22,0.7,0.0,46.0
20,66,0.3355942852085857,0.06710554889999999,0.4026332933,67.0,0.42853098147989777,10,0.31,6.0,15.0
2,24,0.03129006624528926,0.1528801696,0.28392031489999997,65.0,0.011157022419362138,4,0.24,4.0,13.0
0,10,0.008097967243755945,0.17515677850000003,0.2189459731,51.0,0.007499363611990039,3,0.54,0.0,19.0
27,90,0.22001604634280664,0.47189158924999997,1.4233924138499998,273.0,0.9051900563793908,34,0.86,5.0,65.0
22,30,0.2585810500462847,1.4236391697,5.2674649277,206.0,0.9357975765471052,22,0.81,13.0,179.0
1,19,1.1009895023020864e-06,0.0878988071,0.20509721670000003,78.0,0.01696810307038755,0,0.18,5.0,14.0
21,64,0.33363303155676266,7.8738368122,25.723068305,290.0,0.6439270316871308,59,0.26,125.0,2069.0
23,25,0.3954486213024239,2.2166497945,7.7139412849,111.0,0.6072820866905254,28,0.26,30.0,352.0
27,27,0.4933721540553597,1.9348268242,4.6904892708,83.0,0.4590105981724298,18,0.21,15.0,225.0
22,101,0.4515903856854753,0.47189158924999997,1.4233924138499998,421.0,0.6824516929758396,45,0.48,5.0,8.0
6,15,0.14953717638982408,0.6738743897,2.2743260652,147.0,0.5280369640722671,16,0.6,1.0,110.0
33,39,0.4519207455042735,1.7663347696,4.8784484112,199.0,0.8250440033721627,19,0.58,35.0,157.0
31,14,0.3586829630582158,1.269746103,3.9535276389,132.0,0.10468307155378916,24,0.15,16.0,221.0
12,25,0.2752684710387442,1.4292442143000001,5.1845133262,142.0,0.39914335931349104,29,0.65,9.0,172.0
21,27,0.2253793920605115,1.1648804787,2.7275250232999997,307.0,0.6590036965789744,41,0.65,6.0,170.0
13,55,0.4375185380082498,2.011085158,5.863304615700001,221.0,0.9280027534053732,45,0.63,3.0,198.0
25,38,0.436007409950974,5.7133275076,22.16771073,247.0,0.6625233361573628,48,0.34,7.0,476.0
0,19,7.952094729086023e-06,0.1384169908,0.41525097229999997,81.0,0.3962085837040203,0,0.68,3.0,10.0
14,48,0.3874801491944695,1.6574894144999999,4.8867360324,239.0,0.8691300197039092,30,0.79,10.0,120.0
13,18,0.4016049843688008,2.7348799483999997,10.685768046,71.0,0.4133466751177318,19,0.33,19.0,377.0
10,38,0.3016015741169861,1.4732217024,4.9296264658,180.0,0.4310914101583476,24,0.61,6.0,168.0
17,58,0.3475163716264221,2.0743475721999998,7.7290758854999995,325.0,0.7848810888886631,31,0.81,18.0,188.0
21,58,0.4613901988887778,1.8465596761,6.8826315199,202.0,0.7551606602852754,42,0.39,20.0,271.0
11,35,0.3595041207342881,2.7008783172000004,8.3277081447,145.0,0.4672592506754306,21,0.47,19.0,302.0
14,111,0.35925785542716665,1.2053792094,3.391881031,258.0,0.5264253751640856,26,0.35,18.0,182.0
21,25,0.2733170301249532,2.7025846929000004,7.403955981499999,169.0,0.7722193183545406,34,0.48,13.0,352.0
11,77,0.3740662056248341,0.6208530894,2.2294270028,302.0,0.7198227864432589,44,0.55,5.0,63.0
9,104,0.5027908354639865,0.47189158924999997,1.4233924138499998,555.0,0.9912603472218418,73,0.87,5.0,63.0
6,38,0.3268606408262351,0.48607188560000003,2.0739067117,212.0,0.854837593160049,56,0.83,5.0,63.0
11,70,0.2500096056216708,0.9691255654,3.9411106327999996,341.0,0.8975164693965965,76,0.56,5.0,63.0
19,45,0.14737022799158386,0.6297415981000001,1.619335538,351.0,0.6172846642731895,33,0.86,5.0,35.0
25,20,0.17051276142502025,0.5231275457,1.72324368,132.0,0.9101515236848404,17,0.8,5.0,63.0
25,32,0.1640529865246959,0.5147397078,1.332267479,165.0,0.9470126359247854,17,0.84,5.0,63.0
5,66,0.3477488380563915,0.47189158924999997,1.4233924138499998,255.0,0.8390310570884197,54,0.9,5.0,63.0
10,70,0.2819897189928586,0.38954889649999996,1.428345954,414.0,0.9484571424536904,23,0.81,5.0,63.0
10,43,0.35124110485269555,0.8911308420999999,3.1486623086,206.0,0.8638215268836753,64,0.76,5.0,104.0
3,68,0.13881223926533728,0.4566936663,1.4557110613,511.0,0.6658721108461587,31,0.93,5.0,83.0
7,112,0.5414051250123036,1.5948954838,4.7567058289999995,312.0,0.9018587520392816,80,0.81,5.0,384.0
20,34,0.2842819878370625,0.261876507,0.9311164692,244.0,0.8005504373908289,33,0.82,5.0,61.0
31,37,0.12320045405612792,0.47189158924999997,1.4233924138499998,301.0,0.8334626557168124,34,0.86,5.0,63.0
6,59,0.4362104643632836,0.3898336424,2.0991042283000003,231.0,0.9977489871292002,80,0.65,5.0,63.0
21,41,0.2334559056617477,0.5974358591,1.5234614406,317.0,0.7769661746724588,34,0.78,5.0,63.0
9,82,0.3811603401921592,0.6254792176,2.1742848993,338.0,0.5085593586335138,84,0.9,5.0,63.0
4,39,0.2998946147462013,0.46086581020000006,1.4133218178,149.0,0.9132654332880942,50,0.83,5.0,63.0
7,62,0.34093499312974385,0.20357219769999998,1.5122506113,333.0,0.8365550112603812,59,0.86,5.0,63.0
27,39,0.3357191784017612,1.4299494146,3.7536172133999997,141.0,0.6731856346266195,26,0.58,5.0,63.0
29,53,0.4507559165640677,0.4910867325,1.5021476523,229.0,0.8966537653846496,30,0.79,5.0,63.0
15,49,0.3493834733553419,0.8765330709,2.804905827,222.0,0.7311420600462206,64,0.76,5.0,167.0
6,92,0.2520320753785268,1.2477611266,2.5891043377000003,509.0,0.4175938857901317,58,0.97,5.0,126.0
7,63,0.3919291241825963,0.47517834630000005,0.9503566926000001,340.0,0.5643758355875462,29,0.72,5.0,59.0
5,82,0.3677418147456071,0.4067990261,1.1891048456,297.0,0.9472844583447162,58,0.89,5.0,63.0
9,43,0.3224864473387044,0.7526861269,3.0107445076,187.0,0.7207677215645533,51,0.76,5.0,83.0
16,18,0.1921184005794448,0.8119997556,2.2039993366,185.0,0.6868124414978761,54,0.77,5.0,63.0
13,182,0.4468451524817821,0.47189158924999997,1.4233924138499998,916.0,0.8304258445349527,93,0.84,5.0,63.0
13,70,0.11786418616865713,0.47189158924999997,1.4233924138499998,760.0,0.7043921461148991,41,0.8,5.0,63.0
20,44,0.17506168965907362,0.4238246576,1.8583081141,396.0,0.851192107326132,43,0.66,5.0,56.0
14,13,0.3229667461506455,0.2096617077,1.327857482,84.0,0.9456860032563256,1,0.83,5.0,45.0
9,30,0.2496904286625549,2.597526559,6.8228364283000005,239.0,0.4032577155052292,44,0.72,5.0,268.0
8,118,0.2432190458426545,0.6667485656000001,2.0002456968,846.0,0.3820557292010288,43,0.92,5.0,63.0
6,57,0.3395492256154621,0.422213853,1.3315975364000001,260.0,0.7135119855411216,71,0.69,5.0,52.0
26,40,0.3084040187068357,0.8879985516,2.8942175014,204.0,0.8782055675463085,25,0.47,5.0,90.0
12,33,0.1994131337568854,0.6529831224,2.2201426161,318.0,0.7492013829824001,68,0.78,5.0,63.0
27,28,0.2448162215624889,0.3927867218,2.9637543555000003,119.0,0.8400365212113909,17,0.57,5.0,63.0
19,77,0.3251615956608894,1.3115839026,4.062711113,313.0,0.7315561510895179,35,0.58,5.0,63.0
10,45,0.3527776197599647,0.23903248940000002,0.8878349605,174.0,0.8938112561793409,34,0.88,5.0,63.0
1,10,0.03224145566092845,0.47189158924999997,1.4233924138499998,65.0,0.035026343816113706,6,0.88,5.0,63.0
5,71,0.3812734119010097,0.8073292318999999,3.0032647425,272.0,0.9292379167405644,81,0.75,5.0,63.0
7,77,0.3755968291531653,0.7773634106999999,2.3320902321,381.0,0.984304641583818,56,0.93,5.0,63.0
22,18,0.15738626333522454,0.20201659019999998,0.5050414755,201.0,0.6884362942323301,16,0.93,5.0,8.0
1,15,0.02883732325215588,0.6057751478,1.7854425409,365.0,0.28275452996375045,9,0.93,5.0,92.0
10,35,0.30951244470033235,0.5104880079999999,2.0100465316,220.0,0.8746689778301658,28,0.6,5.0,92.0
2,11,0.025586426540715485,2.2343376738,6.4321842123,88.0,0.02447805129775442,6,0.62,5.0,278.0
7,101,0.35787987329987314,0.7553444158,3.3361045032,440.0,0.9163840992114825,56,0.91,5.0,63.0
20,50,0.4552262988580342,0.0,0.0,192.0,0.8370856471296707,55,0.61,5.0,63.0
20,58,0.4494272877493782,0.47189158924999997,1.4233924138499998,259.0,0.7123159889545632,38,0.85,5.0,63.0
22,38,0.3970015904522097,0.5463892158,1.2534811420999998,204.0,0.6642747020219144,20,0.82,5.0,66.0
18,94,0.28241030132671063,0.7132417855,2.1736892509,357.0,0.886245140593812,34,0.92,5.0,73.0
12,38,0.2737809479046118,0.7682607052,1.9707557219999998,261.0,0.7113758254087711,65,0.75,5.0,68.0
9,70,0.41661561370564704,0.4611413327,2.4703999966,302.0,0.9668337264355692,64,0.91,5.0,63.0
16,21,0.3123306029584511,0.5856612364,2.5704020932,139.0,0.9362364043776495,10,0.86,5.0,105.0
28,20,0.13544469684757365,2.7887305626,7.0538478937,213.0,0.7324496529031354,28,0.49,5.0,176.0
24,32,0.2844515923249475,0.3771489621,0.9573781347,246.0,0.7886191251303022,36,0.54,5.0,63.0
8,66,0.32861569048273537,0.6968413137,2.567310103,344.0,0.7088285120258149,34,0.73,5.0,63.0
28,46,0.30342478464658296,0.39089926799999997,1.7768148547,228.0,0.9591309115647992,26,0.61,5.0,63.0
17,56,0.2695504916443223,1.1158673127,3.0042581497000005,132.0,0.6620173601288817,30,0.53,3.0,98.0
6,55,0.16810163246408769,0.5512352733,1.9438296479,119.0,0.21570804684902287,22,0.65,16.0,51.0
23,38,0.1315453975914287,0.2630014243,0.7013371314,80.0,0.8664050932045129,14,0.69,2.0,21.0
24,55,0.2085756972955969,0.6944883925,2.0834651776,149.0,0.6585783284936401,19,0.5,5.0,190.0
13,65,0.4857640973333263,3.96274719,12.893286147000001,78.0,0.6561835166703093,37,0.5,7.0,264.0
31,104,0.5487253360885002,0.6365768002000001,1.0127358184,95.0,0.7687702741003751,19,0.5,0.0,54.0
14,114,0.25130418003142424,7.4575838995,23.870509134000002,299.0,0.7415404217063171,62,0.82,104.0,1313.0
6,57,0.1087397877615584,1.9514798087,7.2570655385,104.0,0.26538503156538346,16,0.7,14.0,409.0
24,58,0.3343348129536634,1.0346658523,4.9852081975,53.0,0.6038081996820814,20,0.42,14.0,218.0
17,36,0.13189979351431685,1.0181016375,3.0842490782999996,123.0,0.4866676829361338,26,0.45,1.0,169.0
16,54,0.1683716513376506,0.36576046770000004,1.127761442,95.0,0.3211336146597145,34,0.25,0.0,61.0
6,55,0.21555074743333744,0.4727459172,1.3886911317,100.0,0.3400100196369295,30,0.52,9.0,149.0
6,28,0.08169044412573087,0.22662279629999998,0.9348190345999999,66.0,0.269687836588537,14,0.48,36.0,78.0
23,77,0.27750372886742497,0.9436449786,2.9167208427999998,151.0,0.5991457606070991,30,0.59,19.0,153.0
24,104,0.3989886442171309,1.1044061058,2.5669979756,149.0,0.6147064206314719,33,0.46,3.0,125.0
21,51,0.2476089949249403,0.5939811515,1.5943704591999999,81.0,0.6512867065458132,15,0.4,9.0,62.0
24,39,0.4472507651403186,2.1109522885,7.8654660611,195.0,0.7388094638442027,32,0.72,36.0,362.0
16,85,0.3597183138994347,2.0150569662,7.858722168300001,303.0,0.6204453268937322,62,0.54,49.0,376.0
15,49,0.5389410673115108,2.3437070049,8.7093309689,124.0,0.5947228066185479,35,0.42,32.0,361.0
31,28,0.4981946794876694,1.3872894849000001,4.9459885982,129.0,0.7316415421551802,25,0.48,46.0,285.0
6,17,0.16685962434075655,1.8855837662000001,6.5840875771,96.0,0.18663260471412704,15,0.26,14.0,233.0
4,8,0.2334209795599801,1.6485198266999999,4.4623726344,81.0,0.2438384520583775,7,0.22,7.0,113.0
12,74,0.35561798652106263,1.4154660553,3.868940551,285.0,0.929490273122102,38,0.85,27.0,85.0
19,162,0.5934972227439655,0.8469044416,2.6575277306,206.0,0.8180903589817377,69,0.6,2.0,93.0
19,212,0.534401474151206,2.4768755725,9.1221514987,364.0,0.7712752180631219,74,0.65,19.0,562.0
11,44,0.3876311722702929,0.8101771444,2.5752059232,58.0,0.29169988101731176,15,0.31,14.0,122.0
19,122,0.586625016188609,1.5582988868,5.7627656947000006,123.0,0.9470894240607672,29,0.91,34.0,169.0
19,114,0.34446186172433074,1.7140250828999999,5.113023976,218.0,0.6553328059313671,53,0.47,21.0,372.0
23,76,0.2843994078080445,1.6050603457,4.4830995863,165.0,0.6791886142856418,47,0.44,20.0,79.0
22,103,0.4283657382760505,1.8977205136000002,6.3062712452,138.0,0.8116696990836875,40,0.71,10.0,250.0
5,68,0.1398543791796099,9.8306542481,29.580793956999997,99.0,0.08562883704807529,9,0.35,347.0,1327.0
6,38,0.15662980214671834,0.2945630784,0.9426018509,43.0,0.12737262050090062,12,0.2,12.0,43.0
13,87,0.34025439548476705,1.5991664434000001,4.7086567499,121.0,0.4924157050849779,60,0.33,1.0,76.0
21,77,0.4270243726087399,1.4204947357,4.5803707804,109.0,0.5975187282499406,21,0.32,16.0,188.0
24,57,0.445059026657724,2.8558408629,10.127930483,80.0,0.4491477058660457,56,0.2,44.0,425.0
9,87,0.3790491722796416,1.8477862805,5.751979873200001,135.0,0.51916307116695,35,0.39,7.0,91.0
16,84,0.21419066863389166,1.8807308109,5.5834195947000005,149.0,0.6908597293343957,21,0.81,54.0,278.0
13,91,0.260774303389721,0.9870809942000001,2.9014198921,124.0,0.4246231714437157,41,0.35,22.0,161.0
19,115,0.1998924082300184,3.6425701058,11.662099452,314.0,0.6617849104644754,34,0.66,38.0,746.0
10,208,0.33766786155934625,1.4816412703,4.4751613878,402.0,0.9273383171684536,54,0.85,16.0,114.0
16,48,0.4258984670121129,4.304059223,14.712568455,192.0,0.7762948992310307,34,0.51,10.0,581.0
21,17,0.2450796045900603,1.8724345306,5.742132560599999,93.0,0.4236157659916648,30,0.32,19.0,218.0
12,31,0.2267088794196633,0.47189158924999997,1.4233924138499998,270.0,0.5555695408599584,40,0.57,5.0,63.0
25,24,0.35125071778751704,3.5871089349000003,13.332088208,98.0,0.4953956596357417,21,0.26,21.0,260.0
18,4,0.031483645076211784,0.4618780707,1.4145015915999999,94.0,0.9471145897252341,9,0.61,3.0,23.0
26,27,0.24560433884347355,0.6296106802,1.9188135016999999,156.0,0.5181575182764718,26,0.31,2.0,62.0
19,46,0.34357550143012056,1.1659603044,3.7433462404,223.0,0.7998623690648302,42,0.76,5.0,58.0
14,18,0.1817297435668758,3.9107461793000002,12.779209955999999,158.0,0.5252241633293693,16,0.71,41.0,578.0
10,24,0.30702471706620504,3.4024458761000003,12.805569024,116.0,0.8392103957392574,27,0.59,49.0,406.0
19,57,0.3346047603197068,2.9094191951,9.4091854821,287.0,0.6970471343827601,44,0.44,11.0,287.0
11,16,0.3361428545531839,9.3867686612,30.413130461999998,37.0,0.3709166902721728,15,0.38,55.0,662.0
8,20,0.19925580126910966,1.5025620984,4.0170537732,92.0,0.30699084839715296,31,0.35,5.0,226.0
15,105,0.22967930269859602,1.9402466848,5.4511692573,414.0,0.7500421239546408,56,0.47,28.0,199.0
14,11,0.31147406197966154,1.4090284663,5.728007026,62.0,0.572899294659639,11,0.36,34.0,326.0
6,14,0.16970140909200288,0.47189158924999997,1.4233924138499998,117.0,0.4799690617382722,29,0.48,5.0,63.0
21,27,0.3793245526095536,2.0649785888,6.0100123107000005,148.0,0.5666723242117478,21,0.44,14.0,195.0
9,78,0.5053886871780361,1.3604289136,5.56539101,271.0,0.6861738038740949,45,0.37,17.0,418.0
18,23,0.2343358750192469,0.47189158924999997,1.4233924138499998,191.0,0.7084950673120819,36,0.39,5.0,63.0
12,125,0.4331067302885292,2.1820249584,7.5747437843,589.0,0.9179683175042064,42,0.87,14.0,436.0
17,26,0.25387964108166433,1.9837506237,4.9454064843,115.0,0.474451356079124,27,0.3,10.0,183.0
24,50,0.2340771071046076,3.3618416548,13.102562347000001,399.0,0.8434344018903729,47,0.71,69.0,1080.0
15,35,0.3614366241981129,1.6286541177,6.2574605574,213.0,0.8750688429562512,29,0.86,21.0,245.0
16,96,0.5178697607970592,2.8918512692,7.6467221061,369.0,0.8048190070660293,67,0.5,13.0,286.0
19,41,0.1736298682021152,3.4402431052,10.519751644,224.0,0.6287543050067542,44,0.5,27.0,443.0
8,49,0.4389563675994479,2.6357816614,9.5897588106,229.0,0.8310757163721789,43,0.67,21.0,476.0
10,17,0.21997965885071905,0.5372327002,2.2337570167,79.0,0.34299472566176603,19,0.51,0.0,66.0
13,103,0.5157606121652294,3.0987952842000004,9.0428480565,443.0,0.7534855421384724,77,0.75,12.0,236.0
19,35,0.35249413309896205,2.3784558018,7.8628950626,172.0,0.5507354590972322,45,0.27,15.0,420.0
6,39,0.21538198266139869,0.47189158924999997,1.4233924138499998,238.0,0.25155093763449593,32,0.57,9.0,67.0
20,40,0.2036905534651081,2.7200166963999997,8.8117207559,193.0,0.4645129970941814,32,0.32,6.0,360.0
9,26,0.3448177060780309,2.3578178968,5.473505831900001,101.0,0.5145305265097391,16,0.64,12.0,214.0
11,51,0.40990799339575296,2.2631915701,6.7585720861,184.0,0.5413313014036264,27,0.44,16.0,353.0
20,100,0.2443611863007692,4.7956316892,12.770082098,215.0,0.8161864754379301,30,0.41,12.0,719.0
27,128,0.3804627002039385,1.4706055773,3.9401130563,380.0,0.6381740659122138,41,0.3,10.0,96.0
10,22,0.3747608027882472,1.2095499084999999,3.037939305,78.0,0.3066102196308367,19,0.38,7.0,173.0
16,43,0.4242296315330972,1.1987311943999999,3.4534874886,181.0,0.7332025739545922,32,0.47,20.0,216.0
22,84,0.4238491897610393,0.9271865771,3.2592013013,316.0,0.8097022145018605,52,0.4,13.0,98.0
13,38,0.2497043910578957,2.8635965374000003,8.450417233,122.0,0.6124129802709987,18,0.52,7.0,325.0
11,88,0.2970684743202072,1.4815110711000001,5.6516903822,418.0,0.3125285745124705,32,0.57,18.0,149.0
17,35,0.323221490164648,7.2273448852,27.582484191,207.0,0.6496411686174632,34,0.4,37.0,881.0
16,29,0.3465015818365681,1.4751678472,5.616985264199999,184.0,0.8422038532843955,26,0.57,11.0,253.0
24,54,0.4349510894297229,3.306307367,12.910343052,236.0,0.7009818553835985,44,0.36,30.0,184.0
12,38,0.3524888724062953,1.5259378923,5.3557427984,168.0,0.35862608094702403,19,0.41,4.0,332.0
14,59,0.3340782416034657,3.186268067,8.9766975349,210.0,0.5056021094555511,44,0.55,14.0,343.0
