ADORA2A,ARG1,BTLA,BTN3A1,BTN3A2,C10orf54,CCL5,CD274,CD276,CD27,CD28,CD40LG,CD40,CD70,CD80,CTLA4,CX3CL1,CXCL10,CXCL9,EDNRB,ENTPD1,GZMA,HAVCR2,HLA.A,HLA.B,HLA.C,HLA.DPA1,HLA.DPB1,HLA.DQA1,HLA.DQA2,HLA.DQB1,HLA.DQB2,HLA.DRA,HLA.DRB1,HLA.DRB5,HMGB1,ICAM1,ICOSLG,ICOS,IDO1,IFNA1,IFNA2,IFNG,IL10,IL12A,IL13,IL1A,IL1B,IL2RA,IL2,IL4,ITGB2,KIR2DL1,KIR2DL3,LAG3,MICA,MICB,PDCD1LG2,PDCD1,PRF1,SELP,SLAMF7,TGFB1,TIGIT,TLR4,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9,TNF,VEGFA,VEGFB,VTCN1,Virus_HPV
1170.6621,1.9451,173.4338,1287.9488,2115.5685,1322.3114,3453.4403,94.0109,1919.4424,428.5501,333.9006,229.5162,394.5214,8.1044,66.1318,148.1481,2110.7059,1729.1515,6744.1446,951.4547,1799.1669,617.8783,545.263,30451.0738,33528.3897,21853.0837,15355.2541,8810.0754,10113.6235,284.3018,9414.3772,202.9338,29611.4758,10270.8096,1504.1738,5120.9985,1476.2947,290.137,199.3679,578.3289,0.3242,0.6484,5.1868,35.6593,2.2692,0.0,1.6209,128.3735,107.3021,3.5659,0.0,2308.1287,3.0602,0.5057,218.17,278.1425,141.0163,199.3679,79.0988,389.6588,1269.4708,886.2955,1439.3387,495.9883,653.8617,868.4237,156.2525,67.4285,63.8625,129.0218,17.5055,16.5329,2183.3212,946.2679,31204.4736,0.452
611.1147,0.0,42.7013,858.3585,1355.6123,1030.7109,3326.0617,37.7504,3013.2281,325.6347,199.2728,130.5794,369.1498,14.2338,41.4636,69.3123,858.049,1633.4803,5289.7037,336.9691,1515.5875,389.2628,557.9021,34654.2554,32860.9298,39378.8783,12923.3387,7527.81,3174.1317,883.4223,6459.3487,414.0172,26612.5164,11592.1838,6745.1102,5452.7733,1576.8546,405.0437,119.1305,315.309,0.0,0.0,19.8035,37.1316,15.7809,2.4754,2.166,170.8053,54.1502,1.2377,0.0,4494.4689,0.3868,1.1604,125.0097,192.15599999999998,125.6285,82.6178,72.0972,412.1606,276.9397,536.242,2085.8668,173.8996,464.7637,868.7368,72.4066,185.6579,25.9921,240.1176,35.275,36.5127,1367.68,1124.7776,5679.8948,0.402
109.2646,1.1178,33.2544,1088.454,1573.5775,1039.271,773.7944,28.2244,2536.2795,181.5273,107.5879,76.0101,410.7901,3.0739,24.5915,30.4599,6087.5178,204.8361,342.3251,1314.2488,2141.6946,137.7684,442.6473,11210.8918,18276.4226,15679.7095,9514.122,5864.5175,2466.6967,355.1797,3210.8694,147.2696,18844.9253,6594.2121,3973.8408,5986.0778,1016.3562,513.9068,23.1943,61.7582,0.2794,0.0,1.6767,13.4136,19.282,0.2794,5.8684,105.6317,35.49,0.8383,0.0,2492.9649,0.0,1.6767,36.0489,196.7321,104.2345,80.7608,15.6491,146.1518,578.739,838.6266,735.7893,39.1229,744.1728,991.0213,27.386,69.0239,11.7369,34.9311,3.9123,75.1718,902.8998,856.7908,2250.1237,0.614
184.8599,0.6441,59.9034,1295.0081,1787.1176,1173.5910000000001,1370.3704,32.8502,2448.6312,432.9404,174.5572,98.5507,400.3221,2.8986,28.3414,49.9195,1600.3221,389.37199999999996,1980.0322,431.56199999999995,2691.7842,233.8164,390.0161,10686.6216,17962.8953,14542.4187,12042.8792,6427.6522,2952.3349,543.9614,3556.8438,166.8277,24146.8599,7298.8696,4048.4992,7186.1514,1145.8937,397.4235,60.8696,148.1481,0.0,0.0,2.8986,9.9839,3.2206,0.6441,0.9662,57.3269,58.6151,2.2544,0.0,1782.6763,0.0,2.8986,35.1047,240.2576,317.2303,211.9163,42.19,170.3704,1126.8921,952.9791,1372.3027,166.1836,1034.1385,762.5572,24.1546,46.3768,19.9678,75.6844,12.2383,36.715,885.9903,1447.0209,6214.8148,0.742
224.6618,0.2591,9.8471,763.1511,1074.1125,706.6598,309.4066,17.6211,1706.6598,94.8354,31.6144,22.5447,245.6595,0.2591,3.1096,3.1096,3830.526,33.6875,95.6206,431.9772,1665.7165,48.7173,192.0187,7692.3426,12535.9342,15883.3454,3585.9031,2396.2166,1367.971,25.3952,1918.3726,36.538000000000004,9507.3853,4256.7427,2131.8995,6233.7393,1099.2485,319.2537,3.887,14.5115,0.0,0.0,0.7774,2.5913,18.6577,0.0,1.5548,48.4581,13.7341,0.5183,0.0,1036.6831,0.7774,0.0,13.475,260.6893,211.972,73.8533,6.2192,55.7139,348.795,235.035,690.5934,16.8437,487.1728,906.6002,122.3115,15.0298,3.6279,31.6144,3.3687,5.9601,2343.6123,1132.4177,14465.9238,0.7809999999999999
81.8141,0.4446,24.0107,875.9449,1244.5531,1049.7999,601.1561,36.9053,1375.7225,98.8795,72.4767,39.1285,303.6905,0.4446,8.0036,9.3375,10690.5291,117.8301,477.5456,582.9257,1455.7581,91.5963,204.5353,9971.3517,16845.8915,10860.2001,4436.6385,3231.2139,2163.1836,197.4211,1195.6425,290.3513,12086.7052,3769.671,736.4206,5244.1085,1025.3446,524.2330000000001,13.7839,78.257,0.4446,0.0,1.7786,4.8911,7.1143,0.0,0.8893,85.3713,11.5607,0.8893,0.0,1369.1374,0.4446,0.0,28.4571,148.0658,43.1303,62.2499,8.8928,112.4944,391.285,458.426,590.9293,44.9088,730.1023,820.169,62.2499,22.2321,8.0036,22.6767,2.6679,36.9053,1461.9831,709.6487,2682.5256,0.648
130.0979,0.4078,6.9331,594.2088,871.9413,2495.9217,696.9821,4.894,1775.2855,131.0767,33.0343,16.3132,511.0114,6.9331,1.2235,13.4584,11545.677,34.2577,26.9168,400.4894,750.0,79.1191,208.8091,12514.6574,20346.5824,15697.0555,6043.23,4750.8157,1648.8581,51.7945,2894.3719,65.2529,10721.044,7304.8369,3557.5041,5377.2431,1208.4013,533.0343,8.5644,17.9445,0.0,0.0,3.6705,11.8271,4.4861,24.4698,15.0897,464.9266,15.4976,0.4078,0.4078,1648.4502,0.0,1.2235,41.1909,387.8467,79.1191,76.6721,15.4976,149.6737,232.4633,170.4731,1089.7227,14.2741,398.8581,1869.9144,161.5008,69.3312,0.0,14.6819,33.0343,105.2202,1024.8777,3058.3197,5662.3165,0.604
534.9816,0.0,3.6752,155.0284,293.3512,382.8934,184.0962,3.3411,2512.5292,22.9034,27.0631,7.6846,140.9957,2.0047,3.6752,8.3528,555.9639,81.8577,374.8747,781.1560000000001,625.1253,31.4066,82.1918,3881.998,5406.298000000001,7175.0585,2736.0508,1579.6859,1007.3505,53.4581,1097.2269,14.3669,4478.1156,2447.2269,1192.1149,6051.4534,317.0732,600.0668,4.6776,21.0491,0.0,0.0,0.6682,2.3388,1.3365,1.0023,0.3341,53.4581,15.7033,1.0023,0.0,553.9592,0.0,2.6729,15.3692,53.123999999999995,33.4113,15.3692,7.0164,44.7711,40.0936,35.416,756.4317,9.6893,224.1898,680.1469999999999,34.7477,88.5399,1.3365,38.0889,11.0257,14.0327,4103.2409,958.57,595.0551,0.474
565.0233,0.3879,88.0528,1095.4228,1823.8945,1068.27,1364.2358,36.0745,1918.9294,468.0256,186.5787,99.6897,308.7665,6.5943,10.4732,38.4019,820.7913,493.7936,2337.8588,625.6788,1609.3871,359.969,346.3926,18392.9364,27757.4088,15425.6788,8723.0411,6578.7432,1273.8557,1060.1241,1987.1994,224.2048,19314.1971,3973.8324,1267.6493,5416.2141,1487.5873,282.0016,44.2203,172.2265,0.0,0.0,3.1032,23.2739,3.4911,0.0,0.0,119.0846,77.5795,2.7153,0.0,1952.6765,1.2529,1.8503,41.1171,262.6067,92.3196,125.2909,51.2025,250.9697,507.75800000000004,664.8565,1120.2483,177.2692,752.5213,846.1559,208.301,31.4197,14.3522,89.6043,8.5337,8.9216,1529.4802,1352.9868,790.9232,0.257
136.0264,0.0,0.0,1664.4683,2578.7304,377.5763,62.6546,5.7708,11455.0701,11.1707,154.9876,0.0,47.8153,37.9225,24.7321,53.5862,305.0289,80.7914,13.1904,122.8359,1187.9637,91.5087,254.7403,44296.7683,43788.4336,16467.9555,2246.4963,1986.8096,343.7758,200.3298,358.615,35.4493,6261.3355,1414.1879999999999,371.8054,6942.2918,370.1566,183.8417,6.5952,37.0981,0.0,0.0,1.6488,21.4345,32.1517,0.0,0.0,51.9373,23.9077,0.0,0.0,1040.3957,1.6488,0.0,93.1575,744.4353,25.5565,37.0981,4.122,36.2737,1.6488,13.1904,1210.2226,6.5952,212.6958,190.1154,11.5416,16.488,4.9464,460.8409,126.958,0.8244,2835.1195,1103.8747,9.8928,0.282
542.0175,0.6354,13.6616,509.6108,1079.2693,959.4917,856.2351,12.7085,5161.8745,144.5941,53.058,34.9484,248.4512,6.3542,15.8856,16.8388,564.8928,537.2518,1357.2677,202.0651,1326.4496,135.6632,359.9682,16687.1898,20579.9523,18067.5457,9965.6871,7529.1501,2955.9968,759.0151,4128.9913,406.0365,18956.95,4857.6553,1583.4504,5248.2923,1402.0651,364.7339,27.641,67.0373,0.0,0.0,2.5417,17.4742,4.448,0.0,3.4948,62.9071,45.7506,0.3177,0.0,2428.2764,0.0,0.0,37.8078,251.6283,79.4281,93.7252,33.0421,107.7045,171.8824,164.2573,2043.5266,65.4488,442.5735,1179.2915,212.5496,207.1485,15.2502,185.5441,9.8491,16.8388,2155.3614,1699.444,1384.5909,0.489
210.2173,3.5232,3.5232,601.879,758.6612,2957.7217,1487.3752,0.0,13199.0605,128.35,248.3852,18.2032,1434.5273,5.872000000000001,14.0928,30.5344,1062.2431,255.4316,123.3118,41.1039,872.5778,153.8462,847.3282,78699.9295,62195.6665,42058.0035,12716.9759,17920.7223,1256.0188,3422.1961,3385.2026,409.8649,19073.3999,10551.3329,6884.7857,3855.5490000000004,2717.5573,409.8649,9.9824,29.9472,0.0,0.0,0.5872,63.4175,2.3488,0.0,16.4416,107.4574,115.6782,0.0,0.0,6699.9413,2.3488,0.0,256.606,347.6218,49.9119,55.1967,43.4527,238.4028,14.0928,211.9789,9641.8086,18.2032,466.2361,4151.1392,154.4334,944.8033,21.7264,59.3071,22.9008,20.552,1008.808,5819.7299,215.5021,0.65
537.5079,0.36200000000000004,53.9318,826.7125,1285.3135,1334.1779,2467.107,15.5642,4043.073,531.3691,158.8996,87.5939,334.4494,10.4968,20.6316,51.76,837.5713,603.0224,2766.0845,309.4743,1316.442,351.0994,446.2945,23280.0362,36528.1296,26042.4975,9555.0448,8990.2452,5114.1073,238.5304,7377.0699,53.9318,26539.8606,15285.4764,6470.0281,4530.6307,2098.9956,403.5834,50.6741,250.4751,0.0,0.0,2.8957,11.9446,4.3435,0.0,1.8098,63.3427,71.3058,2.8957,0.0,3636.2755,0.7167,1.4551,73.4775,368.8354,184.9606,89.7656,114.7407,268.573,647.9052,544.3851,2233.644,167.5866,500.2262,1482.3998,131.7528,240.3402,20.2697,184.2367,23.8892,14.1164,1536.8745,2816.3967,3166.7722,1.507
828.6075,0.0,2.0733,199.378,196.6137,397.0283,333.103,12.4395,6124.3953,49.5404,11.4029,6.5653,118.5211,11.7484,8.293,3.1099,1153.0753,285.4181,452.3151,49.067,983.7595,50.7947,276.7795,8702.8196,11464.6406,18224.3711,5782.9993,3755.7015,2955.0795,83.6213,5665.8604,338.9772,11472.7021,10036.631,5961.9869,5221.8383,1532.8265,359.7097,3.1099,32.481,0.0,0.0,1.0366,9.6752,1.7277,0.3455,0.0,8.293,22.8058,0.0,0.0,1227.0214,0.0,0.3455,27.9889,338.9772,66.6897,39.3918,23.8424,39.3918,88.8044,56.669,1423.6351,12.094000000000001,154.803,734.5024,14.1672,58.3967,3.4554,284.3815,11.4029,3.801,2945.0587,1948.8597,8694.886,0.624
223.3185,0.2634,20.0146,959.1221,1590.6363,1036.8105,987.5639,36.6057,3684.0085,168.5837,91.1192,22.1214,350.5194,11.0607,27.6518,30.2853,1547.9736,609.3928,1552.1872,423.7308,1840.0291,138.259,529.861,17984.9851,33838.0356,26602.9842,8559.4142,6684.3594,3814.3669,103.7601,4413.2257,288.8954,17050.6206,9483.7793,4390.704000000001,4822.9989,1731.7921,645.7351,23.9649,150.6364,0.2634,0.0,4.477,18.6979,6.5838,1.3168,4.477,137.9956,40.556,0.2634,0.0,2772.5528,0.5267,2.6335,55.5669,501.9458,256.2399,108.5004,45.0329,142.2092,313.1236,407.9297,2345.1352,94.0161,651.7922,1178.8722,98.2297,101.3899,14.7476,158.2736,16.0644,45.0329,2032.0116,1675.6985,4602.3113,0.292
170.8322,0.2,49.0098,952.9906,1458.2917,870.3741,1815.9632,39.808,2111.0222,314.931,264.2529,81.2162,276.2553,7.0014,58.4117,74.4149,1150.4301,1036.6073,3511.3023,507.3015,1202.6385,262.0524,816.7634,19446.5473,28326.2813,17449.874,11733.9468,6533.7067,2223.4447,1565.9132,1781.3563,319.4639,24664.3329,6791.9204,1985.6131,5407.8816,966.3933,371.2743,123.4247,208.4417,0.6001,0.0,5.4011,43.6087,6.2012,0.2,1.6003,81.8164,77.6155,3.0006,0.0,4794.4149,0.4881,2.9126,166.0332,315.6631,129.0258,108.8218,64.6129,262.8526,247.0494,645.7291,1017.2034,226.8454,832.9666,1073.2406,125.4251,65.013,24.4049,62.2124,10.002,53.6107,2506.9014,956.5913,1430.086,11.703
226.9775,0.0,11.4635,548.3378,1000.0,1143.6760000000002,656.8589999999999,3.8212,3282.7665,199.1211,31.7157,6.8781,285.0592,5.7318,11.8456,8.0245,1527.3214,268.2461,95.1471,165.0745,1594.5739,123.4238,716.0871,16810.8216,24245.8884,19055.2197,14619.0294,13237.6767,1285.0592,687.8105,2267.864,265.5713,27862.0558,7118.4601,1410.2293,6518.5327,932.3653,305.6935,6.496,25.2197,0.3821,0.0,2.2927,9.935,5.7318,0.0,4.5854,134.123,3.0569,0.0,0.3821,2690.4853,1.1464,0.3821,21.7807,353.07599999999996,67.6347,35.1548,31.7157,85.2121,162.3997,250.6687,1706.9163,23.3091,367.2144,1251.8953,29.423000000000002,113.8708,0.3821,125.7165,8.7887,19.1058,1704.6236,2452.8086,11562.094,9.891
664.3392,0.0,3.99,273.3167,415.9601,675.8105,1183.5411,5.985,3460.3491,234.6733,21.4464,6.4838,224.4389,15.4613,5.4863,8.9776,669.8254,233.4165,151.1222,56.8579,719.7007,112.2195,372.5686,25126.6584,39972.2444,54164.414000000004,7438.404,9033.4165,2115.7107,171.0723,4408.9776,387.0324,11063.3416,12566.8229,5414.4638,5090.2743,1055.8603,278.803,12.4688,18.4539,0.0,0.0,0.9975,10.9726,16.4589,0.0,4.9875,142.6434,8.9776,0.4988,0.0,1931.1721,0.0,0.4988,123.6908,623.9401,99.2519,29.9252,42.394,83.7905,142.6434,192.5187,1837.9052,14.9626,134.1646,1239.0175,159.601,163.0923,3.4913,64.8379,25.9352,94.2643,848.8778,3618.4539,434.414,13.634
616.5273,0.0,3.178,470.3404,1135.8993,759.0822,1628.4856,9.0799,4047.3791,295.5517,16.3439,14.0739,240.6182,21.3378,5.4479999999999995,22.6998,1105.9356,208.8384,340.9514,24.5158,1000.1544,251.0601,276.0299,22182.7154,37076.9297,16726.1992,7415.1299,8176.019,756.3582,668.2829,2659.5117,277.3919,15232.9456,7795.0115,1487.6195,6458.1007,1307.51,223.8203,16.7979,33.1417,0.0,0.0,1.8159999999999998,11.8039,12.7119,0.0,1.8159999999999998,52.6636,8.6259,0.0,0.0,1065.5299,0.0,0.0,82.6274,569.7656,111.2292,18.6139,52.6636,112.5911,61.2895,165.2547,2085.6601,28.6018,147.0949,2759.4182,1811.9002,231.5382,4.086,41.7677,28.6018,19.5219,723.6705,3444.4717,5018.4777,6.205
424.5167,0.4114,35.7877,1203.6199,1384.204,908.6796,1792.6779,27.1493,4736.3225,285.5903,94.6113,43.6035,482.1061,25.5039,62.1144,90.4977,1632.2501,1767.174,6763.0605,187.1658,1965.8577,204.854,832.5792,23699.6997,46906.3348,12595.1049,5759.7861,6484.1464,5676.2649,1477.1699,6556.5611,299.0539,23600.9872,8612.8712,2032.4969,4354.5866,1932.9494,874.1259,86.7956,279.3089,0.0,0.0,9.4611,17.2768,22.2131,0.4114,4.5249,148.0872,84.3274,3.2908,0.0,5293.4759,0.8227,0.4114,106.9519,515.0144,136.9807,110.2427,89.675,203.6199,190.868,582.065,2058.0008,176.8819,546.2773,1014.5578,169.0662,201.5631,47.717,362.8137,72.3982,88.0296,2671.74,2416.2896,2020.1563,50.205
134.8487,0.2997,2.3974,724.6029,833.9826,747.0782,441.4144,17.9802,3235.2412,71.831,34.4621,11.9868,214.56400000000002,2.9967,8.3908,8.0911,1644.5909,159.4246,218.7594,105.7836,1318.2499,55.43899999999999,181.8999,9754.2493,17980.9739,19371.1387,3130.3716,3143.8268,914.2943,228.0491,879.5325,80.012,8332.3344,2070.1768,503.1046,4602.9368,1302.3674,328.139,6.5927,14.0845,0.0,0.0,0.0,3.2964,5.9934,0.2997,0.2997,62.0318,9.5895,0.5993,0.0,1170.03,0.2937,0.006,39.5565,451.3036,207.3719,26.371,15.8825,67.4258,219.6584,71.3215,1857.3569,29.3677,237.9383,2985.3761,39.8562,97.6925,7.7914,112.9757,19.4786,23.0746,1677.5547,1924.1834,2165.1184,13.07
686.7871,0.0,8.4543,496.3168,506.7603,770.8327,327.7282,82.0564,5532.5894,83.4737,59.1801,8.9516,660.4296,5.9677,36.3037,10.4435,3846.2064,265.5643,217.3251,259.0992,1360.1467,55.2016,467.97,11256.6438,15793.0637,12995.2992,6044.9197,4659.2111,961.8003,846.424,1714.7297,175.5509,16450.0668,4560.5495,1334.2766,4675.7219,15085.9416,611.693,11.9355,30.8333,0.9946,0.0,1.9892,75.5913,17.4059,1.4919,10.4435,626.1151,15.914000000000001,0.0,0.0,1351.7571,1.5168,1.9644,43.7634,556.4915,70.6182,64.1532,26.8548,129.30100000000002,671.3704,311.8143,1695.8319,27.8494,301.3707,1048.4021,114.8789,119.852,44.758,89.0187,17.4059,32.8226,5022.8452,1396.4504,7998.7567,25.009
927.1348,0.0,1.4404,249.1898,396.591,962.6695,416.7567,5.7616,2352.6587,39.3614,12.4835,8.1623,206.4578,2.4007,6.7219,12.9636,351.9385,152.6828,138.7589,132.5171,792.2218,60.4969,587.2044,24100.7802,45914.7809,40334.6489,7211.1391,5812.9876,1439.9232,461.8893,3830.5125,158.9245,11709.5187,4490.4861,1260.3529,4386.0281,548.3135,239.5871,8.1623,12.0034,0.0,0.0,2.8808,6.7219,10.562999999999999,0.0,3.3609,156.0437,10.562999999999999,0.0,0.0,3320.1296,0.4801,0.0,36.4902,534.3896,48.9737,12.9636,9.6027,53.2949,44.6525,60.0168,1364.5421,20.1656,485.8961,1890.3757,240.0672,69.6195,2.4007,33.6094,9.6027,22.0862,3065.1782,2404.0331,538.2307,5.553
524.8928,0.0,2.0177,592.8541,627.4905,545.7755,410.92900000000003,13.1148,1947.0366,62.2413,52.7953,20.8491,155.3594,1.3451,4.3716,7.7343,655.7377,138.5456,321.4796,230.3489,957.7133,99.5376,141.5721,4707.5107,7921.3686,6891.578,3394.0614,2584.9214,461.3703,259.9412,515.1744,57.8394,6160.2354,1807.7949,502.0597,4022.1942,568.9786,197.7301,15.4687,121.7318,0.0,0.0,1.6814,6.3892,0.6726,0.0,0.3363,8.0706,13.450999999999999,0.6726,0.0,663.1358,0.6726,0.0,33.2913,388.3985,179.9075,18.8314,47.7512,85.0778,132.8289,78.3522,1136.9483,31.2736,267.3392,1877.1887,106.9357,101.5553,1.3451,9.4157,1.3451,3.0265,1589.5755,7777.0492,716.9399,6.93
207.1763,0.0,1.248,144.7738,400.208,375.663,160.5824,0.8320000000000001,6120.4368,12.5679,26.209,1.248,118.1487,2.4961,6.2402,7.0723,388.5595,66.5627,56.9943,48.2579,619.8648,27.0411,298.2839,10934.1487,12535.118,14342.8851,3048.5699,3908.0603,1169.4228,517.5247,2765.2626,62.8185,8685.1794,3048.0707,755.9022,5665.3146,1044.2018,325.741,0.41600000000000004,9.9844,0.0,0.0,0.41600000000000004,9.9844,0.41600000000000004,0.0,1.248,4.9922,4.1602,0.0,0.0,1681.1773,0.0,0.0,13.3125,105.6682,16.2246,19.9688,3.3281,31.6173,34.1134,24.961,2099.636,4.5762,125.637,1857.5892,2053.0421,149.35,0.0,203.8482,7.9043,3.7441,976.3911,5413.2085,188.0395,27.127
59.9563,0.0,0.8327,1965.2337,1449.3598,638.7009,760.6953,84.5217,2602.2692,3.4267,4.9964,0.0,47.4654,0.4164,4.9964,9.5764,4802.748,5523.0561,19.9854,206.9324,483.8139,4.9964,58.2908,49716.6316,68852.3951,69600.3997,474.6539,307.2759,89.5181,11.6582,369.314,2.4982,2101.8008,2355.674,717.8099,3468.7207,2648.4855,587.9047,4.9964,358.905,0.0,0.0,0.0,4.1636,1.6655,0.0,0.0,24.5654,9.9927,0.0,0.0,293.2112,0.0,0.0,57.4581,438.8467,159.4671,393.8795,6.6618,18.7363,9.16,14.9891,389.2995,27.8963,68.6999,518.6759999999999,93.2653,31.6436,0.0,24.5654,17.9036,105.7562,8235.2451,1160.8202,3808.0566,29.47
325.5047,0.0,8.2406,456.5307,763.9061,677.7915,633.2921,4.5323,2190.7705,38.3313,29.2542,9.8888,591.677,8.2406,36.6708,23.4858,229.0894,858.2612,406.6749,311.9077,1020.1895,81.1702,918.4178,21732.5711,46661.5245,28741.0301,6459.4149,4750.7211,1423.5682,419.0358,2857.4372,82.8183,14064.6889,6678.4837,4035.4718,5055.6242,2166.8727,185.8261,28.0181,49.8558,0.0,0.0,4.9444,39.143,2.4722,0.41200000000000003,4.9444,654.7178,11.9489,0.0,0.0,2430.1607,0.41200000000000003,0.0,98.4755,287.1858,198.1871,42.0272,15.6572,53.5641,55.2122,143.7989,1071.6934,20.1895,421.9201,1571.986,223.733,70.4574,15.6572,77.8739,29.2542,191.5946,2248.8669,1025.1339,131.85,17.081
258.5886,0.0,39.7047,944.6861,753.6743,1292.013,1160.0216,25.3967,3696.1158,191.5735,160.9651,100.8714,534.0463,9.6579,51.5088,91.9289,1101.0011,545.4928,836.303,509.7227,1852.1679,261.1211,852.0418,19944.721,29294.8639,18971.0504,9811.7907,7412.9031,4395.0619,537.9811,4176.1494,104.0907,25296.9135,6277.0692,1481.5941,5829.4396,1111.0167,330.515,54.3704,105.8792,0.0,0.0,3.2193,23.2505,1.7885,0.3577,1.0731,35.4123,90.8558,2.5039,0.0,4019.0296,0.7154,0.3577,76.1901,491.1223,274.356,113.391,71.1823,212.8316,508.2919,415.6476,2509.2667,119.8296,883.5194,1383.2122,117.6834,114.8218,17.885,320.857,11.8041,71.54,1592.4811,2829.4083,115.5372,18.276
282.9582,0.9625,35.9349,1003.6095,1728.4029999999998,2632.5499,1370.6585,50.373000000000005,2812.866,434.4365,113.259,23.7427,621.1599,48.7687,167.1613,242.5604,3586.4282,4722.8684,7955.4023,189.2998,1844.5496,290.0457,1084.1421,40897.0883,63633.9873,36262.3791,16080.8535,12976.6584,6555.8675,3808.1335,3964.386,591.0002,59223.2293,14601.8609,3889.3591,5106.0047,6045.3999,791.2088,212.7216,1719.4193,0.0,0.0,24.3844,54.544,111.9756,0.0,1.9251,228.4431,146.9479,0.6417,0.3208,8302.8796,3.3496,0.1797,2441.3251,374.1076,165.2362,122.2427,172.2949,421.593,65.1319,2178.5514,2249.1377,258.2819,814.3098,1261.5,91.4414,196.3584,61.6026,52.9398,67.3779,174.8616,829.7104,946.1779,1532.6863,4.458
249.3007,0.2869,111.8841,1469.6981,1872.1939,1087.8577,1410.0265,24.6719,1970.8814,538.481,185.0391,123.6463,402.209,17.2129,24.9588,56.2289,1250.52,362.6192,1421.5018,253.0302,996.916,261.3498,262.2104,21772.5568,34951.6919,19035.5418,9396.5746,6206.6671,3442.0139,1022.7354,3495.9478,564.0106,26294.4847,7634.7759,5266.9583,5507.5665,827.3686,301.5133,107.294,144.0149,0.0,0.0,4.3032,16.0654,13.1966,0.2869,2.5819,187.3341,53.0732,7.1721,0.2869,2372.2298,0.0,0.5738,77.1713,255.6121,118.1955,82.6221,63.1141,192.7849,286.8823,689.0913,1042.8172,198.5226,374.3814,991.0521,54.5076,31.2702,39.8766,51.9257,28.9751,75.7369,1611.4179,612.2068,1490.0667,8.685
542.8493,0.3646,12.3963,1165.983,1444.9002,982.5905,582.9915,22.605,3404.9768,194.6514,64.8984,20.0529,231.8841,10.2087,22.9696,33.1784,673.7763,290.5843,510.07199999999995,308.085,1429.2225,125.7862,285.1153,18426.6484,28341.0592,16105.5729,6279.8687,4068.5042,2097.5299,580.0747,1892.9906,134.9011,16849.5124,5805.3851,4123.1064,5635.5847,831.6471,242.4574,26.250999999999998,107.1917,0.0,0.0,2.1876,17.5007,5.1044,0.3646,3.6460000000000004,86.4096,48.1269,0.3646,0.3646,1553.5503,0.0,1.4584,50.3145,276.7296,126.88,65.6276,18.5945,86.4096,342.7217,380.2753,1744.964,77.6593,584.0853,855.6996,34.2722,86.4096,8.7503,192.8721,18.2299,22.9696,1565.9466,1450.0046,5650.8978,7.211
80.7697,0.5853,1.1706,719.9298,613.4036,133.1577,106.2335,18.7299,2146.9125,15.6307,16.096,1.1706,74.9195,0.878,6.4384,2.6339,157.4481,135.499,38.0451,327.1876,1028.6772,8.7796,55.3117,14546.4355,18191.2379,22758.7182,502.7802,430.4946,96.5759,27.5095,35.7038,9.0723,1072.5783,581.592,45.3614,3355.2824,313.1402,111.5013,2.9265,8.1943,0.0,0.0,0.0,3.2192,0.878,1.1706,0.0,3.5119,4.9751,0.0,0.0,277.72900000000004,0.0,0.0,18.4372,268.0714,774.6561,11.1209,11.1209,22.5344,33.3626,44.4835,654.6678,2.6339,90.4302,1685.5136,109.1601,47.9953,0.5853,72.5783,0.878,4.0972,2049.4586,1294.703,33.3626,33.301
204.1734,0.0,4.3707,595.6618,1298.7175,821.6886,259.7435,4.3707,12568.2139,8.8101,18.1071,0.6244,755.5039,24.9753,14.9852,3.7463,469.5363,68.0578,71.1797,134.2424,1701.4448,29.346,277.8506,25171.9177,27897.3888,15743.266000000001,2132.8938,1550.344,898.4877,68.0578,915.9705,58.0677,5280.4106,4124.015,420.21,6476.1048,1371.146,100.5257,0.6244,48.7019,0.0,0.0,0.0,14.3608,4.9951,0.0,3.1219,40.5849,9.3658,0.0,0.0,1373.0191,0.0,0.0,111.7646,186.0663,101.7745,19.3559,7.4926,249.12900000000002,1.2488,118.0085,8015.21,4.3707,328.4257,1053.3099,19.3559,504.5018,39.3362,141.735,15.6096,4.3707,2969.5676,1996.1538,21.229,11.24
3828.9668,0.0,19.1538,568.4024,613.9574,473.151,327.6855,12.4241,3160.3796,90.9754,81.2743,25.8835,203.4446,2.5884,11.3888,28.9896,846.3916,157.3719,508.8703,214.3157,1030.6823,66.7795,184.2908,5108.3588,11485.6321,7506.6702,2535.551,2069.6474,946.8197,604.1217,519.7414,156.3365,8805.5784,1787.2115,435.7234,2733.8189,1163.7237,171.8667,25.8835,43.4843,0.0,0.0,2.0707,15.0124,8.2827,1.5530000000000002,1.0353,125.2763,17.0831,0.0,0.0,1031.7177,0.0,0.0,24.8482,274.3655,162.5486,36.7546,12.9418,70.9209,287.8249,138.7357,1198.9253,43.4843,315.7791,1286.3961,132.006,54.3554,7.7651,99.9104,15.0124,41.9313,2609.0603,1306.0831,8081.8748,27.273000000000003
