SampleID,H1.Status,Cohort,ADORA2A,ARG1,BTLA,BTN3A1,BTN3A2,C10orf54,CCL5,CD274,CD276,CD27,CD28,CD40LG,CD40,CD70,CD80,CTLA4,CX3CL1,CXCL10,CXCL9,EDNRB,ENTPD1,GZMA,HAVCR2,HLA.A,HLA.B,HLA.C,HLA.DPA1,HLA.DPB1,HLA.DQA1,HLA.DQA2,HLA.DQB1,HLA.DQB2,HLA.DRA,HLA.DRB1,HLA.DRB5,HMGB1,ICAM1,ICOSLG,ICOS,IDO1,IFNA1,IFNA2,IFNG,IL10,IL12A,IL13,IL1A,IL1B,IL2RA,IL2,IL4,ITGB2,KIR2DL1,KIR2DL3,LAG3,MICA,MICB,PDCD1LG2,PDCD1,PRF1,SELP,SLAMF7,TGFB1,TIGIT,TLR4,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9,TNF,VEGFA,VEGFB,VTCN1
TCGA.VQ.AA6I.01A.11R.A414.31,H1.Negative,STAD,62.2933,0.2405,12.7473,1148.9387,1647.5257,836.0291,419.9387,37.2798,1402.6817,145.99,48.3435,59.1666,138.777,69.7493,21.8868,27.4187,253.262,215.5012,1103.9625,200.3487,758.0975,120.4979,207.8047,14844.0863,29717.1788,24578.7746,4214.2986,2442.9078,1135.9509,487.5233,433.167,283.3263,11016.0544,2576.622,503.8398,7208.7066,944.7417,262.6421,28.3807,185.6773,0.2405,0,7.937,3.8482,0.9621,1.2026,6.2534,168.1198,94.0412,0.2405,0,962.7803,0.6446,0.3175,107.9911,198.4246,121.7004,38.2418,44.9762,129.8779,92.8387,527.6893,1973.1826,32.71,226.0838,1193.1093,22.1274,55.7994,19.7222,69.5087,171.487,18.5196,2197.8233,615.9582,50.0271
TCGA.VQ.AA6J.01A.11R.A414.31,H1.Positive,STAD,161.5275,0.9577,55.0667,948.345,1609.1459,1074.2802,998.6233,85.7126,2243.1316,229.4272,137.4274,105.1056,481.4748,14.1258,113.9642,114.2036,494.1641,693.6015,9295.9837,235.111,2361.9465,128.5689,535.5839,29997.4837,28654.2767,22526.9049,6847.4292,4879.3919,6993.2364,331.837,3508.2301,204.944,24779.7929,5263.4848,822.0674,9934.7579,1985.2756,694.0803,110.3729,709.8821,0,0,51.4754,8.6191,54.1091,1.9154,5.7461,79.0088,248.758,1.4365,0,3954.5101,0,1.9154,209.2536,133.1179,558.0894,172.6223,80.9242,168.3127,146.5254,1729.5744,1827.4975,116.5978,391.2133,2369.3422,50.7572,131.9208,100.5567,67.756,10.7739,59.1369,7959.7773,1123.8403,4.0702
TCGA.VQ.AA6K.01A.11R.A414.31,H1.Positive,STAD,56.1802,2.8269,15.5477,1121.9081,1253.7102,1114.1343,832.1555,28.9753,2878.4452,166.7208,55.8304,28.6219,128.6219,9.5406,20.8481,67.1378,1458.6572,244.523,1214.1343,273.4982,1722.4558,100.7067,155.8304,17479.8587,34582.5159,19596.9894,3329.682,1927.5618,696.4664,86.2191,487.9859,86.9258,9782.3322,2012.8269,211.9576,8120.1413,764.6643,209.1873,40.9894,497.8799,0,0,5.3004,7.0671,14.841,0,7.0671,92.9329,66.0777,0.3534,0,703.1802,2.1201,0.7067,132.5088,254.417,87.2792,40.636,58.3039,222.2615,73.8516,492.9329,977.0318,59.7173,160.0707,1200.1343,35.3357,81.6254,13.0742,156.1837,37.1025,9.5406,2485.159,640.2827,113.4276
TCGA.ZA.A8F6.01A.23R.A36D.31,H1.Negative,STAD,71.2318,0.7871,7.0838,915.3876,1409.2877,1549.39,399.449,24.3998,1932.3101,57.0248,194.0181,45.2578,208.9728,5.9032,33.8449,30.6966,1007.4774,76.3479,216.8438,324.2818,1884.6596,71.2318,476.584,19362.7981,24722.8178,25300.795,5030.6966,1979.1421,2395.12,100.7477,3382.133,27.9418,15286.1078,4337.6663,431.952,3836.6785,943.7229,471.8615,37.3869,64.9351,0,0,3.9355,44.8642,0.7871,0,2.3613,71.2318,83.8253,0.3935,0,3888.4258,4.329,0,54.3093,279.024,65.7222,49.9803,26.3676,58.2448,419.5199,480.1259,1951.2003,53.5222,467.1389,1841.8142,32.2708,38.1739,44.4707,17.7096,112.9477,27.5482,1641.0862,1317.985,32.2708
TCGA.ZQ.A9CR.01A.11R.A39E.31,H1.Negative,STAD,324.6065,5.1526,13.9121,750.2254,1478.8097,1346.3867,1762.7206,55.6486,3909.8287,180.8322,36.5838,60.286,555.9706,32.4617,93.2629,117.9956,612.1345,1695.7362,3613.5515,771.8665,4309.0403,194.2548,356.0479,28193.7395,58400.7832,22043.375,3920.134,3509.468,965.6061,45.3433,2930.3104,28.3396,8068.0149,3543.9907,2110.009,12158.7015,3956.7178,331.3152,62.347,867.7058,0,0,18.0343,7.729,4.6374,1.0305,118.5109,1803.9418,165.9152,0,0,671.9052,1.0305,1.5458,188.0716,346.2579,434.8834,162.8237,59.7707,302.4604,558.547,557.0012,2650.5217,36.5838,281.3345,939.2091,77.805,251.4492,30.9159,151.4878,189.6174,12.8816,4155.0947,1046.5026,0
TCGA.3G.AB0O.01A.22R.A42C.07,H1.Negative,THYM,4280.6514,3.4809,91.4968,545.0025,1437.096,1060.1691,216.8076,106.4147,159.1248,1049.3436,903.0333,187.4689,254.5997,3.4809,7.9562,11.4371,161.1139,86.5241,106.4147,47.7374,639.9801,43.7593,205.3705,12301.3327,11283.0234,10209.269,4764.7936,3216.8076,1938.8364,340.6266,1747.3894,108.4038,10044.2566,3567.4888,705.6191,20267.5286,790.1542,101.4421,349.5773,233.7146,0,0,0.9945,16.907,1.4918,0.4973,1.9891,23.3715,21.8797,0,0.4973,6930.3829,0,0,28.8414,320.736,331.1785,261.0641,606.1661,374.9378,64.1472,158.1303,1403.2819,23.8687,118.3491,2282.0736,19.3933,55.1964,7.459,131.7752,7.459,4.9727,250.1243,1116.36,0.4973
TCGA.3G.AB0Q.01A.11R.A42C.07,H1.Negative,THYM,174.7379,7.2818,27.74,627.2712,665.7605,1658.5065,958.7645,102.9848,1322.8522,259.4663,44.7308,31.5543,2431.066,15.257,2.774,5.2013,654.3177,144.2481,203.1957,556.1874,753.1416,259.0224,393.5615,20162.4421,19811.7042,11678.4203,10911.922,10311.2742,1190.7404,714.3055,1835.6959,315.5427,18009.8616,5982.8983,879.8857,8918.0698,1975.783,136.9664,26.353,196.2606,0.3468,0,2.0805,13.87,12.1363,0,0.6935,49.2385,32.9413,2.0805,0,3083.9968,0,8.322,58.254,239.2577,42.3035,55.1333,71.7773,263.1834,30.514,188.6321,1632.847,31.901,244.8057,2610.01,73.8578,108.8796,7.6285,39.8763,34.675,2.0805,1822.5193,1657.813,0
TCGA.3G.AB0T.01A.11R.A42C.07,H1.Positive,THYM,1764.5474,0.5388,85.1293,490.8405,1267.7802,1986.5302,2164.3319,88.9009,561.9612,2257.2144,653.0172,175.6466,447.1983,41.4871,3.2328,42.0259,220.3664,69.5043,195.5819,43.1034,678.8793,700.431,245.6897,31351.2716,36611.8157,25083.7662,6783.944,8186.9612,2017.2414,575.9698,4481.1422,460.6681,11653.556,6264.1433,879.111,16857.2198,880.3879,246.7672,177.2629,114.7629,0,0,10.2371,14.0086,2.694,29.0948,0,161.0991,16.7026,0.5388,7.0043,5577.0474,0.5388,0,77.5862,278.0172,223.0603,280.7112,581.3578,405.7112,79.7414,178.3405,2057.6509,93.75,91.5948,5617.0851,231.681,466.5948,6.4655,142.2414,21.5517,32.8664,479.5259,2908.944,0.5388
TCGA.3G.AB14.01A.11R.A42C.07,H1.Negative,THYM,421.7439,0.9179,65.6264,386.4158,669.1143,1648.4626,1926.5718,256.9986,981.184,645.5576,172.5562,78.9353,128.4993,28.4534,11.0142,72.0514,1021.5695,995.8697,3929.7843,99.128,820.5369,284.9931,352.4553,15809.9541,29958.7334,17135.3465,8372.648,7106.0119,3877.9257,102.7994,8689.307,238.6416,14906.3791,11895.6586,9871.5787,10575.9523,602.1111,166.5902,103.2584,272.6021,0.4589,0,16.0624,7.3428,3.6714,0.4589,0.9179,63.7907,47.2694,1.3768,0.9179,3528.224,0,0,233.1345,146.8564,100.0459,185.8651,341.441,435.9798,26.1588,227.1684,1721.4318,119.7797,154.6581,3601.9826,61.955,101.4227,21.1106,96.3745,14.2267,9.6374,270.7664,2466.7279,6.425
TCGA.3G.AB19.01A.21R.A42C.07,H1.Negative,THYM,180.8599,1.1096,65.4646,1181.9695,1702.9126,2259.0846,2221.914,829.681,757.2816,435.2316,130.3745,108.7379,3763.1068,32.7323,16.0888,68.2386,647.7115,1652.1498,4290.1526,344.2441,936.7545,405.2705,324.2718,51089.3925,71898.9404,29046.9681,19843.6089,14032.9515,13409.4313,548.405,16566.7129,2000.5548,42957.2816,28213.2399,19046.4438,7062.4133,2722.0527,537.5867,113.1761,342.025,0.2774,0,18.5853,12.2053,49.0985,3.3287,0.5548,67.6838,60.1942,4.4383,0,3361.9972,0.8322,2.7739,161.4424,88.4882,76.2829,116.2275,152.2885,590.846,16.3662,390.2913,1768.6546,302.9126,312.6214,2753.5811,115.9501,159.7781,61.5811,78.5021,24.4105,41.6089,1861.8585,1281.5534,0.5548
TCGA.3Q.A9WF.01A.11R.A42C.07,H1.Negative,THYM,1660.0901,1.638,122.8501,793.6118,1736.2817,1201.4742,592.9566,150.6962,276.8223,1336.5111,865.6839,298.9353,580.6716,14.742,18.018,67.9771,244.8812,124.4881,224.4062,118.7551,597.8624,82.7191,242.4242,16902.5389,37719.7379,12860.1147,10830.4668,8154.7912,4579.8526,1776.4128,8631.4496,1106.4701,28892.7109,12262.7109,2461.0975,19706.7977,854.2179,90.9091,345.6183,323.5053,0,0,0,9.828,4.095,0,3.276,71.2531,20.475,0.819,5.733,6269.4513,0.819,0.819,53.2351,265.3563,374.2834,247.3382,339.8853,425.0614,95.0041,140.8681,1508.5995,41.769,133.4971,2851.1876,81.9001,104.0131,11.466,194.1032,13.104,10.647,393.1204,1442.2604,2.457
TCGA.3S.A8YW.01A.11R.A42C.07,H1.Negative,THYM,730.6617,0,7.8699,589.417,1289.4274,1430.6721,3396.4999,17.8109,660.6607,109.1188,16.5683,4.5563,1508.543,266.3353,27.7519,42.2491,137.931,5619.5506,190.1212,36.036,635.394,116.8065,344.2063,29682.0172,47048.5948,19399.7846,5974.9405,3174.0706,1075.6964,1208.2427,2124.4693,187.2217,18640.1574,5331.1877,1714.3999,4750.9579,5673.8117,1407.0622,31.0655,320.1823,0,0.4142,5.3847,14.4973,36.036,0,38.5213,49.7049,57.1606,0.4142,0,782.4376,3.9391,3.1024,776.6387,163.6119,91.5398,81.1846,77.0426,414.6215,13.2546,120.9485,3202.6509,62.9595,72.4863,1549.7981,269.649,3526.9753,23.1956,106.8655,269.2348,4.9705,997.8254,2115.7709,1.6568
TCGA.3S.AAYX.01A.11R.A42C.07,H1.Positive,THYM,1555.1473,0.9553,60.4999,661.3597,1644.0057,1940.7738,842.541,35.3447,196.1471,506.9034,313.3259,85.9736,427.9573,1.9105,4.7763,11.1447,95.5262,31.5236,52.5394,40.7578,546.4098,25.1552,133.4182,13415.0326,11108.1197,6207.5943,5425.2508,3709.6004,610.0939,668.0465,3364.7508,345.4864,6795.0963,2256.9177,948.5751,21752.9056,348.0338,43.942,280.847,101.2578,0,0,0.3184,15.6026,0.3184,0.9553,1.2737,2.8658,50.9473,0.3184,0.3184,6152.8419,1.2737,3.1842,35.6631,255.6918,243.2734,37.5736,261.1049,228.3076,10.5079,43.6236,957.8093,18.15,55.7236,2289.4921,16.2395,24.2,9.871,192.9629,1.9105,7.6421,183.4103,1048.5591,0
TCGA.3T.AA9L.01A.11R.A42C.07,H1.Negative,THYM,1452.5698,2.0683,162.3578,667.5284,1236.2978,1371.2513,446.2254,55.3257,193.3816,859.0331,343.8469,185.1086,416.7528,6.7218,10.3413,85.8325,227.5078,95.1396,208.3764,130.817,658.2213,133.4023,205.274,17207.7611,20365.1499,10974.0434,8312.3733,5263.635,1268.3557,487.0734,1178.9038,258.0145,10509.8242,3916.7477,413.5109,28658.2213,538.7797,82.7301,286.4529,222.8542,0,0.5171,1.5512,8.7901,1.5512,0.5171,1.0341,25.3361,12.4095,0,1.0341,5474.1468,0.5171,0,40.848,275.0776,297.8283,46.0186,363.4953,267.8387,24.302,94.1055,670.1138,42.3992,77.5595,3837.9886,43.9504,80.1448,7.7559,261.1169,4.6536,12.4095,142.7094,1696.484,1.0341
TCGA.4V.A9QI.01A.11R.A42C.07,H1.Positive,THYM,2182.5498,0.6459,83.9696,904.2876,749.2669,612.3319,244.1577,113.036,180.2116,1072.6466,760.2475,168.585,96.888,21.9613,3.2296,39.4011,104.639,59.4246,194.4218,40.047,549.6777,119.4951,153.7289,10497.4486,7262.5405,2021.2637,3985.3247,1812.4507,917.206,44.5685,2318.8518,109.1604,5000.0646,2019.1063,189.2545,23983.6453,434.704,102.7012,164.0636,120.787,0,0,1.9378,1.2918,2.5837,0.6459,0.6459,52.9654,9.0429,0,1.2918,6026.431,0,1.9378,26.4827,271.2863,304.2282,147.2697,534.8215,239.6362,23.2531,107.8686,516.7358,10.9806,47.1521,4029.4023,65.2379,30.3582,7.1051,193.13,12.9184,10.9806,333.2946,942.3969,0.6459
TCGA.4V.A9QJ.01A.11R.A42C.07,H1.Negative,THYM,1318.8945,0.4102,33.2289,573.0953,593.6069,819.235,3796.705,97.2252,1492.8373,524.0191,262.1388,21.7423,1279.5163,15.5888,14.3581,66.868,394.2338,483.6645,1237.2623,91.0717,709.2926,198.1425,273.6253,31582.1081,42155.5029,21977.8392,6573.9814,8710.8843,18348.4846,459.0506,23871.0392,803.6461,27226.3337,18551.9109,5767.8738,11810.1935,3270.3763,331.8784,278.5481,389.311,0.4102,0,9.4354,20.1014,12.7172,1.2307,0.4102,29.947,26.2549,0,6.5637,3475.9029,0,2.0512,176.4001,160.401,148.5043,55.7917,318.3407,380.6961,38.9721,352.8002,1874.3539,134.1461,48.4075,2590.9568,139.8894,281.83,13.1275,95.9945,26.2549,10.6661,752.367,1881.7381,0.4102
TCGA.4V.A9QL.01A.11R.A42C.07,H1.Negative,THYM,1193.4641,0.63,39.6882,622.7262,1245.4524,1636.3493,3466.0997,43.468,935.8217,412.1427,119.3795,24.2539,1327.6636,14.4893,5.9847,14.8043,458.9338,333.8846,509.6464,210.0953,808.5645,183.0065,311.5206,25642.2301,39950.6481,16918.7117,11749.5866,13263.4066,3015.0406,1137.0974,11949.2873,3671.4702,22855.9729,12275.2595,7969.733,12029.6086,1280.7308,475.628,130.719,136.7037,0,0,7.2447,8.1896,4.0948,0.315,0,97.9605,13.5444,3.7798,1.2599,4412.6309,0.5355,1.0395,157.4927,228.9944,154.3429,22.364,285.0618,420.8205,77.1714,268.6826,2274.5098,89.1409,156.8627,3122.0285,157.1777,163.7924,5.0398,96.3855,19.5291,17.6392,1246.0824,1797.3069,1.2599
TCGA.4V.A9QM.01A.11R.A42C.07,H1.Positive,THYM,761.9242,0.5582,39.6321,1070.0665,1144.3069,1961.5094,1018.154,111.3606,1340.2345,673.4274,188.1129,53.308,1738.5091,3.9074,6.4193,10.8849,212.6736,471.1195,1236.9678,172.4833,823.8954,224.1167,376.2258,26818.5339,27412.3594,20482.1858,7988.6574,7231.7403,2332.7114,208.208,4267.1482,267.6562,16201.4315,9911.439,5260.1833,10322.4852,2988.5946,145.9689,129.502,293.6124,0,0,6.4193,14.5132,9.2103,0.2791,0.2791,54.7035,19.5369,0.5582,0,5107.876,1.9007,9.2633,99.6384,429.5337,160.7612,34.3292,327.9416,349.9904,13.1177,213.2318,1938.0651,60.2854,257.3295,2375.0173,32.3755,39.6321,10.3267,134.5258,6.9775,2.2328,760.5454,1672.0835,0.2791
TCGA.4V.A9QN.01A.11R.A42C.07,H1.Positive,THYM,44.7325,0,4.8719,468.5843,866.748,727.6786,1323.817,754.6953,1205.5637,110.8348,103.1948,24.3593,2302.1748,18.1587,33.6601,29.2312,204.1752,367.6039,284.7823,261.3088,520.4031,286.9968,263.5233,49114.4953,53969.4667,23476.2619,11525.5872,4885.4914,1198.0344,310.9132,6849.3909,1053.2073,22548.2923,9918.8614,2905.8425,5444.081,781.7119,461.9408,22.5877,22.1448,0,0,5.3148,8.8579,0.4429,6.2005,13.2869,118.6962,22.1448,0.4429,0,1077.1237,0,0,125.3396,130.6544,69.5347,208.1612,173.1724,88.1364,7.5292,65.1058,1463.3293,36.7604,185.1306,2489.8433,50.9331,80.6071,3.1003,44.2896,18.1587,7.5292,939.383,1906.2256,0.4429
TCGA.4V.A9QR.01A.11R.A42C.07,H1.Negative,THYM,676.007,110.3327,176.2989,532.9831,1053.1232,1611.2084,1995.9136,137.1862,493.8704,1840.9807,579.101,178.0502,688.2662,22.7671,0.5838,36.1938,194.3958,37.3614,260.9457,230.5896,641.5645,945.1255,340.9224,22452.9714,21264.2615,13553.6019,6451.2901,4026.2347,4067.7175,337.4197,13905.4291,166.9586,13004.0864,6615.0263,7338.5931,9074.7227,238.1786,102.16,136.6025,93.9872,0,0,2.9189,4.6702,1.7513,3.5026,0,18.6807,4.0864,1.7513,2.9189,3625.8027,0.7823,1.5528,148.8616,244.6001,129.5972,434.3257,239.3462,346.1763,33.8587,371.8622,1148.8616,71.8039,277.8751,4033.1874,170.4612,149.4454,4.0864,133.0998,11.0917,27.4372,332.1658,1385.8727,0.5838
TCGA.4V.A9QS.01A.11R.A42C.07,H1.Positive,THYM,1077.5194,2.3256,36.8217,529.4574,1493.0233,1364.7287,363.1783,228.2946,377.907,510.8798,487.9845,84.8837,363.9535,6.2016,6.2016,17.0543,459.6899,129.845,352.7132,151.1628,925.969,147.6744,174.8062,13160.4651,18187.7364,10914.2016,2409.3023,2580.2326,3113.9535,67.0543,4855.0388,13.5659,8349.2248,7080.6202,4678.2946,16684.4961,1651.5504,176.7442,224.4186,131.7829,0,0,3.1008,5.4264,2.3256,4.2636,1.5504,68.9922,13.1783,0,12.0155,3241.4729,0.3876,0,32.1705,293.0233,262.7907,380.6202,305.4264,248.062,58.9147,243.0233,1167.4419,34.4961,116.2791,1563.9109,185.2713,82.1705,7.3643,156.9767,7.3643,2.3256,501.938,1879.0698,0.3876
TCGA.4V.A9QT.01A.11R.A42C.07,H1.Negative,THYM,3612.6545,0,55.9034,625.1021,1777.2938,575.7328,1578.0016,41.7461,191.6689,626.8772,596.4244,196.025,532.1717,2.5411,5.8081,9.0752,63.5266,71.5128,186.2238,13.4313,418.5498,119.0671,84.5812,8912.8269,10553.2771,7215.3045,4412.0156,3416.644,2050.2768,567.3836,2385.6974,196.025,10730.9193,2870.6707,560.4828,22039.0235,757.9635,45.7392,441.7824,133.2244,0,0,6.5342,6.5342,0,0,0.363,18.8765,9.4382,0,22.5066,6456.8473,3.5575,3.3397,76.595,201.4702,356.4752,38.479,508.5761,488.6106,4.3561,99.8276,1234.9578,43.9241,47.1912,2157.8909,15.9724,52.2733,5.4451,177.5116,5.0821,4.3561,197.1141,1216.4443,0
TCGA.4V.A9QU.01A.11R.A42C.07,H1.Negative,THYM,1840.424,0,9.6107,421.0672,788.675,657.7298,107.5193,22.2247,417.4632,273.8198,310.5445,15.6173,1425.3815,1.2013,2.4027,1.2013,175.9953,37.842,163.3813,184.4046,579.0424,14.416,136.9519,6529.8389,3912.1405,2193.6338,3482.664,2326.3811,305.7392,129.1433,1050.5656,195.2166,5357.344,1776.9275,367.0072,25519.9143,521.3785,74.4826,207.2299,50.456,0,0,0,5.406,3.0033,1.802,0.6007,15.6173,8.4093,0.6007,4.8053,3830.4499,0,4.2047,24.6273,216.2399,218.0419,12.0133,432.4798,118.932,7.8087,33.0367,854.1477,6.0067,105.1166,2107.7325,8.4093,30.634,2.4027,208.4313,3.604,5.406,1036.7503,1332.2782,1.802
TCGA.4V.A9QW.01A.11R.A42C.07,H1.Negative,THYM,4067.1249,0.6277,32.0151,331.4501,463.2768,1418.0791,404.8964,5.6497,763.9674,1254.0992,348.3992,57.1249,1376.6478,11.9272,1.8832,5.022,204.0176,13.1827,22.5989,98.5562,519.774,79.7238,183.9297,20767.6711,26104.6579,7457.1751,6274.3252,10511.6133,1342.7495,111.1111,2701.1927,338.9831,7214.0615,10839.4915,5601.381,14809.7928,1310.7345,205.2731,313.8732,135.5932,0,0,4.3942,6.2775,1.8832,1.2555,0,6.9052,13.8104,0,1.8832,4774.0113,0,0,48.9642,205.9008,172.6303,23.2266,724.4193,481.4815,6.9052,158.1921,2031.3873,6.2775,61.5191,4370.1381,42.6868,337.7276,6.9052,50.8475,22.5989,4.3942,257.376,3291.9021,0
TCGA.4V.A9QX.01A.11R.A42C.07,H1.Positive,THYM,1749.2124,0.3454,35.924,531.9516,1122.2798,730.5699,311.2263,16.9257,514.3351,738.0415,400,63.9033,2048.7047,1.7271,3.1088,1.7271,150.2591,84.2832,169.9482,94.9914,475.9931,22.4525,164.4214,11894.5665,12200.4974,4987.7582,5101.9344,4159.2055,1140.2418,142.6598,3654.2314,267.7029,6809.3264,4281.9758,535.4059,22332.2971,1054.5769,80.4836,211.7444,189.6373,0,0,0,4.8359,10.7081,1.3817,0.3454,11.7444,3.4542,0.3454,3.7997,4835.5786,0,1.0363,26.2522,205.5268,356.1313,8.981,664.5941,165.4577,10.7081,87.7375,1242.1416,13.4715,112.6079,2276.7807,18.6528,64.9396,4.1451,133.6788,2.0725,3.4542,604.4905,1291.5371,0
TCGA.4X.A9F9.01A.11R.A42C.07,H1.Positive,THYM,3983.2151,2.1723,75.3077,354.0912,1067.3425,1211.441,1745.1122,68.7907,295.4381,1861.2744,432.2954,173.7871,690.8038,28.2404,9.4135,54.3085,214.3374,201.3034,716.1477,42.7227,561.1875,166.546,232.4403,37918.8342,34603.5554,26080.7314,7980.449,10821.8682,2799.4207,1418.5373,6475.0181,348.2983,16828.3852,8183.7437,1050.5865,20362.0565,1425.0543,265.0253,247.6466,210.7169,0,0,7.2411,18.8269,0,0.7241,0,47.7915,25.344,0,0,7266.4736,0,2.8965,102.0999,393.9175,163.6495,411.2962,511.9479,539.4642,95.5829,448.95,1742.2158,59.3773,78.2042,4374.1564,172.3389,196.9587,9.4135,73.8595,10.8617,7.9652,155.6843,3081.8248,0.7241
TCGA.4X.A9FA.01A.11R.A42C.07,H1.Positive,THYM,222.6605,0,39.3204,613.7408,837.6963,2181.857,818.4635,73.9395,894.1126,724.3124,38.893,18.8054,1879.688,32.0547,2.5644,26.926,779.9979,314.1361,705.2035,668.4475,664.1735,155.9996,300.4595,27101.5707,31941.2544,24157.9015,6917.8331,6102.3614,2452.3988,129.9284,12661.1818,409.8728,13483.4918,7968.018,1421.5194,7867.5072,1780.5321,115.8243,53.4245,165.4023,0,0,1.7096,8.1205,9.8301,0.4274,0,150.4434,9.8301,3.8466,0.4274,2329.3087,4.2099,2.6285,49.1506,299.1773,50.0053,21.7972,95.7367,298.3225,15.8137,215.4076,1913.0249,29.9177,131.2106,4378.9123,142.7503,131.2106,4.274,95.7367,119.2435,12.3945,856.9292,1809.595,0
TCGA.4X.A9FB.01A.11R.A42C.07,H1.Negative,THYM,3036.8321,10.7564,98.1957,795.2811,1927.8279,1047.5364,2156.8355,302.9146,363.6364,842.2797,710.9646,213.7405,718.9452,26.0236,26.7176,83.9695,152.3248,220.6801,449.3407,97.8487,780.7078,40.5968,236.2942,27272.304,40309.948,20091.5094,10329.7294,8494.3511,1662.3872,2795.975,3046.4955,538.5149,23886.8841,4464.6842,2210.0729,16876.4747,915.6836,129.771,480.916,354.2679,0,0.694,5.5517,14.2262,6.9396,4.5108,7.9806,21.8598,55.517,0.694,0.347,6921.9292,0,0,63.4976,236.9882,336.2248,972.2415,332.408,360.8605,78.0708,331.0201,1582.5815,83.2755,94.7259,2133.8966,64.1915,99.2366,35.7391,134.6287,6.5926,18.39,175.2255,1060.0278,1.7349
TCGA.4X.A9FC.01A.11R.A42C.07,H1.Negative,THYM,1527.9754,0.4563,25.0941,470.4004,1172.579,725.904,104.939,25.0941,361.8113,428.8263,438.4624,61.1384,1078.1339,0.9125,2.7375,1.825,150.1084,86.6887,202.5778,140.527,561.1954,20.0753,147.8271,8113.0832,10961.7246,4432.8231,5565.872,4570.7768,1497.4336,538.3826,3902.3611,232.6908,11418.2731,4223.6067,1229.2232,23770.9593,730.9228,71.6323,243.1847,87.6012,0,0,0.9125,4.5626,0.9125,0.4563,0.4563,20.5315,5.0188,0,0.4563,5118.7407,0,0,24.1816,212.1592,346.2986,11.8627,458.994,226.3032,7.3001,76.1948,1048.4772,20.0753,96.2701,1613.2269,6.3876,52.4695,5.9313,217.1781,1.3688,1.825,926.2005,927.5693,0
TCGA.4X.A9FD.01A.11R.A42C.07,H1.Positive,THYM,656.2405,3.0273,62.2271,470.908,846.6253,769.5982,1942.8318,631.0167,461.4898,383.1879,277.163,79.0453,739.3255,7.7363,7.7363,21.1909,438.6171,122.7724,344.4355,144.9724,876.2252,209.8904,154.3905,14512.3378,15311.0919,13972.9934,4340.7625,4161.4811,1903.141,234.7813,3413.7465,381.0991,18140.048,5448.9502,513.6261,8764.2702,433.5717,328.2901,90.818,278.1721,0,0,1.6818,3.0273,1.3455,3.7,0.3364,41.3726,16.4818,0.3364,1.0091,2605.1302,0,0.3364,71.9816,130.5088,165.4905,665.6621,200.1359,175.5814,11.7727,169.5269,1018.843,64.918,50.1181,2259.5039,59.8726,51.4635,8.4091,175.5814,7.7363,6.0545,1016.1521,986.2159,0
TCGA.5G.A9ZZ.01A.31R.A42C.07,H1.Negative,THYM,574.07,0.6832,434.842,801.7079,1099.2314,3054.8249,920.5807,202.2203,514.0905,963.0675,297.1819,85.7387,1883.1768,46.1144,47.4808,244.9189,178.9923,616.2254,833.1341,136.2938,1296.3245,142.7839,324.509,15752.3484,27040.5431,11255.2724,9187.088,7357.7455,10105.2092,298.2067,5404.953,452.6046,35761.5713,14935.1324,4099.5013,5219.1289,2525.7045,1367.0367,268.8301,398.6336,0,0.3416,1.3664,24.2528,27.3271,0,8.8813,391.4603,226.4731,1.3664,0.3416,2398.9752,1.0179,0.0068,258.924,102.8181,134.9274,122.9718,153.0316,323.1426,98.0359,761.7421,846.1144,533.2195,184.4577,1912.5909,193.6806,240.1366,107.9419,59.0948,12.6388,31.0845,336.8061,964.9872,120.5807
TCGA.5K.AAAP.01A.11R.A42C.07,H1.Positive,THYM,907.0901,0.4794,25.8869,378.2359,420.4219,1034.5158,874.4008,40.2685,974.5925,300.6711,98.2742,34.5158,1906.5197,11.9847,3.3557,30.2013,376.7977,269.8945,574.7843,218.1208,577.1812,95.3979,148.1304,16215.0671,16273.7248,10395.0192,7013.4564,6798.1448,1666.8265,243.0489,5464.046,1301.534,12392.1381,6981.5532,1146.6922,12015.8198,939.1179,210.93,86.2895,116.0115,0,0,4.3145,4.3145,0.9588,0.9588,0.4794,21.5724,16.2991,3.8351,0,3254.5542,0.4794,3.8351,65.1965,140.9396,102.5887,20.6136,136.6251,242.5695,25.4075,113.1352,1582.9338,23.4899,60.8821,3555.7383,113.6146,127.9962,3.3557,81.0163,4.7939,18.6961,762.7037,1866.2512,0.9588
